Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zEvoMission_Ultralisk/Line00027=¡Conténganlos [Angry]o rodarán cabezas por orden del Emperador![/Angry] /// Contain those specimens, or the emperor [Angry]will have your head![/Angry]
Conversation/zEvoMission_Ultralisk/Line00028=¡Quema! /// It burns!
Conversation/zEvoMission_Ultralisk/Line00029=¡No me alisté para esto! /// I didn't sign up for this!
Conversation/zEvoMission_Ultralisk/Line00030=Las fuerzas del Dominio [Serious]protegen el puente. Avancen y aseguren el camino.[/Serious] /// The bridge is guarded by [Serious]Dominion forces. Move forward, secure the passage.[/Serious]
Conversation/zEvoMission_Ultralisk/Line00031=¡Se aproximan Ultraliscos! /// Ultralisks incoming!
Conversation/zEvoMission_Ultralisk/Line00032=Disparen la ojiva, ya mismo. /// Fire the warhead, now.
Conversation/zEvoMission_Ultralisk/Line00033=¡Señor, todavía está en fase experimental! No sabemos lo que hará. /// Sir, it's still experimental! We don't know what it'll--
Conversation/zEvoMission_Ultralisk/Line00034=No recuerdo haber pedido un informe de progreso. ¡Disparen esa maldita ojiva ahora! /// I don't recall asking for a progress report. Fire the damn warhead, now!
Conversation/zEvoMission_Ultralisk/Line00035=Analizando daño. Compuesto radioactivo, infectando Ultralisco. /// Analyzing damage. Radioactive compound infecting ultralisk.
Conversation/zEvoMission_Ultralisk/Line00036=Integrando con camino evolutivo atrofiado. /// Integrating with atrophied evolutionary path.
Conversation/zEvoMission_Ultralisk/Line00037=¡Deténganlos! /// Stop them!
Conversation/zEvoMission_Ultralisk/Line00038=¿Qué son estas cosas desagradables? /// What are these ugly things?
Conversation/zEvoMission_Ultralisk/Line00039=¡Ven aquí, atrévete! ¡Nada destruye a un dios del trueno! /// Come get some! Nothing brings down a thunder god!
Conversation/zEvoMission_Ultralisk/Line00040=¡Mis ojos! /// It's in my eyes!
Conversation/zEvoMission_Ultralisk/Line00041=¡Quiero este complejo bajo control, ahora! /// I want this facility under control, now!
Conversation/zEvoMission_Ultralisk/Line00042=¡Se vuelve a levantar! ¡Eso no está bien! /// It got back up! Oh, that ain't right!
Conversation/zEvoMission_Ultralisk/Line00043=¡Ey, mi auto! ¡Acabo de comprarlo! /// My car, man! I just paid that thing off!
Conversation/zEvoMission_Ultralisk/Line00044=Úsalo. /// Make use of it.
Conversation/zEvoMission_Ultralisk/Line00045=¡Otra ojiva nuclear! /// Another warhead!
Conversation/zEvoMission_Ultralisk/Line00046=¡Cada vez que tus animales se levanten, los enterraré con una ojiva nuclear! /// Every time your animals get back up, I'll put them down with a warhead!
Conversation/zEvoMission_Ultralisk/Line00047=Si es necesario, convertiré a esta ciudad en una ruina radioactiva. [Angry 80]¡Otra ojiva nuclear![/Angry] /// I will turn this city into a radiated ruin if I have to. [Angry 80]Another warhead![/Angry]
Conversation/zEvoMission_Ultralisk/Line00048=¡Quiero otra ojiva sobre las cabezas de esos monstruos! ¡Entiérrenlos de por vida! /// I want another warhead inbound on those monsters! Put them down, and keep them down!
Conversation/zEvoMission_Ultralisk/Line00049=¡Entiérrenlos, y que sea de por vida! /// Put those monsters down, and keep them down!
Conversation/zEvoMission_Ultralisk/Line00050=[Surprise 60]Destruye [/Surprise][Serious]esa celda de contención y libera a los Ultraliscos.[/Serious] /// [Surprise 60]There. [/Surprise][Serious]Destroy that containment cell and free those ultralisks.[/Serious]
Conversation/zEvoMission_Ultralisk/Line00051=Forma un capullo al morir. Revivirá de un momento a otro. /// Cocoon forms upon death. Will revive momentarily.
Conversation/zEvoMission_Ultralisk/Line00052=¡Señor, todavía está en fase experimental! No sabemos lo que hará. /// Sir, it's still experimental! We don't know what it'll do!
Conversation/zEvoMission_Ultralisk/Line00053=¡Lancen la maldita ojiva ahora! /// Fire the damn warhead, now!
Conversation/zEvoMission_Ultralisk/Line00054=Más Ultraliscos, listos para recibir órdenes. /// More ultralisks, ready for command.
Conversation/zEvoMission_Ultralisk/Line00055=Ultraliscos adicionales liberados. /// Additional ultralisks freed.
Conversation/zEvoMission_Zergling/Comment00001=Collect enough DNA /// Collect enough DNA
Conversation/zEvoMission_Zergling/Comment00002=Zerglings cocoon up. /// Zerglings cocoon up.
Conversation/zEvoMission_Zergling/Comment00003=Ending /// Ending
Conversation/zEvoMission_Zergling/Comment00004=Incoming attack variations. /// Incoming attack variations.
Conversation/zEvoMission_Zergling/Comment00005=Attack wave destroyed /// Attack wave destroyed
Conversation/zEvoMission_Zergling/Comment00006=Dominion base being attacked. /// Dominion base being attacked.
Conversation/zEvoMission_Zergling/Comment00007=Description /// Description
Conversation/zEvoMission_Zergling/Comment00008=Morph Swarmlings /// Morph Swarmlings
Conversation/zEvoMission_Zergling/Comment00009=Hatchery expansion 1 gained. /// Hatchery expansion 1 gained.
Conversation/zEvoMission_Zergling/Comment00010=Hatchery expansion 2 gained. /// Hatchery expansion 2 gained.
Conversation/zEvoMission_Zergling/Comment00011=Attacking Marines. /// Attacking Marines.
Conversation/zEvoMission_Zergling/Comment00012=Mission Start /// Mission Start
Conversation/zEvoMission_Zergling/Comment00013=Once final building is killed. /// Once final building is killed.
Conversation/zEvoMission_Zergling/Comment00014=Wait around too long. /// Wait around too long.
Conversation/zEvoMission_Zergling/Comment00015=Not playing this playing /// Not playing this playing
Conversation/zEvoMission_Zergling/Comment00016=Attack wave incoming /// Attack wave incoming
Conversation/zEvoMission_Zergling/Comment00017=Player loses too many zerglings. /// Player loses too many zerglings.
Conversation/zEvoMission_Zergling/Comment00018=Sending more /// Sending more
Conversation/zEvoMission_Zergling/Group00001=zEvoMission_Zergling /// zEvoMission_Zergling
Conversation/zEvoMission_Zergling/Group00002=OBSOLETE /// OBSOLETE
Conversation/zEvoMission_Zergling/Group00003=Raptor /// Raptor
Conversation/zEvoMission_Zergling/Group00004=Swarmling /// Swarmling
Conversation/zEvoMission_Zergling/Line00002=Esencia adquirida. Nueva secuencia incorporada a la cadena de Zerguezno. /// Essence acquired. New sequence spun into zergling strand.
Conversation/zEvoMission_Zergling/Line00003=[Serious]Bien. [/Serious]Veámoslos en acción. /// [Serious]Good. [/Serious]Let's see them in action.
Conversation/zEvoMission_Zergling/Line00007=Suministrando Zergueznos adicionales ahora. /// Delivering additional zerglings now.
Conversation/zEvoMission_Zergling/Line00008=Dominio destruido. Prueba de Hordezno concluida. /// Dominion dead. Swarmling test concluded.
Conversation/zEvoMission_Zergling/Line00009=Se deben preparar secuencias para integración del Enjambre. Regresando al Foso de evolución. /// Must prepare sequences for Swarm integration. Returning to evolution pit.
Conversation/zEvoMission_Zergling/Line00010=Llegó el Dominio. Hostil. /// Dominion has arrived. Hostile.
Conversation/zEvoMission_Zergling/Line00011=Más rápido de lo que me esperaba. Veamos cómo pelean. /// Faster than I expected. Let's see them fight.
Conversation/zEvoMission_Zergling/Line00012=Zergueznos aumentados, listos para combate. /// Augmented zerglings, ready for combat.
Conversation/zEvoMission_Zergling/Line00014=Dominio atacando. /// Dominion attacking.
Conversation/zEvoMission_Zergling/Line00015=Dominio aproximándose. Transformar larvas en cepa de Hordezno. /// Dominion incoming. Morph larvae into swarmling strain.
Conversation/zEvoMission_Zergling/Line00016=Más Dominio. Atacando. /// More Dominion. Attacking.
Conversation/zEvoMission_Zergling/Line00018=¡Entonces dispara adonde sea! /// Then shoot everywhere!
Conversation/zEvoMission_Zergling/Line00019=¡Están por todas partes! /// They're everywhere!
Conversation/zEvoMission_Zergling/Line00022=Puesto de avanzada destruido. Próxima cepa lista para prueba. /// Outpost destroyed. Next strain ready for testing.
Conversation/zEvoMission_Zergling/Line00023=[Serious]Bien. [/Serious]Veámoslos en acción. /// [Serious]Good. [/Serious]Let's see them in action.
Conversation/zEvoMission_Zergling/Line00024=Más rápido de lo que me esperaba. Veamos cómo pelean. /// Faster than I expected. Let's see them fight.
Conversation/zEvoMission_Zergling/Line00027=Cepa de Rapaz: salta para atacar enemigo. Trepa riscos. /// Raptor strain: leaps to close on enemy. Scales cliffs.
Conversation/zEvoMission_Zergling/Line00028=Cepa de Hordezno: se crea rápidamente. Tres de un solo huevo. Arrasan a los enemigos. /// Swarmling strain: hatches quickly. Three from single egg. Overwhelms foes.
Conversation/zEvoMission_Zergling/Line00030=Más larvas en Larvarios. Puede transformar Zergueznos adicionales. /// More larvae at hatcheries. Can morph additional zerglings.
Conversation/zEvoMission_Zergling/Line00031=Otro Larvario. Hora de algunos Hordeznos adicionales. /// Another hatchery. Time for some more swarmlings.
Conversation/zEvoMission_Zergling/Line00032=Otro Larvario. Hora de algunos Hordeznos adicionales. /// Another hatchery. Time for some more swarmlings.
Conversation/zEvoMission_Zergling/Line00033=¡Son demasiados! /// There's just too many!
Conversation/zEvoMission_Zergling/Line00034=¡Necesitamos refuerzos! /// Call for backup!
Conversation/zEvoMission_Zergling/Line00039=Atacantes eliminados. Listo para transformar Zergueznos adicionales. Destruir base. /// Attackers eliminated. Ready to morph additional zerglings. Destroy base.
Conversation/zEvoMission_Zergling/Line00058=Estamos detectando más biofirmas zerg en la meseta. Tenemos que verificarlo. /// We're picking up more zerg biosignatures on the plateau. Go check it out.
Conversation/zEvoMission_Zergling/Line00059=Larvarios salvajes en peligro. Transformar Zergueznos. /// Feral hatcheries in peril. Morph zerglings.
Conversation/zEvoMission_Zergling/Line00061=Entendido. /// Copy command.
Conversation/zEvoMission_Zergling/Line00062=Refuerzo de Zergueznos, llegando. /// Zergling reinforcements, arriving.
Conversation/zEvoMission_Zergling/Line00063=Más Zergueznos. /// More zerglings.
Conversation/zEvoPitch_Baneling/Group00001=zEvoPitch_Baneling /// zEvoPitch_Baneling
Conversation/zEvoPitch_Baneling/Line00001=Criatura con esencia poderosa descubierta. Buena adaptación para Uetzi. /// Discovered creature with powerful essence, good adaptation for baneling.
Conversation/zEvoPitch_Baneling/Line00002=Cepa de Uetzi lista para incrementación. /// Baneling strain ready for augmentation.
Conversation/zEvoPitch_Baneling/Line00006=Derrotar criatura, asimilar esencia. Crear nueva cepa. /// Defeat creature, assimilate essence. Create new strain.
Conversation/zEvoPitch_EggMonster/Group00001=zEvoPitch_EggMonster /// zEvoPitch_EggMonster
Conversation/zEvoPitch_EggMonster/Line00001=Criatura con secuencias beneficiosas descubierta. Huésped del Enjambre capaz de producir Langostas voladoras. /// Discovered creature with beneficial sequences. Allow swarm host to produce flying locusts.
Conversation/zEvoPitch_EggMonster/Line00003=Cepa de Huésped del Enjambre lista para incrementación. /// Swarm host strain ready for augmentation.
Conversation/zEvoPitch_EggMonster/Line00004=Se debe consumir. Adquirir esencia. Mejorar Enjambre. /// Must consume, acquire essence. Improve Swarm.
Conversation/zEvoPitch_Hydralisk/Group00001=zEvoPitch_Hydralisk /// zEvoPitch_Hydralisk
Conversation/zEvoPitch_Hydralisk/Line00001=Cepa de Hidralisco lista para incrementación. /// Hydralisk strain ready for augmentation.
Conversation/zEvoPitch_Hydralisk/Line00002=Colonia expedicionaria descubrió esencia zerg antigua en espacio Dominio. /// Expeditionary brood discovered ancient zerg essence in Dominion space.
Conversation/zEvoPitch_Hydralisk/Line00003=Atacan a colonia. Tiempo limitado. /// Brood under attack. Limited time.
Conversation/zEvoPitch_Mutalisk/Group00001=zEvoPitch_Mutalisk /// zEvoPitch_Mutalisk
Conversation/zEvoPitch_Mutalisk/Line00001=Amos de la colonia salvajes localizados. /// Located feral brood lords.
Conversation/zEvoPitch_Mutalisk/Line00002=Cepa de Mutalisco lista para incrementación. /// Mutalisk strain ready for augmentation.
Conversation/zEvoPitch_Mutalisk/Line00003=Se debe readquirir esencia. Se puede mezclar en cadena de Mutalisco. /// Must re-acquire essence. Can be spun into mutalisk strain.
Conversation/zEvoPitch_Roach/Group00002=zEvoPitch_Roach /// zEvoPitch_Roach
Conversation/zEvoPitch_Roach/Line00001=Se debe adquirir. Destruir protoss. Mejorar Enjambre. /// Must acquire. Destroy protoss. Improve Swarm.
Conversation/zEvoPitch_Roach/Line00002=Complejos de investigación protoss descubiertos. Experimentos internos útiles para evolucionar Enjambre. /// Protoss research facilities discovered. Experiments within useful to evolve Swarm.
Conversation/zEvoPitch_Roach/Line00003=Cepa de Cucaracha lista para incrementación. /// Roach strain ready for augmentation.
Conversation/zEvoPitch_Ultralisk/Group00001=EvoPitch_Ultralisk /// EvoPitch_Ultralisk
Conversation/zEvoPitch_Ultralisk/Line00001=Laboratorio del Dominio descubierto en Korhal. Experimentando con Ultraliscos. /// Dominion laboratory discovered on Korhal. Experimenting on ultralisks.
Conversation/zEvoPitch_Ultralisk/Line00002=Se puede usar la investigación en su contra. /// Able to turn research against them.
Conversation/zEvoPitch_Ultralisk/Line00003=Cepa de Ultralisco lista para incrementación. /// Ultralisk strain ready for augmentation.
Conversation/zEvoPitch_Zergling/Group00001=zEvoPitch_Zergling /// zEvoPitch_Zergling
Conversation/zEvoPitch_Zergling/Line00001=Recolectar esencia. Adaptar Zerguezno. Destruir puesto de avanzada del Dominio. /// Collect essence, adapt zergling, destroy Dominion outpost.
Conversation/zEvoPitch_Zergling/Line00002=Secuencia única descubierta en mundo de seguridad del Dominio. /// Unique essence discovered on Dominion security world.
Conversation/zEvoPitch_Zergling/Line00003=Cepa de Zerguezno lista para incrementación. /// Zergling strain ready for augmentation.
Conversation/zLabArc_Abilities/Comment00001=Reminders to use abilities. /// Reminders to use abilities.
Conversation/zLabArc_Abilities/Group00001=Ability Reminders - OBSOLETE /// Ability Reminders - OBSOLETE
Conversation/zLabArc_Abilities/Line00001=¡Debería usar la explosión cinética! /// I should use kinetic blast!
Conversation/zLabArc_Abilities/Line00002=Es un buen momento para una explosión cinética. /// This is a good time for a kinetic blast.
Conversation/zLabArc_Abilities/Line00004=Este tipo está pidiendo una explosión cinética. /// This guy's begging for a kinetic blast.
Conversation/zLabArc_Abilities/Line00005=Puedo usar el agarre aplastante para deshabilitar a los enemigos por un rato. /// I can use crushing grip to disable enemies for a while.
Conversation/zLabArc_Abilities/Line00006=El agarre aplastante sería útil ahora. /// Crushing grip would be useful, right now.
Conversation/zLabArc_Abilities/Line00007=Debería deshabilitar a estos enemigos con el agarre aplastante. /// I should disable these enemies with crushing grip.
Conversation/zLabArc_Abilities/Line00008=Tengo que acordarme de usar las habilidades psiónicas. /// Gotta remember to use my psionic abilities.
Conversation/zMission_Char01/Comment00001=Kerrigan stands with her troops. Zagara approaches. /// Kerrigan stands with her troops. Zagara approaches.
Conversation/zMission_Char01/Comment00002=The troops start toward Zagara. /// The troops start toward Zagara.
Conversation/zMission_Char01/Comment00003=The troops stop. /// The troops stop.
Conversation/zMission_Char01/Comment00004=If Kerrigan Dead: /// If Kerrigan Dead:
Conversation/zMission_Char01/Comment00005=Reveal 3 /// Reveal 3
Conversation/zMission_Char01/Comment00006=Warning Sound! /// Warning Sound!
Conversation/zMission_Char01/Comment00007=Final death during Mega Attack on Zagara's base: /// Final death during Mega Attack on Zagara's base:
Conversation/zMission_Char01/Comment00008=Final Revival before Mega Attack on Zagara's base: /// Final Revival before Mega Attack on Zagara's base:
Conversation/zMission_Char01/Comment00009=Zagara 1/4 done /// Zagara 1/4 done
Conversation/zMission_Char01/Comment00010=Zagara 1/2 done /// Zagara 1/2 done
Conversation/zMission_Char01/Comment00011=Zagara 3/4 done /// Zagara 3/4 done
Conversation/zMission_Char01/Comment00012=Zagara 90% done /// Zagara 90% done
Conversation/zMission_Char01/Comment00013=Kerrigan 1/2 done /// Kerrigan 1/2 done
Conversation/zMission_Char01/Comment00014=Kerrigan 90% done /// Kerrigan 90% done
Conversation/zMission_Char01/Comment00015=Introduce secondary objective. /// Introduce secondary objective.
Conversation/zMission_Char01/Comment00016=If Kerrigan Dead: /// If Kerrigan Dead:
Conversation/zMission_Char01/Comment00019=Secondary complete, eggs <100 /// Secondary complete, eggs <100
Conversation/zMission_Char01/Comment00020=Secondary complete, eggs =100 /// Secondary complete, eggs =100
Conversation/zMission_Char01/Comment00021=If a huge wave is incoming: /// If a huge wave is incoming:
Conversation/zMission_Char01/Comment00022=Else if a regular wave is incoming: /// Else if a regular wave is incoming:
Conversation/zMission_Char01/Comment00023=The first time Zagara dies, play this line after Zagara's death line: /// The first time Zagara dies, play this line after Zagara's death line:
Conversation/zMission_Char01/Comment00024=Time for bonus objective. Ping location /// Time for bonus objective. Ping location
Conversation/zMission_Char01/Comment00025=Reveal 2 /// Reveal 2
Conversation/zMission_Char01/Comment00027=One hatchery destroyed. /// One hatchery destroyed.
Conversation/zMission_Char01/Comment00028=2nd destroyed. /// 2nd destroyed.
Conversation/zMission_Char01/Group00001=Char01 /// Char01
Conversation/zMission_Char01/Group00002=Crit Path /// Crit Path
Conversation/zMission_Char01/Group00003=Secondary Objective /// Secondary Objective
Conversation/zMission_Char01/Group00004=Cinematics /// Cinematics
Conversation/zMission_Char01/Group00005=End /// End
Conversation/zMission_Char01/Group00006=Context Sensitive /// Context Sensitive
Conversation/zMission_Char01/Group00007=Mid /// Mid
Conversation/zMission_Char01/Group00008=Player left base unprotected. /// Player left base unprotected.
Conversation/zMission_Char01/Group00009=Egg Minimap reveal /// Egg Minimap reveal
Conversation/zMission_Char01/Group00010=Zagara attacks /// Zagara attacks
Conversation/zMission_Char01/Group00011=Special Attack Wave /// Special Attack Wave
Conversation/zMission_Char01/Group00012=Zagara Dies /// Zagara Dies
Conversation/zMission_Char01/Group00013=Zagara Revives /// Zagara Revives
Conversation/zMission_Char01/Group00014=Player needs more banelings. /// Player needs more banelings.
Conversation/zMission_Char01/Group00015=Zagara is ahead /// Zagara is ahead
Conversation/zMission_Char01/Group00016=Player Cleans out Biggest Feral Base /// Player Cleans out Biggest Feral Base
Conversation/zMission_Char01/Group00017=Player 1/2 done with Secondary Objective /// Player 1/2 done with Secondary Objective
Conversation/zMission_Char01/Group00018=Player Completes Secondary Objective /// Player Completes Secondary Objective
Conversation/zMission_Char01/Group00019=Player defeats Zagara wave WHILE collecting Eggs /// Player defeats Zagara wave WHILE collecting Eggs
Conversation/zMission_Char01/Group00020=Collection updates /// Collection updates
Conversation/zMission_Char01/Group00021=Zagara /// Zagara
Conversation/zMission_Char01/Group00022=Kerrigan /// Kerrigan
Conversation/zMission_Char01/Group00023=Player Fights off Zagara wave WHILE collecting Eggs /// Player Fights off Zagara wave WHILE collecting Eggs
Conversation/zMission_Char01/Group00024=Secondary Objective Intro /// Secondary Objective Intro
Conversation/zMission_Char01/Group00025=OBSOLETE /// OBSOLETE
Conversation/zMission_Char01/Group00026=Instabanelings /// Instabanelings
Conversation/zMission_Char01/Group00027=Feral Hatcheries /// Feral Hatcheries
Conversation/zMission_Char01/Group00028=Need more forces. /// Need more forces.
Conversation/zMission_Char01/Line00001=Mátenla. /// Kill her.
Conversation/zMission_Char01/Line00002=Solo hice lo que me ordenó, mi Reina. /// I only did as you instructed, my queen.
Conversation/zMission_Char01/Line00003=Alto. /// Hold.
Conversation/zMission_Char01/Line00004=¿Te dije que te rebelaras contra mí? /// I told you to rebel against me?
Conversation/zMission_Char01/Line00005=Nos dijo a todas las Madres de colonia que fuéramos fuertes, que peleáramos, que conquistáramos. Nos dijo que los zerg dominan con fuerza de voluntad. /// You told all your broodmothers to be strong, to fight, to conquer. You said the zerg lead by force of will.
Conversation/zMission_Char01/Line00006=Su voluntad es la más fuerte, y yo la serviré. /// Your will is strongest and I shall serve you.
Conversation/zMission_Char01/Line00007=Quiero reconstruir el Enjambre, y [Serious]tú[/Serious] eres parte de ese plan. /// I want to rebuild the Swarm, and [Serious]you[/Serious] are a part of that plan.
Conversation/zMission_Char01/Line00008=Usted es mi Reina. /// You are my queen.
Conversation/zMission_Char01/Line00009=La Madre de colonia Zagara ya recolectó una cuarta parte de los huevos que necesita. /// Broodmother Zagara is one quarter of the way to collecting the eggs she needs.
Conversation/zMission_Char01/Line00010= Abathur, infunde el Estanque de incubación. ¡Prepara el ejército para el regreso de la Reina! ///  Abathur, infuse the birthing pond. Prepare the army for the queen's return!
Conversation/zMission_Char01/Line00012=Ha descubierto todos los nidos de Uetzis. /// You have hatched all of the baneling nests.
Conversation/zMission_Char01/Line00013=Y ahora a derribar a Zagara. /// Now to take down Zagara.
Conversation/zMission_Char01/Line00014=Peligro. Una oleada de Zergueznos se acerca a nuestro Colmenar. /// Warning. A wave of zerglings is approaching our hive cluster.
Conversation/zMission_Char01/Line00015=Puedo percibir los huevos sin eclosionar. Ahora solo debo tomarlos antes que Zagara. /// I can sense the unhatched eggs. Now I just have to get them before Zagara.
Conversation/zMission_Char01/Line00017=Tú no eres la Reina de las Cuchillas. Eres una débil y patética criatura terran. /// You are not the Queen of Blades. You are a weak and pathetic terran creature.
Conversation/zMission_Char01/Line00018=Zagara... /// Zagara...
Conversation/zMission_Char01/Line00019=Aléjate de Carbonis antes de que sea tarde. ¡Estos huevos y el Enjambre me pertenecen! /// Leave Char while you can. These eggs, and the Swarm, belong to me!
Conversation/zMission_Char01/Line00020=Suficiente. Mientras tú robabas huevos, yo estuve creando tropas. ¡Te mostraré cómo luchan los zerg! /// Enough. While you've been stealing eggs, I've been making troops. Let me show you how zerg fight!
Conversation/zMission_Char01/Line00021=Peligro. Un enjambre enorme de Zergueznos se acerca a nuestro Colmenar. /// Warning. A huge swarm of zerglings is approaching our hive cluster.
Conversation/zMission_Char01/Line00022=Deberíamos defenderlo con todas las fuerzas disponibles. /// We should defend with all available forces.
Conversation/zMission_Char01/Line00023=Yo nunca muero. ¡Yo soy el Enjambre! /// I never really die. I am the Swarm!
Conversation/zMission_Char01/Line00024=¡No! ¡No puede ser! /// No! This cannot be!
Conversation/zMission_Char01/Line00025=Pagarás por esto. /// You will pay for this.
Conversation/zMission_Char01/Line00026=¡Cuánto poder! ¿Cómo puedes controlar a tantos? /// Such power! How can you control so many?
Conversation/zMission_Char01/Line00027=¡Derrótame mil veces, y siempre volveré! /// Defeat me a thousand times, and I will always return!
Conversation/zMission_Char01/Line00028=No puedes detenerme. /// You cannot stop me.
Conversation/zMission_Char01/Line00029=¡No tienes poder suficiente para matarme! /// You are not powerful enough to kill me!
Conversation/zMission_Char01/Line00030=¡Todavía me queda tiempo para detenerte! /// There is still time for me to stop you!
Conversation/zMission_Char01/Line00031=Tengo suficientes huevos. Abathur, infunde el Estanque de incubación. Haz que esos huevos eclosionen. /// I have enough eggs. Abathur, infuse the birthing pond. Get those eggs to hatch for me.
Conversation/zMission_Char01/Line00032=Simple. Solución catalítica, crecimiento acelerado. Ejército listo en unos momentos. /// Simple. Catalytic solution, accelerated quickening. Army ready in a moment.
Conversation/zMission_Char01/Line00033=Y ahora, Zagara [Serious]lamentará haberse cruzado conmigo.[/Serious] /// And now, Zagara will [Serious]regret crossing me.[/Serious]
Conversation/zMission_Char01/Line00034=Estoy a mitad de camino, humana. Pronto engendraré un ejército que te aplastará. /// I'm halfway done, human. Soon I will spawn an army that will crush you.
Conversation/zMission_Char01/Line00035=La Madre de colonia Zagara ya recolectó tres cuartas partes de los huevos que necesita. /// Broodmother Zagara is three quarters of the way to collecting the eggs she needs.
Conversation/zMission_Char01/Line00036=Ya casi termino, Kerrigan. ¡Entonces seré el corazón del Enjambre! /// I am almost done, Kerrigan. Then I will be the heart of the Swarm.
Conversation/zMission_Char01/Line00037=Me falta poco. /// Halfway there.
Conversation/zMission_Char01/Line00038=Está a mitad de camino de acumular suficientes huevos para arrasar con el Colmenar de Zagara. /// You are halfway to amassing enough eggs to overwhelm Zagara's hive cluster.
Conversation/zMission_Char01/Line00039=Solo algunos más... /// Just a little more...
Conversation/zMission_Char01/Line00040=Casi tiene suficientes huevos para arrollar el Colmenar de Zagara. /// You almost have enough eggs to overwhelm Zagara's hive cluster.
Conversation/zMission_Char01/Line00041=¡No pienses que encontrar esos patéticos nidos de Uetzis te salvará! /// Don't think finding those pathetic baneling nests will save you!
Conversation/zMission_Char01/Line00042=Zagara recuperó más huevos que usted. /// Zagara has recovered more eggs than you.
Conversation/zMission_Char01/Line00043=Ahora solo queda recuperar todos los huevos aletargados. /// Now it only remains to recover all the dormant eggs.
Conversation/zMission_Char01/Line00044=Soy mejor que tú. ¡Más rápida y más poderosa! /// I am better than you. Faster and more powerful!
Conversation/zMission_Char01/Line00045=¿Cómo lograste destruir tantas criaturas salvajes? No deberías tener tanto poder... /// How did you take down so many feral creatures? You shouldn't be that powerful...
Conversation/zMission_Char01/Line00046=¡Me matas con esbirros! /// You kill me with minions!
Conversation/zMission_Char01/Line00047=¡Al menos atácame tú misma! /// At least fight me yourself!
Conversation/zMission_Char01/Line00048=¿Ni siquiera regresas para defender tu propio colmenar? Eres demasiado arrogante. /// You don't even return to defend your own hive cluster? How strong are you?
Conversation/zMission_Char01/Line00049=[Serious]Este nido[/Serious] tiene algo diferente. /// [Serious]Something[/Serious] is different about this nest.
Conversation/zMission_Char01/Line00051=Eso podría ser muy útil. /// That could be very useful.
Conversation/zMission_Char01/Line00052=Zagara regresó a su base por túneles bajo tierra para recuperar sus fuerzas. Volverá. /// Zagara has deep tunneled back to her base to recover her strength. She will return.
Conversation/zMission_Char01/Line00053=Deberíamos defender nuestro Colmenar. Los Rastreros punzantes son excelentes defensas para nuestras Colmenas. /// We should defend our hive cluster. Spine crawlers are excellent defenses for our hives.
Conversation/zMission_Char01/Line00054=¡Una derrota insignificante! /// A minor setback!
Conversation/zMission_Char01/Line00055=¡Esto no me detendrá! /// This will not stop me!
Conversation/zMission_Char01/Line00056=Regresé, y ahora tendrás que pagar. /// I have returned, and now you shall pay.
Conversation/zMission_Char01/Line00057=¿Creíste que te habías librado de mí? /// Did you think you were rid of me?
Conversation/zMission_Char01/Line00058=Te dejaré vivir, Zagara. /// I will let you live, Zagara.
Conversation/zMission_Char01/Line00059=Puedo percibir los huevos sin eclosionar. Ahora solo debo tomarlos antes que Zagara. /// I can sense the unhatched eggs. Now I just have to get them before Zagara.
Conversation/zMission_Char01/Line00060=Zagara... /// Zagara...
Conversation/zMission_Char01/Line00061=Me falta poco. /// Halfway there.
Conversation/zMission_Char01/Line00062=Solo algunos más... /// Just a little more...
Conversation/zMission_Char01/Line00063=Estos huevos son [Serious]diferentes [/Serious]de los otros. /// These eggs are [Serious]different [/Serious]than the others.
Conversation/zMission_Char01/Line00064=Excelente, me vendrán bien más fuerzas. /// Good. I can use the additional forces.
Conversation/zMission_Char01/Line00065=Y ahora a derribar a Zagara. /// Now to take down Zagara.
Conversation/zMission_Char01/Line00066=Tengo suficientes huevos. Abathur, infunde el Estanque de incubación. Haz que esos huevos eclosionen. /// I have enough eggs. Abathur, infuse the birthing pond. Get those eggs to hatch for me.
Conversation/zMission_Char01/Line00067=Y ahora [Serious]recuperaré mi Colonia.[/Serious] /// And now, [Serious]I will take back my brood.[/Serious]
Conversation/zMission_Char01/Line00068=Mátenla. /// Kill her.
Conversation/zMission_Char01/Line00069=Alto. /// Hold.
Conversation/zMission_Char01/Line00070=¿Te dije que te rebelaras contra mí? /// I told you to rebel against me?
Conversation/zMission_Char01/Line00071=Te dejaré vivir, Zagara. /// I will let you live, Zagara.
Conversation/zMission_Char01/Line00072=Quiero reconstruir el Enjambre, y [Serious]tú[/Serious] eres parte de ese plan. /// I want to rebuild the Swarm, and [Serious]you[/Serious] are a part of that plan.
