Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zCutscene_Zerg05/Line00017=Général ! Les Zergs sont trop nombreux ! On va pas s’en sortir ! /// General! There's too many zerg! We're not going to make it!
Conversation/zCutscene_Zerg05/Line00018=Kerrigan. /// Kerrigan.
Conversation/zCutscene_Zerg05/Line00019=Écoutez-moi bien. J’ai trois navettes pleines à craquer d’hommes trop gravement blessés pour être une menace. Des maris. Des pères. /// You listen to me. I have three shuttles packed with men too injured to ever be a threat to you. Husbands. Fathers. 
Conversation/zCutscene_Zerg05/Line00020=Vous allez les laisser partir, vous m’entendez ? /// You let those shuttles go. You hear me?
Conversation/zCutscene_Zerg05/Line00021=Général, on est encerclés ! Y a pas d’issue ! /// General, we're surrounded! There's no way out!
Conversation/zCutscene_Zerg05/Line00022=Garce. T’es même plus humaine. Tu nous as trahis. Tout ça pour quoi ? Une simple vengeance ? /// You bitch. You're not even human anymore. You betrayed us all. For what? Petty revenge? 
Conversation/zCutscene_Zerg05/Line00023=Combien d’innocents sont déjà morts ? Combien vont encore mourir ? /// How many innocents have you killed? How many more have to die?
Conversation/zCutscene_Zerg05/Line00024=Que dirait Raynor s’il te voyait ? /// What if Raynor could see you right now?
Conversation/zCutscene_Zerg05/Line00025=Général ! Les Zergs battent en retraite ! C’est un miracle ! On va s’en sortir ! Général ! Général ? /// General! The zerg pulled back! It's a miracle! We're going to make it! ...General! ...General?
Conversation/zCutscene_Zerg05/Line00026=Garce. Tu nous as tous trahis. Tout ça pour quoi ? Une simple vengeance ? /// You bitch. You betrayed us all. For what? Petty revenge?
Conversation/zCutscene_Zerg05/Line00027=(toux) /// (coughing)
Conversation/zCutscene_Zerg05/Line00028=(toux) /// (cough)
Conversation/zCutscene_Zerg05/Line00029=(gémissement) /// (groan)
Conversation/zCutscene_Zerg05/Line00030=(hurlement) /// (screams)
Conversation/zCutscene_Zerg05/Line00031=(respiration rapide) /// (quick breathing)
Conversation/zCutscene_Zerg05/Line00032=(gémissement) /// (groan)
Conversation/zCutscene_Zerg05/Line00033=(hurlement) /// (screams)
Conversation/zCutscene_Zerg05/Line00034=Général ! La piste est infestée ! /// General! The airfield's overrun!
Conversation/zCutscene_Zerg05/Line00035=Général, on est encerclés ! On va pas s’en sortir ! /// General! We're surrounded! We're not going to make it!
Conversation/zCutscene_Zerg05/Line00036=Escouade cinq, ne rentrez pas ! /// Squad 5, you cannot return.
Conversation/zCutscene_Zerg05/Line00037=Escouade trois exterminée ! /// Squad 3 was wiped out!
Conversation/zCutscene_Zerg05/Line00038=N’essayez pas de revenir. Aire d’atterrissage détruite. /// Do not attempt to return. Landing bay was destroyed.
Conversation/zCutscene_Zerg05/Line00039=Je répète ! N’essayez pas de revenir ! /// Repeat! Do not attempt to return!
Conversation/zCutscene_Zerg05/Line00040=Les canons principaux ont touché le vaisseau de tête ennemi ! /// Main gun scored a direct hit on leading hostile.
Conversation/zCutscene_Zerg05/Line00041=Les canons principaux ont touché le vaisseau de tête ennemi ! /// Main gun scored a direct hit on leading hostile.
Conversation/zCutscene_Zerg05/Line00042=Les canons principaux ont touché le vaisseau de tête ennemi ! /// Main gun scored a direct hit on leading hostile.
Conversation/zCutscene_Zerg05/Line00043=Vaisseau endommagé détruit ! /// Damaged hostile breaking apart.
Conversation/zCutscene_Zerg05/Line00044=Victimes dans le compartiment sept ! /// Multiple casualties on frame seven.
Conversation/zCutscene_Zerg05/Line00045=Aire d’atterrissage compromise, escouades restantes clouées au sol ! /// Landing bay compromised. Remaining squads grounded.
Conversation/zCutscene_Zerg05/Line00046=Aire d’atterrissage compromise, escouades restantes clouées au sol ! /// Landing bay compromised. Remaining squads grounded.
Conversation/zCutscene_Zerg05/Line00047=Aire d’atterrissage compromise, escouades restantes clouées au sol ! /// Landing bay compromised. Remaining squads grounded.
Conversation/zCutscene_Zerg05/Line00048=Ennemi en approche, cent mille km. /// Enemy closing, 100,000 clicks.
Conversation/zCutscene_Zerg05/Line00049=Ennemi à soixante-quinze mille km. /// Enemy at 75,000 clicks.
Conversation/zCutscene_Zerg05/Line00050=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg07/Group00001=Zerg07 /// Zerg07
Conversation/zCutscene_Zerg07/Group00002=Scène de transition /// Cutscene
Conversation/zCutscene_Zerg07/Group00003=Râles /// Exertions
Conversation/zCutscene_Zerg07/Group00004=OBSOLETE /// OBSOLETE
Conversation/zCutscene_Zerg07/Line00001=Zeratul. /// Zeratul.
Conversation/zCutscene_Zerg07/Line00002=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg07/Line00003=Tu n’aurais jamais dû venir ici. /// You should never have come here.
Conversation/zCutscene_Zerg07/Line00004=Défends-toi ! /// Fight back!
Conversation/zCutscene_Zerg07/Line00005=Qu’est-ce que tu veux ? /// What do you want?
Conversation/zCutscene_Zerg07/Line00006=Observe. /// Believe.
Conversation/zCutscene_Zerg07/Line00007=Kerrigan. Je me suis rendu au commencement. /// Kerrigan... I have been to the beginning.
Conversation/zCutscene_Zerg07/Line00008=Voici Zérus ! La planète d’origine des Zergs. /// Behold... Zerus! Birthplace of the zerg.
Conversation/zCutscene_Zerg07/Line00009=Ceux qui sont restés sur place sont les Zergs primordiaux. /// Those left behind are the primal zerg.
Conversation/zCutscene_Zerg07/Line00010=Ils se battent. Ils tuent. Ils évoluent. /// They fight. They kill. They evolve.
Conversation/zCutscene_Zerg07/Line00011=Comme tu devras le faire si... tu survis. /// Just as you must... if you survive.
Conversation/zCutscene_Zerg07/Line00012=(grognements) /// (grunts)
Conversation/zCutscene_Zerg07/Line00013=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg07/Line00014=(grognement) /// (grunt)
Conversation/zCutscene_Zerg07/Line00015=(toux) /// (cough)
Conversation/zCutscene_Zerg07/Line00016=(hurlement) /// (scream)
Conversation/zCutscene_Zerg07/Line00017=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg07/Line00018=(grognements) /// (grunts)
Conversation/zCutscene_Zerg07/Line00019=(grognement) /// (grunt)
Conversation/zCutscene_Zerg07/Line00020=(forte respiration) /// (heavy breathing)
Conversation/zCutscene_Zerg07/Line00021=(cri) /// (shout)
Conversation/zCutscene_Zerg07/Line00022=(forte respiration) /// (heavy breathing)
Conversation/zCutscene_Zerg07/Line00023=(grognements) /// (grunts)
Conversation/zCutscene_Zerg07/Line00024=(forte respiration) /// (heavy breathing)
Conversation/zCutscene_Zerg07/Line00025=(cri) /// (shout)
Conversation/zCutscene_Zerg07/Line00026=Tu viens pour me tuer ? /// You want your chance to kill me now?
Conversation/zCutscene_Zerg07/Line00027=Tu as mal choisi ton jour ! /// You picked the wrong day!
Conversation/zCutscene_Zerg07/Line00028=Les Zergs ont évolué, c’est ici que le Maître noir les a transformés. /// Here the zerg evolved, and here the dark one altered them.
Conversation/zCutscene_Zerg07/Line00029=Ils se battent. /// They fight.
Conversation/zCutscene_Zerg07/Line00030=Ils tuent. /// They kill.
Conversation/zCutscene_Zerg07/Line00031=Ils évoluent. /// They evolve.
Conversation/zCutscene_Zerg08/Group00001=Zerg08 /// Zerg08
Conversation/zCutscene_Zerg08/Group00002=Scène de transition /// Cutscene
Conversation/zCutscene_Zerg08/Group00003=Râles /// Exertions
Conversation/zCutscene_Zerg08/Group00004=OBSOLETE /// OBSOLETE
Conversation/zCutscene_Zerg08/Line00001=Tu le sens, Mengsk ? Je viens pour toi. /// Can you feel it, Mengsk? I am coming for you.
Conversation/zCutscene_Zerg08/Line00002=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg09/Comment00001=Alt /// Alt
Conversation/zCutscene_Zerg09/Group00001=Zerg09 /// Zerg09
Conversation/zCutscene_Zerg09/Group00002=Scène de transition /// Cutscene
Conversation/zCutscene_Zerg09/Group00003=Râles /// Exertions
Conversation/zCutscene_Zerg09/Group00004=OBSOLETE /// OBSOLETE
Conversation/zCutscene_Zerg09/Line00001=Viens m’affronter, Narud ! C’est terminé. /// Face me, Narud! It's over.
Conversation/zCutscene_Zerg09/Line00002=Ton dieu est mort et il ne reviendra jamais ! /// Your god is dead and he's never coming back!
Conversation/zCutscene_Zerg09/Line00003=Non. Tu n’es pas lui. /// No. You're not him.
Conversation/zCutscene_Zerg09/Line00004=C’est vraiment ce que tu crois ? /// Is that what you think?
Conversation/zCutscene_Zerg09/Line00005=Tu n’es pas Jim ! Tu n’es rien ! /// You are not Jim! You are nothing!
Conversation/zCutscene_Zerg09/Line00006=Je suis tout ce que tu as perdu. /// I'm everything you lost.
Conversation/zCutscene_Zerg09/Line00007=(hoquet) /// (gasps)
Conversation/zCutscene_Zerg09/Line00008=Sh… Sh… doucement. /// Sh... sh... go quietly.
Conversation/zCutscene_Zerg09/Line00009=Ce n’est que le début. Amon l’a murmuré entre les étoiles. /// It is only beginning. Amon whispered of this from the stars.
Conversation/zCutscene_Zerg09/Line00010=Tu le verras bientôt. /// You will see him soon.
Conversation/zCutscene_Zerg09/Line00011=Il viendra te chercher. /// He will come for you.
Conversation/zCutscene_Zerg09/Line00012=Il a annoncé son retour. Il a parlé de ruine, d’extinction, de la fin de toutes choses. /// He told you of his return... He told you of ruin, extinction. The end of all things.
Conversation/zCutscene_Zerg09/Line00013=(grognement de douleur) /// (grunt of pain)
Conversation/zCutscene_Zerg09/Line00014=Il a parlé de ruine… d’extinction… de la fin de toutes choses. /// He told you of ruin. Extinction. The end of all things.
Conversation/zCutscene_Zerg09/Line00015=Tu as déjà perdu. Amon est vivant. /// You've already lost. Amon lives.
Conversation/zCutscene_Zerg09/Line00016=Sarah... /// Sarah...
Conversation/zCutscene_Zerg09/Line00017=(cri d’attaque) /// (Attack scream)
Conversation/zCutscene_Zerg09/Line00018=(grognement de douleur) /// (grunt of pain)
Conversation/zCutscene_Zerg09/Line00019=(grognement de douleur) /// (grunt of pain)
Conversation/zCutscene_Zerg09/Line00020=(hoquet de douleur) /// (gasp of pain)
Conversation/zCutscene_Zerg09/Line00021=(hoquet de douleur) /// (gasp of pain)
Conversation/zCutscene_Zerg09/Line00022=(râle de mort) /// (death rattle)
Conversation/zCutscene_Zerg09/Line00023=Non... /// No...
Conversation/zCutscene_Zerg09/Line00024=… perdu. Amon est vivant. /// ...lost. Amon lives.
Conversation/zCutscene_Zerg09/Line00025=Tu le verras bientôt. /// You will see him soon.
Conversation/zCutscene_Zerg09/Line00026=(hurlement) /// (scream)
Conversation/zCutscene_Zerg09/Line00027=(souffle douloureusement) /// (painful exertions)
Conversation/zCutscene_Zerg09/Line00028=(souffle douloureusement) /// (painful exertions)
Conversation/zCutscene_Zerg09/Line00029=Je suis tout ce que tu n’as jamais eu. /// I am everything you never had...
Conversation/zCutscene_Zerg10/Comment00001=Lignes alt /// Alternate Lines
Conversation/zCutscene_Zerg10/Group00001=Zerg10 /// Zerg10
Conversation/zCutscene_Zerg10/Group00002=Scène de transition /// Cutscene
Conversation/zCutscene_Zerg10/Group00003=Râles /// Exertions
Conversation/zCutscene_Zerg10/Group00004=OBSOLETE /// OBSOLETE
Conversation/zCutscene_Zerg10/Line00001=Allez, Matt. Tu peux le faire… Mais oublie pas de regarder dans tous les coins. Faut qu’on tienne nos quotas… /// C'mon Matt. You can do it -- just remember to watch those corners. Work the numbers...
Conversation/zCutscene_Zerg10/Line00002=Sarah ? /// Sarah...?
Conversation/zCutscene_Zerg10/Line00003=Non... /// No...
Conversation/zCutscene_Zerg10/Line00004=Il fallait que je te sorte de là. /// I had to get you out.
Conversation/zCutscene_Zerg10/Line00005=Qu’est-ce que t’as fait ? /// What have you done?
Conversation/zCutscene_Zerg10/Line00006=J’ai trouvé la paix, Jim. /// I found peace, Jim.
Conversation/zCutscene_Zerg10/Line00007=Va dire ça à Fenix ! Ou aux millions de gens que t’as massacrés ! /// Tell that to Fenix! Tell it to the millions you butchered!
Conversation/zCutscene_Zerg10/Line00008=Tu as juré de tuer la reine des Lames. /// You swore you'd kill the Queen of Blades.
Conversation/zCutscene_Zerg10/Line00009=Tu étais le seul à avoir cru en moi. /// You were the only one who ever believed in me.
Conversation/zCutscene_Zerg10/Line00010=Est-ce que tu crois encore en moi ? /// Do you still believe in me?
Conversation/zCutscene_Zerg10/Line00011=Je t’aime, Jim. Ne l’oublie jamais. /// I love you, Jim. Never forget it.
Conversation/zCutscene_Zerg10/Line00012=C’est fini. /// We're done.
Conversation/zCutscene_Zerg10/Line00013=Allez, Matt. Regarde bien partout. /// C'mon Matt. Watch those corners.
Conversation/zCutscene_Zerg10/Line00014=N’oublie pas ton angle mort. /// Remember your blind spot.
Conversation/zCutscene_Zerg10/Line00015=Cherche le deuxième fantôme. /// Look for the second ghost.
Conversation/zCutscene_Zerg10/Line00016=Il y a toujours une équipe de secours. /// There's always a backup team.
Conversation/zCutscene_Zerg10/Line00017=Garde bien tes distances. /// Intervals. Keep the intervals.
Conversation/zCutscene_Zerg10/Line00018=On sécurise le périmètre et on avance. /// Clear corners, move, clear corners.
Conversation/zCutscene_Zerg10/Line00019=Sécuriser le périmètre, avancer, et surveiller les angles morts… /// Clear corners, move, watch your blind spot...
Conversation/zCutscene_Zerg10/Line00020=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg10/Line00021=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg10/Line00022=(hurlement) /// (screaming)
Conversation/zCutscene_Zerg10/Line00023=(toux) /// (coughing)
Conversation/zCutscene_Zerg10/Line00024=Qu’est-ce que t’as fait ? /// What have you done?
Conversation/zCutscene_Zerg10/Line00025=Je n’avais pas le choix. /// What I had to.
Conversation/zCutscene_Zerg10/Line00026=(toux) /// (cough)
Conversation/zDebrief_Arc2/Group00001=Debrief which takes place after Char02 OR Expedition03 /// Debrief which takes place after Char02 OR Expedition03
Conversation/zDebrief_Arc2/Group00002=OBSOLETE /// OBSOLETE
Conversation/zDebrief_Arc2/Line00001=Plus moyen de faire machine arrière maintenant. /// There's no turning back now.
Conversation/zDebrief_Arc2/Line00002=Je ne comprends pas. /// I do not understand.
Conversation/zDebrief_Arc2/Line00003=Les Protoss ne pardonneront jamais ce que j’ai fait ici. /// The protoss will never forgive what I've done here.
Conversation/zDebrief_Arc2/Line00004=Les Terrans ne pardonneront jamais ce que je fais ici. /// The terrans will never forgive what I'm doing here. 
Conversation/zDebrief_Arc2/Line00005=Si redevenir humaine avait apaisé leurs craintes… Je viens de leur donner de nouvelles raisons d’avoir peur. /// If my becoming human again eased their fears... [Serious]well, I've given them new reasons to be afraid.[/Serious]
Conversation/zDebrief_Arc2/Line00006=Vous êtes Zerg. Les Protoss et les Terrans veulent tuer tous les Zergs. /// You are zerg. The protoss and the terrans wish to kill all zerg.
Conversation/zDebrief_Arc2/Line00007=Mais je ne vais pas attendre qu’ils viennent me trouver. [sérieuse] Je frapperai la première. /// But I'm not going to wait for them to come after me. [Serious]I'll strike first.[/Serious]
Conversation/zDebrief_Arc4DoW/Comment00001=Kerrigan walks up and Izsha unfolds to greet her /// Kerrigan walks up and Izsha unfolds to greet her
Conversation/zDebrief_Arc4DoW/Comment00003=Abondance /// Bountiful
Conversation/zDebrief_Arc4DoW/Comment00004=Bhekar Ro /// Bhekar Ro
Conversation/zDebrief_Arc4DoW/Comment00005=Havre /// Haven
Conversation/zDebrief_Arc4DoW/Group00001=Destructeur de mondes - Arc 1 /// Destroyer of Worlds - Arc 1
Conversation/zDebrief_Arc4DoW/Group00002=Debrief When DoW 1 hits /// Debrief When DoW 1 hits
Conversation/zDebrief_Arc4DoW/Group00003=Choisissez une planète /// Choose A Planet
Conversation/zDebrief_Arc4DoW/Group00004=OBSOLETE /// OBSOLETE
Conversation/zDebrief_Arc4DoW/Group00005=Planètes /// Planets
Conversation/zDebrief_Arc4DoW/Line00002=Elle demande quelle planète faire dévorer par sa couvée ? /// She asks which planet her brood should consume?
Conversation/zDebrief_Arc4DoW/Line00006=La couvée de Kilysa pourrait s’en servir pour propager l’Essaim. /// Ki'lysa's brood could use it to propagate the Swarm.
Conversation/zDebrief_Arc4DoW/Line00007=Il est loin des renforts du Dominion et nous aidera à établir une présence zerg discrète dans cette zone. /// It is far from Dominion reinforcement and will help establish a covert zerg presence in the area.
Conversation/zDebrief_Arc4DoW/Line00008=Ces colons présentent des symptômes du virus zerg. /// The colonists show signs of the zerg virus.
Conversation/zDebrief_Arc4DoW/Line00011=Ma reine, j’ai été contactée par Kilysa, une mère des couvées. /// My queen, I have been contacted by Kilysa, a broodmother. 
Conversation/zDebrief_Arc4DoW/Line00012=Sa couvée est peu nombreuse mais dispose de puissants léviathans. /// Her brood is small in number, but it has strong leviathans.
Conversation/zDebrief_Arc4DoW/Line00014=La colonie d’Abondance, proche de Kilysa dans la périphérie, est actuellement indépendante du Dominion. /// The colony of Bountiful lies on the fringe nearby Ki'lysa and is currently independentof the Dominion.
Conversation/zDebrief_Arc4DoW/Line00015=Un petit groupe de colons du Dominion a trouvé refuge sur le monde périphérique de Havre. /// A small group of Dominion colonists have taken refuge on the fringe world of Haven.
Conversation/zDebrief_Arc4DoW/Line00016=Bhekar Ro est un monde périphérique qui n’est pas sous contrôle du Dominion pour le moment. Il a fait l’objet d’une migration massive. /// Bhekar Ro a fringe world currently away from Dominion control. It has been the host of a mass migration.
Conversation/zDebrief_Arc4DoW/Line00018=Encore une qui est partie avec sa couvée quand la reine des Lames a disparu ? /// Another one who took her brood away when the Queen of Blades disappeared?
Conversation/zDebrief_Arc4DoW/Line00019=Elle a eu vent de vos exploits et souhaite ramener sa couvée dans l’Essaim. /// She has heard of your accomplishments and wishes to return her brood to the Swarm.
Conversation/zDebrief_Arc4DoW/Line00020=Kilysa, écoute-moi. La planète Mistaff IV est une plaque tournante de la production militaire du Dominion. Envoie ta couvée sur place et détruis tout. /// Kilysa, hear me. The planet Mistaff IV is a hub of Dominion military production. Take your brood there and destroy it.
Conversation/zDebrief_Arc4DoW/Line00021=Fais-le, et tu auras gagné ta place dans l’Essaim. /// Do that, and you will earn your place within the Swarm.
Conversation/zDebrief_Arc4DoW/Line00022=Ce sera fait comme vous l’ordonnez, ma reine. /// It shall be as you say, my queen.
Conversation/zDebrief_Arc5DoW/Comment00001=Kerrigan walks up and Izsha unfolds to greet her /// Kerrigan walks up and Izsha unfolds to greet her
Conversation/zDebrief_Arc5DoW/Group00001=Destructeur de mondes - Arc 2 /// Destroyer of Worlds - Arc 2
Conversation/zDebrief_Arc5DoW/Group00002=Scripted Scene /// Scripted Scene
Conversation/zDebrief_Arc5DoW/Line00016=J’ai été contactée par une autre mère des couvées. Ryloth a tenu son importante couvée hors du conflit. /// I have been contacted by another broodmother. Ryloth has been keeping her large brood out of the conflict.
Conversation/zDebrief_Arc5DoW/Line00017=Vous l’avez impressionnée et elle souhaite rejoindre l’Essaim avec sa couvée. /// She is impressed with you and wishes to bring her brood back into the Swarm.
Conversation/zDebrief_Arc5DoW/Line00018=Mère des couvées Ryloth, écoute-moi. Envoie ta couvée sur Jontur II. C’est là-bas que le Dominion fabrique ses derniers modèles de vaisseaux. /// Broodmother Ryloth, hear me. Take your brood to Jontur II. This is where the Dominion manufactures their newest ships.
Conversation/zDebrief_Arc5DoW/Line00019=Détruisez ce monde pour l’Essaim. /// Destroy that world for the Swarm.
Conversation/zDebrief_Arc5DoW/Line00020=Ce sera fait, ma reine. /// It shall be done, my queen.
Conversation/zDebrief_Arc5DoW/Line00021=Oui, ma reine. Ce monde appartient à l’Essaim. /// Yes, my queen. This world belongs to the Swarm.
Conversation/zDebrief_Arc6DoW/Comment00001=Kerrigan walks up and Izsha unfolds to greet her /// Kerrigan walks up and Izsha unfolds to greet her
Conversation/zDebrief_Arc6DoW/Comment00002=Braxis /// Braxis
Conversation/zDebrief_Arc6DoW/Comment00003=Dylar IV /// Dylar IV
Conversation/zDebrief_Arc6DoW/Group00001=Destructeur de mondes - Arc 3 /// Destroyer of Worlds - Arc 3
Conversation/zDebrief_Arc6DoW/Group00002=Scripted Scene /// Scripted Scene
Conversation/zDebrief_Arc6DoW/Group00003=Choisissez une planète /// Choose A Planet
Conversation/zDebrief_Arc6DoW/Group00004=OBSOLETE /// OBSOLETE
Conversation/zDebrief_Arc6DoW/Group00005=Planètes /// Planets
Conversation/zDebrief_Arc6DoW/Line00001=La nouvelle de vos victoires s’est répandue entre les étoiles. Une autre mère des couvées nous a contactés, ma reine. /// Word of your victories has spread far. Another broodmother has contacted us, my queen.
Conversation/zDebrief_Arc6DoW/Line00002=De nombreuses reliques protoss étaient autrefois conservées sur Braxis. Depuis, les conflits y sont permanents. /// Long ago Braxis housed many protoss relics. Ever since it has been in constant turmoil.
Conversation/zDebrief_Arc6DoW/Line00003=Choisissez le monde qu’elle devra détruire. /// Choose the world for her to destroy.
Conversation/zDebrief_Arc6DoW/Line00004=Ryloth, une tacticienne hors pair, souhaite servir l’Essaim en attaquant une autre planète du Dominion. /// Ryloth, a master tactician seeks to serve the Swarm by assaulting another Dominion world.
Conversation/zDebrief_Arc6DoW/Line00005=Ryloth est efficace et commande avec une main de fer. Elle serait utile contre l’une des installations militaires de Mengsk. /// Ryloth commands with a brutal efficiency and would be effective against one of Mengsk's military facilities.
Conversation/zDebrief_Arc6DoW/Line00007=Les chantiers navals de Dylar IV ont tenu un rôle crucial pour la Confédération, l’invasion du Directoire et le Dominion. /// The shipyards at Dylar IV have been pivotal for the Confederacy, the UED invasion force and the Dominion.
Conversation/zDebrief_Arc6DoW/Line00008=Les éliminer une bonne fois pour toutes handicaperait sérieusement les flottes de Mengsk. /// Eliminating them once and for all would severely hamper Mengsk's battlefleets.
Conversation/zDebrief_Arc6DoW/Line00010=Bien. Nous allons la faire attaquer l’une des installations vitales de Mengsk. /// Good we'll have her attack one of Mengsk's vital facilities.
Conversation/zDebrief_Arc6DoW/Line00012=Il y a des années, les Protoss ont éradiqué toute forme de vie sur la planète. Puis le Dominion y est revenu. Braxis est désormais le camp d’entraînement de l’armée du Dominion. /// Years after the protoss eradicated all life on the planet, the Dominion has returned. Braxis now trains the Dominion's army.
Conversation/zDebrief_Arc6DoW/Line00013=Ma reine, plusieurs couvées souhaitent rejoindre l’Essaim. Votre transcendance a été perçue même dans le secteur de Koprulu. /// My queen, several brood wish to rejoin the Swarm. Even in the koprulu sector, they sensed your transcendence.
Conversation/zDebrief_Arc6DoW/Line00014=La plus forte d’entre elles, Ryloth, a proposé de détruire une planète du Dominion pour vous montrer sa loyauté. /// The strongest of them, Ryloth, has offered to destroy a Dominion world in service to you.
Conversation/zDebrief_Arc6DoW/Line00015=La mère des couvées Naktul nous a contactés. Elle parle au nom des dernières mères des couvées que vous ne contrôlez pas. /// Broodmother Naktul has contacted us. She speaks for the remaining broodmothers not under your control.
Conversation/zDebrief_Arc6DoW/Line00017=Toutes ressentent votre puissance et elles souhaitent se joindre à nouveau à l’Essaim. /// They feel your power, and they wish to return to the Swarm.
Conversation/zDebrief_Arc6DoW/Line00018=Mères des couvées, écoutez-moi. Je vous envoie les positions de nos ennemis dans tout le secteur. /// Broodmothers, hear me. I am sending you the location of our enemies across the sector.
Conversation/zDebrief_Arc6DoW/Line00019=Détruisez-les. Détruisez ces bastions en mon nom. Ensuite, vous ne ferez qu’un avec l’Essaim. /// Destroy them. Burn their strongholds in my name. Then, you shall be one with the Swarm.
Conversation/zDebrief_Arc6DoW/Line00020=Nous le ferons, ma reine. /// We shall do this, my queen.
Conversation/zDebrief_Arc6DoW/Line00021=Avec leur retour, l’Essaim sera complet. Vous êtes très proche de la victoire. /// With their return, the Swarm will be whole. You are very near to your victory.
Conversation/zDebrief_Char01/Comment00006=Kerrigan looks over -- her POV: Zagara stands to one side. /// Kerrigan looks over -- her POV: Zagara stands to one side.
Conversation/zDebrief_Char01/Comment00007=Kerrigan moves toward Zagara. /// Kerrigan moves toward Zagara.
Conversation/zDebrief_Char01/Group00002=Debrief Char01 /// Debrief Char01
Conversation/zDebrief_Char01/Line00002=Dis-moi Zagara, comment t’y prendrais-tu pour mettre les Terrans dehors ? /// Tell me Zagara, how would you drive the terrans from this world?
Conversation/zDebrief_Char01/Line00007=Ce n’est pas mon problème. Warfield n’a aucune idée de ce dans quoi il met les pieds. /// That doesn't concern me. [Angry 65]Warfield has no idea what he's up against.[/Angry]
Conversation/zDebrief_Char01/Line00008=Et l’artéfact Xel’Naga ? Peut-il être encore entre les mains des Terrans ? /// But what of the xel'naga artifact? Could the terrans still possess it?
Conversation/zDebrief_Char01/Line00009=C’est possible, mais je sais qu’il n’est pas sur Char. Il n’est pas une menace pour nous. /// They might, but I know it's not here on Char. It's no threat to us.
Conversation/zDebrief_Char01/Line00010=Attention, depuis que les Terrans ont détruit notre plateforme contaminée, ils contrôlent les cieux. Nous serons vulnérables. /// Be warned, ever since the terrans destroyed our infested platform, they control the skies. We will be vulnerable.
Conversation/zDebrief_Char01/Line00011=Attention, les Terrans ont inondé nos tunnels de lave. À la surface, nous serons vulnérables, jusqu’à ce que nous ayons atteint le plateau. /// Be warned, the terrans flooded our tunnels with lava. We will be exposed on the surface until we reach the plateau.
Conversation/zDebrief_Char01/Line00014=Zagara est à votre service. /// Zagara is here to serve your will.
Conversation/zDebrief_Char01/Line00016=Dis-moi Zagara, comment t’y prendrais-tu pour mettre les Terrans dehors ? /// Tell me Zagara, how would you drive the terrans from this world?
Conversation/zDebrief_Char01/Line00020=C’est possible, mais je sais qu’il n’est pas sur Char. Il n’est pas une menace pour nous. /// They might, but I know it's not here on Char. It's no threat to us.
Conversation/zDebrief_Char01/Line00021=Je détruirais la forteresse du plateau Immuable. Mais la seule façon de l’atteindre est de traverser la tranchée osseuse. /// I would obliterate their fortress on the Dauntless Plateau. But the only way to reach it is through the Bone Trench.
Conversation/zDebrief_Char01/Line00022=Ce n’est pas mon problème. Warfield n’a aucune idée de ce dans quoi il met les pieds. /// That doesn't concern me. [Angry 65]Warfield has no idea what he's up against.[/Angry]
Conversation/zDebrief_Expedition01/Comment00002=Kerrigan returns to the Leviathan and discovers a protoss prisoner. /// Kerrigan returns to the Leviathan and discovers a protoss prisoner.
Conversation/zDebrief_Expedition01/Comment00009=Kerrigan considers for a moment. /// Kerrigan considers for a moment.
Conversation/zDebrief_Expedition01/Group00001=Exepdition01 Debrief /// Exepdition01 Debrief
Conversation/zDebrief_Expedition01/Line00001=Abathur l’a réclamée. Il veut la disséquer. /// Abathur requested it. [Serious]He wants to dissect her.[/Serious]
Conversation/zDebrief_Expedition01/Line00002=Quel intérêt ? Il n’arrivera pas à utiliser du matériel génétique protoss. /// What's the point? He won't be able to use protoss genetic material.
Conversation/zDebrief_Expedition01/Line00003=Il aime bien essayer. /// He likes to try.
Conversation/zDebrief_Expedition01/Line00005=Nous avons fait une captive dans les étendues désertiques que nous avons neutralisée, ma reine. Elle affirme être une chercheuse. /// We captured a prisoner in the wastes [Serious]and subdued her[/Serious], my queen. She says she is a researcher.
Conversation/zDebrief_Expedition01/Line00006=Je ne vous ai pas donné l’ordre de faire des prisonniers. /// I didn't order you to take prisoners.
Conversation/zDebrief_Expedition01/Line00007=En fait, garde-la en vie pour le moment. Je lui trouverai peut-être une utilité plus tard. /// [Surprise 60]Actually,[/Surprise] keep her alive for now. [Serious]I might find a use for her.[/Serious]
