Character/Description/Hill,This is the same character that appears in the Wings of Liberty campaign. (Already cast). A gruff mercenary captain who has had a hard life on the battlefield, he fights for profit and not for a cause.=0
Character/Name/ArtanisUI,Artanis=1
Conversation/Cutscene_SSF/Line00029,Kerrigan przejęła kontrolę nad zergami... /// Kerrigan sought control of all the zerg...=617
Conversation/Cutscene_SSF/Line00030,Gdy zapanowała niepodzielnie nad rojem... /// Once her rule was uncontested...=618
Conversation/Cutscene_SSF/Line00031,Zergi były niepokonane... lecz wyglądało na to że... /// The zerg stood unchallenged, but to the relief of all...=619
Conversation/Cutscene_SSF/Line00032,Zeratul podejrzewał, że zergi znalazły się pod kontrolą mrocznych sił. /// Zeratul suspected the zerg had fallen under the control of dark forces.=620
Conversation/Cutscene_SSF/Line00033,Odkrył proroctwa mówiące o tym, że pradawny byt, Amon... /// He uncovered prophecies stating that an ancient entity, Amon...=621
Conversation/Cutscene_SSF/Line00034,...i że zło mogło już opanować Kerrigan... /// And that this evil might already have control...=622
Conversation/Cutscene_SSF/Line00035,W tym samym czasie egzekutor Artanis, obwołany bohaterem... /// It was during this time that Executor Artanis, hailed as a hero...=623
Conversation/Cutscene_SSF/Line00036,Jako hierarcha, Artanis zjednoczył obie frakcje... /// As Hierarch, Artanis united both factions...=624
Conversation/Cutscene_SSF/Line00037,Lecz dla Jima Raynora zjednoczenie było tylko mrzonką. /// But such unity is only a dream for Jim Raynor.=625
Conversation/Cutscene_SSF/Line00038,Mengsk nadal rządził, a niewielki ruch oporu Raynora osiągnął niewiele przeciwko machinie propagandowej Dominium. /// Mengsk still rules, and Raynor's small rebellion has counted for nothing against the Dominion's propaganda machine. =626
Conversation/Cutscene_SSF/Line00039,Przyszła pora, aby obrać inną strategię. /// Perhaps... it is time for a new strategy.=627
Conversation/Cutscene_SSF/Line00040,Raynor poprzysiągł, że zabije Kerrigan. /// Raynor had vowed to see Kerrigan dead.=628
Conversation/Cutscene_SSF/Line00041,Nawet jego bunt przeciwko tyranii Mengska... /// Even his rebellion against Mengsk's tyranny...=629
Conversation/Cutscene_SSF/Line00042,Lecz dzięki pomocy starych przyjaciół... i tajemniczym nowym sojusznikom... /// But with the arrival of old friends, and mysterious new allies...=630
Conversation/Cutscene_SSF/Line00043,...i zaliczył zwycięstwa na wielu frontach. /// ...scoring major victories on multiple fronts.=631
Conversation/Cutscene_SSF/Line00044,Zeratul ostrzegł go jednak o nadciągającej ciemności... /// But Zeratul warned him about the encroaching darkness...=632
Conversation/Cutscene_SSF/Line00045,...jest Królowa Ostrzy. Była im potrzebna żywa. /// ...was the Queen of Blades. She was needed alive.=633
Conversation/Cutscene_SSF/Line00046,W ataku na ojczyznę zergów Char... /// In a daring raid on the zerg homeworld of Char...=634
Conversation/Cutscene_SSF/Line00047,...wykorzystały starożytny artefakt xel'naga i zneutralizowały moc Kerrigan... /// ...used an ancient xel'naga artifact to neutralize Kerrigan's power...=635
Conversation/Cutscene_SSF/Line00048,Królowa Ostrzy stała się bezbronna. /// The Queen of Blades was helpless.=636
Conversation/Cutscene_SSF/Line00049,Jim? /// Jim?=637
Conversation/Cutscene_SSF/Line00050,Spokojnie, mam cię. /// It's okay. I gotcha.=638
Conversation/Cutscene_SSF/Line00051,Bez przywództwa, rój poszedł w rozsypkę... /// Without a leader, the Swarm fractured.=639
Conversation/Cutscene_SSF/Line00052,Valerian Mengsk udzielił schronienia Raynorowi i Kerrigan... /// Raynor and Kerrigan found sanctuary with Valerian Mengsk...=640
Conversation/Cutscene_SSF/Line00053,Valerian Mengsk udzielił im schronienia... /// Valerian Mengsk offered them sanctuary... =641
Conversation/Cutscene_SSF/Line00054,Podczas ataku Kerrigan i Raynor zostali rozdzieleni. /// During the raid, Kerrigan and Raynor were separated. =642
Conversation/Cutscene_SSF/Line00055,...został przesłuchany i przykładnie stracony. /// ...He was briefly interrogated, and summarily executed.=643
Conversation/Cutscene_SSF/Line00056,Kerrigan poprzysięgła zemstę. /// Kerrigan sought vengeance.=644
Conversation/Cutscene_SSF/Line00057,Dzięki wskazówkom Zeratula, zebrała szczepy zergów... /// With Zeratul's guidance, Kerrigan gathered the zerg broods...=645
Conversation/Cutscene_SSF/Line00058,Dopóki Mengsk żyje, zabijanie nigdy się nie skończy. /// The killing will never stop until Mengsk is dead.=646
Conversation/Cutscene_SSF/Line00059,Kerrigan zaczęła krok po kroku... /// Kerrigan began dismantling the Dominion's military...=647
Conversation/Cutscene_SSF/Line00060,Ku jej zaskoczeniu... /// To her surprise... =648
Conversation/Cutscene_SSF/Line00061,Kerrigan obrała kurs na Korhal, twierdzę Mengska. /// She charted a course to Korhal, Mengsk's stronghold. =649
Conversation/Cutscene_SSF/Line00062,Nie było jednak czasu na świętowanie. /// But there was little time to celebrate.=650
Conversation/Cutscene_SSF/Line00063,Poprzez sprawiedliwe decyzje, Raynor i Valerian Mengsk... /// Raynor and Valerian Mengsk set about reforming the Dominion... =651
Conversation/Cutscene_SSF/Line00064,Hierarcha Artanis dostrzegł szansę... /// With the zerg and terrans quelled...=652
Conversation/Cutscene_SSF/Line00065,Ogłosił, że zjednoczeni protosi... /// He declared that the unified protoss...=653
Conversation/Cutscene_SSF/Line00066,Nadzieja na wyzwolenie ojczyzny stłumiła wszelkie obawy. /// Any dissenting voices went unheard amid the hope for reclamation.=654
Conversation/Cutscene_SSF/Line00067,Zeratul zaś wyruszył samotnie na poszukiwanie prawdy... /// Zeratul set off alone, searching for the truth...=655
Conversation/Cutscene_SSF/Line00068,Byli w błędzie. /// They were wrong.=656
Conversation/Cutscene_SSF/Line00069,...jakiej ludzkość nigdy wcześniej nie zaznała. /// ...erupted almost overnight.=657
Conversation/Cutscene_SSF/Line00070,Ojczyzny protosów, Aiuru. /// The protoss homeworld of Aiur.=658
Conversation/Cutscene_SSF/Line00071,...na ojczyznę protosów. /// ...with all their might and fury.=659
Conversation/Cutscene_SSF/Line00072,...ale Artanis poprowadził ocalałych do ojczyzny mrocznych templariuszy, Shakuras. /// ...but Artanis led the survivors to the dark templar's homeworld of Shakuras.=660
Conversation/Cutscene_SSF/Line00073,Templariusze mieli wielki dług u swoich mrocznych braci. /// The templar were now in the dark templar's debt.=661
Conversation/Cutscene_SSF/Line00074,...i nakłoniła do pomocy dawnych przyjaciół i wrogów, Raynora, Mengska i Zeratula. /// ...even enlisting the aid of old friends and enemies like Raynor, Mengsk, and Zeratul.=662
Conversation/Cutscene_SSF/Line00075,Królowa Ostrzy ich zdradziła... /// The Queen of Blades betrayed them all...=663
Conversation/Cutscene_SSF/Line00076,Zginęły miliardy terran i protosów. /// Billions of humans and protoss were killed.=664
Conversation/Cutscene_SSF/Line00077,...i poświęcił życie, aby zabić Nadświadomość. /// He sacrificed himself to kill the Overmind.=665
Conversation/Cutscene_SSF/Line00078,...otworzył na nią swój umysł. /// ...his own mind was left vulnerable.=666
Conversation/Cutscene_SSF/Line00079,...na tym wojna się zakończy. /// The war seemed to end there.=667
Conversation/Cutscene_SSF/Line00080,...próbował złączyć ciała protosów i zergów w potworne hybrydy. /// ...was attempting to merge protoss and zerg life forms into an unholy hybrid.=668
Conversation/Cutscene_SSF/Line00081,...i przejąć kontrolę nad jej mocami. /// ...of Kerrigan and her power.=669
Conversation/Cutscene_SSF/Line00082,...został przywódcą templariuszy i mrocznych templariuszy. /// ...was made leader of both the templar and the dark templar.=670
Conversation/Cutscene_SSF/Line00083,...i obiecał, że pewnego dnia przywróci Aiurowi utraconą chwałę. /// ...and promised to one day reclaim the glory they had lost on Aiur.=671
Conversation/Cutscene_SSF/Line00084,Ale jego atak odwetowy się nie powiódł. /// But his retaliatory strike failed.=672
Conversation/Cutscene_SSF/Line00085,...okazał się nieskuteczny wobec machiny propagandowej Dominium. /// ...proved ineffective against the Dominion's propaganda machine. =673
Conversation/Cutscene_SSF/Line00086,Raynor wznowił swoją walkę przeciwko Dominium... /// Raynor revived his campaign against the Dominion...=674
Conversation/Cutscene_SSF/Line00087,...i powiedział, że kluczem do powstrzymania Amona... /// ...and said the key to stopping Amon... =675
Conversation/Cutscene_SSF/Line00088,...armie Dominium i Raynora... /// ...armies from the Dominion and Raynor...=676
Conversation/Cutscene_SSF/Line00089,...z pomocą syna Arcturusa, Valeriana... /// ...with help from Arcturus' son, Valerian...=677
Conversation/Cutscene_SSF/Line00090,...uwalniając ją spod wpływów Amona. /// ...and free her from Amon's grasp.=678
Conversation/Cutscene_SSF/Line00091,A Dominium chciało jej śmierci. Jednak Raynor nie mógł na to pozwolić. /// The Dominion wanted her dead. Raynor couldn't allow it.=679
Conversation/Cutscene_SSF/Line00092,Wspólnie zaczęli planować następny ruch. /// ...and began planning their next move.=680
Conversation/Cutscene_SSF/Line00093,...lecz jego ojciec nie mógł przepuścić takiej okazji. /// ...but his father could not let this opportunity pass.=681
Conversation/Cutscene_SSF/Line00094,Sara zdołała uciec, a Jim... /// Kerrigan escaped, while Raynor...=682
Conversation/Cutscene_SSF/Line00095,Wyruszyła, aby odzyskać pozycję Królowej Ostrzy. /// She set out to reclaim her position... as Queen of Blades.=683
Conversation/Cutscene_SSF/Line00096,...i na nowo zapanowała nad rojem. Lecz tym razem jako wolna istota. /// ...and ruled the Swarm once again... only this time... free.=684
Conversation/Cutscene_SSF/Line00097,...wyniszczać armię Dominium. /// ...one mission at a time.=685
Conversation/Cutscene_SSF/Line00098,...okazało się, że Raynor wciąż żyje. /// She learned that Raynor was still alive.=686
Conversation/Cutscene_SSF/Line00099,I choć musiała stawić czoła jego najlepszym oddziałom i podstępom, osobiście odebrała mu życie. /// Despite encountering his best troops,  and traps, she personally ended his life.=687
Conversation/Cutscene_SSF/Line00100,Plany Amona posuwały się naprzód. /// Amon's plans were still unfolding.=688
Conversation/Cutscene_SSF/Line00101,Kerrigan zostawiła Raynora, aby przygotować się do walki z prawdziwym wrogiem. /// Kerrigan left Raynor to rebuild while she hunted her true enemy.=689
Conversation/Cutscene_SSF/Line00102,...zaczęli reformować Dominium. /// ...with a just government.=690
Conversation/Cutscene_SSF/Line00103,...w osłabieniu zergów i terran... /// Hierarch Artanis saw an opportunity. =691
Conversation/Cutscene_SSF/Line00104,...templariusze oraz mroczni templariusze – odzyskają Aiur. /// ...templar and dark templar alike... would retake Aiur.=692
Conversation/Cutscene_SSF/Line00105,...mając nadzieję, że hierarcha nie popełnił straszliwego błędu. /// ...hoping against hope that the Hierarch was not making a terrible mistake.=693
Conversation/FacialAnim/Angry,Złość=694
Conversation/FacialAnim/Fear,Strach=695
Conversation/FacialAnim/Happy,Zadowolenie=696
Conversation/FacialAnim/Sad,Smutek=697
Conversation/FacialAnim/Serious,Powaga=698
Conversation/FacialAnim/Surprise,Zaskoczenie=699
Conversation/Genericphrases/Group00001,Adjutant=700
Conversation/Genericphrases/Group00002,Executor=701
Conversation/Genericphrases/Group00003,Queen=702
Conversation/Genericphrases/Line00001,Odbieram transmisję.=703
Conversation/Genericphrases/Line00002,Potrzebne dodatkowe magazyny=704
Conversation/Genericphrases/Line00003,Za mało wespanu=705
Conversation/Genericphrases/Line00004,Za mało minerałów=706
Conversation/Genericphrases/Line00005,Sekwencja lądowania przerwana=707
Conversation/Genericphrases/Line00006,Niedozwolona strefa lądowania=708
Conversation/Genericphrases/Line00007,Za mało energii=709
Conversation/Genericphrases/Line00008,Baza jest atakowana=710
Conversation/Genericphrases/Line00009,Twoje jednostki są atakowane=711
Conversation/Genericphrases/Line00010,Badania zakończone=712
Conversation/Genericphrases/Line00011,Dobudówka ukończona=713
Conversation/Genericphrases/Line00012,Wykryto odpalenie broni atomowej=714
Conversation/Genericphrases/Line00013,Ulepszenie zakończone=715
Conversation/Genericphrases/Line00014,Rakieta jądrowa gotowa=716
Conversation/Genericphrases/Line00015,Nasi sojusznicy są atakowani=717
Conversation/Genericphrases/Line00016,Baza naszych sojuszników jest atakowana=718
Conversation/Genericphrases/Line00017,Ulepszanie centrum dowodzenia zakończone=719
Conversation/Genericphrases/Line00018,Sekwencja naprawy thora zakończona=720
Conversation/Genericphrases/Line00019,Aktywowano dodatkowe jednostki wydobywcze=721
Conversation/Genericphrases/Line00020,Operacja złomowania zakończona=722
Conversation/Genericphrases/Line00021,Budowa przerwana=723
Conversation/Genericphrases/Line00022,Musisz przyzwać dodatkowe pylony=724
Conversation/Genericphrases/Line00023,Budowla wymaga umieszczenia na gejzerze z wespanem=725
Conversation/Genericphrases/Line00024,Potrzeba więcej wespanu=726
Conversation/Genericphrases/Line00025,Niewystarczająca ilość minerałów=727
Conversation/Genericphrases/Line00026,Za mało energii=728
Conversation/Genericphrases/Line00027,Baza jest atakowana=729
Conversation/Genericphrases/Line00028,Twoi wojownicy walczą z najeźdźcą=730
Conversation/Genericphrases/Line00029,Badania zakończone=731
Conversation/Genericphrases/Line00030,Wykryto odpalenie broni atomowej=732
Conversation/Genericphrases/Line00031,Ulepszenie zakończone=733
Conversation/Genericphrases/Line00032,Należy to umieścić w polu energetycznym=734
Conversation/Genericphrases/Line00033,Należy to umieścić na gejzerze z wespanem=735
Conversation/Genericphrases/Line00034,Powij więcej nadrządców=736
Conversation/Genericphrases/Line00035,Potrzebujemy więcej wespanu=737
Conversation/Genericphrases/Line00036,Potrzebujemy więcej minerałów.=738
Conversation/Genericphrases/Line00037,Za mało energii=739
Conversation/Genericphrases/Line00038,Skupisko uli jest atakowane=740
Conversation/Genericphrases/Line00039,Nasze wojska są atakowane=741
Conversation/Genericphrases/Line00040,Ewolucja zakończona=742
Conversation/Genericphrases/Line00041,Wykryto odpalenie broni atomowej=743
Conversation/Genericphrases/Line00042,Musimy postawić to na biomasie=744
Conversation/Genericphrases/Line00043,Musimy to umieścić na gejzerze z wespanem=745
Conversation/Genericphrases/Line00044,Twoi sojusznicy walczą=746
Conversation/Genericphrases/Line00045,Baza twoich sojuszników jest oblężona!=747
Conversation/Genericphrases/Line00046,Nasi sojusznicy walczą.=748
Conversation/Genericphrases/Line00047,Baza naszych sojuszników jest zagrożona.=749
Conversation/Genericphrases/Line00048,Przyzywanie zakończone.=750
Conversation/Genericphrases/Line00049,Metamorfoza zakończona=751
Conversation/Genericphrases/Line00050,Powstała nowa królowa!=752
Conversation/Genericphrases/Line00051,Gejzer z wespanem wyczerpany.=753
Conversation/Genericphrases/Line00052,Pole minerałów wyczerpane.=754
Conversation/Genericphrases/Line00053,Gejzer z wespanem wyczerpany.=755
Conversation/Genericphrases/Line00054,Gejzer z wespanem wyczerpany.=756
Conversation/Genericphrases/Line00055,Pole minerałów wyczerpane.=757
Conversation/Genericphrases/Line00056,Pole minerałów wyczerpane.=758
Conversation/Genericphrases/Line00057,Mutacja zakończona.=759
Conversation/Genericphrases/Line00058,Gra zatrzymana=760
Conversation/Genericphrases/Line00059,Gra wznowiona=761
Conversation/Genericphrases/Line00060,Gra zatrzymana=762
Conversation/Genericphrases/Line00061,Gra wznowiona=763
Conversation/Genericphrases/Line00062,Gra zatrzymana=764
Conversation/Genericphrases/Line00063,Gra wznowiona=765
Conversation/Genericphrases/Line00064,Twoje ERK są atakowane=766
Conversation/Genericphrases/Line00065,Twoje próbniki są atakowane!=767
Conversation/Genericphrases/Line00066,Nasze robotnice są atakowane!=768
Conversation/Genericphrases/Line00067,Niedozwolone miejsce budowy.=769
Conversation/Genericphrases/Line00068,To niewykonalne.=770
Conversation/Genericphrases/Line00069,Niedozwolone miejsce przyzwania.=771
Conversation/Genericphrases/Line00185,Rozkaz nie do przyjęcia. Osiągnęliśmy maksimum zaopatrzenia.=772
Conversation/Genericphrases/Line00186,Rozkaz nie do przyjęcia. Osiągnęliśmy maksimum zaopatrzenia. /// Unacceptable command. We are at maximum supply.=773
Conversation/Genericphrases/Line00187,Rozkaz nie do przyjęcia. Osiągnęliśmy maksimum zaopatrzenia. /// Unacceptable command. We are at maximum supply.=774
Conversation/Genericphrases/Line00188,Nasz pylon jest atakowany. /// Our pylon is under attack.=775
Conversation/Genericphrases/Line00189,Tumor biomasy jest atakowany. /// A creep tumor is under attack.=776
Conversation/GhostFemale/Comment00001,-- END=777
Conversation/GhostFemale/Line00002,Mów. /// Go.=778
Conversation/GhostFemale/Line00003,Wyduś to z siebie. /// Out with it.=779
Conversation/GhostFemale/Line00004,Kanał bezpieczny. /// Channel secure.=780
Conversation/GhostFemale/Line00005,Raport sytuacyjny? /// Got a sitrep?=781
Conversation/GhostFemale/Line00006,W gotowości. /// Standing by.=782
Conversation/GhostFemale/Line00007,Powtórz ostatnią transmisję. /// Repeat last transmission.=783
Conversation/GhostFemale/Line00008,Potwierdzam. /// Affirmative.=784
Conversation/GhostFemale/Line00009,Przyjęłam rozkaz. /// Orders received.=785
Conversation/GhostFemale/Line00010,Zrozumiałam. /// Understood.=786
Conversation/GhostFemale/Line00011,Tak jest. /// Copy that.=787
Conversation/GhostFemale/Line00012,Jestem w drodze. /// On the move.=788
Conversation/GhostFemale/Line00013,Agentka w ruchu. /// Agent in motion.=789
Conversation/GhostFemale/Line00014,Wykonuję.=790
Conversation/GhostFemale/Line00015,Rozpoczynam operację. /// Commencing operations.=791
Conversation/GhostFemale/Line00016,Przyjęłam. /// Roger.=792
Conversation/GhostFemale/Line00017,Zajmę się tym. /// On it.=793
Conversation/GhostFemale/Line00018,Jak duch we mgle. /// Like a ghost in the fog.=794
Conversation/GhostFemale/Line00019,Zwarta i gotowa. /// Lock and load.=795
Conversation/GhostFemale/Line00020,Ten jest mój. /// This one's mine.=796
Conversation/GhostFemale/Line00021,Włączam się do walki. /// Engaging hostiles.=797
Conversation/GhostFemale/Line00022,Odbezpieczam broń. /// Weapons free.=798
Conversation/GhostFemale/Line00023,Namierzyłam wroga. /// Got eyes on the enemy.=799
Conversation/GhostFemale/Line00024,Strzelam. /// I'm taking the shot.=800
Conversation/GhostFemale/Line00025,Pociągam za spust. /// Pulling the trigger.=801
Conversation/GhostFemale/Line00026,Kontakt z wrogiem. /// Hostile contact.=802
Conversation/GhostFemale/Line00027,Wyglądasz, jakbyś zobaczył ducha. /// You look like you've seen a ghost.=803
Conversation/GhostFemale/Line00028,Dla tego, kto mnie zobaczy, jest już za późno. /// Now you see me, now you're dead.=804
Conversation/GhostFemale/Line00029,Lubię myśleć o sobie w kategoriach „broni ostatecznej”. /// I like to think of myself as "the nuclear option".=805
Conversation/GhostFemale/Line00030,To nie tak, że mam lepszy sprzęt. Po prostu jestem lepsza. /// I don't have better equipment. I'm just plain better.=806
Conversation/GhostFemale/Line00031,Czy my się znamy? Pamięć mnie zawodzi... /// Have we met? My memory is... not the best.=807
Conversation/GhostFemale/Line00032,Wojna... wojna się jednak zmieniła. /// War... war changes every so often.=808
Conversation/GhostFemale/Line00033,Wiesz, co lubię w atomówkach? Jeden strzał, a tylu zabitych. /// Know what I like about nukes? One shot, so many kills.=809
Conversation/GhostFemale/Line00034,Zdarzało mi się zapominać o różnych sprawach. Głównie o tych wybranych przez mojego naganiacza. /// I used to forget things on occasion. Occasions scheduled by my wrangler.=810
Conversation/GhostFemale/Line00035,Mówi się E-M-P. Jaki idiota wymawia to „emp”? /// It's "E. M. P.". What kind of idiot calls it an "EMP"?=811
Conversation/GhostFemale/Line00036,Duchy mają szczególny zestaw umiejętności. Nie wiemy, kim jesteś, ale znajdziemy cię i zrzucimy atomówkę na twoją bazę. /// Ghosts have a very particular set of skills. We will find you, and we will nuke your base.=812
Conversation/GhostFemale/Line00037,Uważacie, że mieliście ciężko na studiach? Zajęcia w akademii duchów odbywają się obok silosu rakietowego. /// You think your college years were stressful? Ghost academy classes are held next to a nuclear missile silo.=813
Conversation/GhostFemale/Line00038,Jeżeli kiedyś będziesz tropić zamaskowanego ducha, pamiętaj o jednym: zdradza nas załamanie światła. Albo po prostu weź ze sobą wykrywacza.=814
Conversation/GhostFemale/Line00039,Znasz dowcip o duchu, któremu wyczyścili pamięć? Opowiedziałabym ci, ale zapomniałam. /// Ever hear the one about the mind-wiped ghost? I'd tell it to you, but I forgot how it ends.=815
Conversation/GhostFemale/Line00040,Chodzą plotki, że Nova jest na polu walki. Moim zdaniem szansa na to jest jak jeden do stu. /// Rumor has it Nova's on the battlefield. If you ask me, the chances of that being true are about one in a hundred.=816
Conversation/GhostFemale/Line00041,Chcę tylko powiedzieć, że to przyjemność z tobą pracować. Nie umiem blokować cudzych myśli, więc taka pustka to miła odmiana. /// I just wanna say, it's a pleasure working with you. Normally I can't stop hearing people's thoughts, so I'm enjoying the quiet.=817
Conversation/GhostFemale/Line00042,Za mało energii. /// Not enough energy.=818
Conversation/GhostFemale/Line00043,Co z oczu, to z serca. /// Outta sight, outta mind.=819
Conversation/GhostFemale/Line00044,Cel namierzony. /// Target acquired.=820
Conversation/GhostFemale/Line00045,Neutralizuję. /// Shutting it down.=821
Conversation/GhostFemale/Line00046,EMP aktywowany. /// EMP deployed.=822
Conversation/GhostFemale/Line00047,Czyli jednak można zabić ducha. /// So... you can kill a ghost.=823
Conversation/GhostFemale/Line00048,<Agonia> /// <Death exertion>=824
Conversation/GhostFemale/Line00049,<Agonia> /// <Death exertion>=825
Conversation/GhostFemale/Line00050,<Agonia> /// <Death exertion>=826
Conversation/GhostFemale/Line00051,<Agonia> /// <Death exertion>=827
Conversation/GhostFemale/Line00052,<Agonia> /// <Death exertion>=828
Conversation/GhostFemale/Line00053,Przystępuję do działania. /// Setting up shop.=829
Conversation/GhostFemale/Line00054,Działam w terenie. /// On the field.=830
Conversation/GhostFemale/Line00055,Czekam na ewakuację. /// Awaiting evac.=831
Conversation/GhostFemale/Line00056,Pomyślna asymilacja. /// Assimilation successful.=832
Conversation/GhostFemale/Line00057,Jaki jest rozkaz? /// Your command?=833
Conversation/GhostFemale/Line00058,Za rój. /// For the Swarm.=834
Conversation/GhostFemale/Line00059,Służba... zakończona. /// Service... Complete.=835
Conversation/GhostFemale/Line00060,Czekam na polecenie. /// Awaiting directive.=836
Conversation/GhostFemale/Line00061,Jestem posłuszna. /// I obey.=837
Conversation/ModUtilityVoice/Line00001,Poziom=838
Conversation/ModUtilityVoice/Line00002,Runda=839
Conversation/ModUtilityVoice/Line00003,Fala=840
Conversation/ModUtilityVoice/Line00004,Etap=841
Conversation/ModUtilityVoice/Line00005,Okrążenie=842
Conversation/ModUtilityVoice/Line00006,Następna=843
Conversation/ModUtilityVoice/Line00007,Poprzednia=844
Conversation/ModUtilityVoice/Line00008,Ostatni=845
Conversation/ModUtilityVoice/Line00009,Premia=846
Conversation/ModUtilityVoice/Line00010,Gotów=847
Conversation/ModUtilityVoice/Line00011,Ruszaj=848
Conversation/ModUtilityVoice/Line00012,Start=849
Conversation/ModUtilityVoice/Line00013,Stop=850
Conversation/ModUtilityVoice/Line00014,Zacznij=851
Conversation/ModUtilityVoice/Line00015,Zero=852
Conversation/ModUtilityVoice/Line00016,Jeden=853
Conversation/ModUtilityVoice/Line00017,Dwa=854
Conversation/ModUtilityVoice/Line00018,Trzy=855
Conversation/ModUtilityVoice/Line00019,Cztery=856
Conversation/ModUtilityVoice/Line00020,Pięć=857
Conversation/ModUtilityVoice/Line00021,Sześć=858
Conversation/ModUtilityVoice/Line00022,Siedem=859
Conversation/ModUtilityVoice/Line00023,Osiem=860
Conversation/ModUtilityVoice/Line00024,Dziewięć=861
Conversation/ModUtilityVoice/Line00025,Dziesięć=862
Conversation/ModUtilityVoice/Line00026,Jedenaście=863
Conversation/ModUtilityVoice/Line00027,Dwanaście=864
Conversation/ModUtilityVoice/Line00028,Trzynaście=865
Conversation/ModUtilityVoice/Line00029,Czternaście=866
Conversation/ModUtilityVoice/Line00030,Piętnaście=867
Conversation/ModUtilityVoice/Line00031,Szesnaście=868
Conversation/ModUtilityVoice/Line00032,Siedemnaście=869
Conversation/ModUtilityVoice/Line00033,Osiemnaście=870
Conversation/ModUtilityVoice/Line00034,Dziewiętnaście=871
Conversation/ModUtilityVoice/Line00035,Dwadzieścia=872
Conversation/ModUtilityVoice/Line00036,Trzydzieści=873
Conversation/ModUtilityVoice/Line00037,Czterdzieści=874
Conversation/ModUtilityVoice/Line00038,Pięćdziesiąt=875
Conversation/ModUtilityVoice/Line00039,Sześćdziesiąt=876
Conversation/ModUtilityVoice/Line00040,Siedemdziesiąt=877
Conversation/ModUtilityVoice/Line00041,Osiemdziesiąt=878
Conversation/ModUtilityVoice/Line00042,Dziewięćdziesiąt=879
Conversation/ModUtilityVoice/Line00043,Sto=880
Conversation/ModUtilityVoice/Line00044,Tysiąc=881
Conversation/ModUtilityVoice/Line00045,Milion=882
Conversation/ModUtilityVoice/Line00046,A=883
Conversation/ModUtilityVoice/Line00047,B=884
Conversation/ModUtilityVoice/Line00048,C=885
Conversation/ModUtilityVoice/Line00049,D=886
Conversation/ModUtilityVoice/Line00050,E=887
Conversation/ModUtilityVoice/Line00051,F=888
Conversation/ModUtilityVoice/Line00052,G=889
Conversation/ModUtilityVoice/Line00053,H=890
Conversation/ModUtilityVoice/Line00054,P=891
Conversation/ModUtilityVoice/Line00055,J=892
Conversation/ModUtilityVoice/Line00056,K=893
Conversation/ModUtilityVoice/Line00057,L=894
Conversation/ModUtilityVoice/Line00058,M=895
Conversation/ModUtilityVoice/Line00059,N=896
Conversation/ModUtilityVoice/Line00060,O=897
Conversation/ModUtilityVoice/Line00061,P=898
Conversation/ModUtilityVoice/Line00062,Q=899
Conversation/ModUtilityVoice/Line00063,R=900
Conversation/ModUtilityVoice/Line00064,S=901
Conversation/ModUtilityVoice/Line00065,T=902
Conversation/ModUtilityVoice/Line00066,U=903
Conversation/ModUtilityVoice/Line00067,V=904
Conversation/ModUtilityVoice/Line00068,W=905
Conversation/ModUtilityVoice/Line00069,X=906
Conversation/ModUtilityVoice/Line00070,Y=907
Conversation/ModUtilityVoice/Line00071,Z=908
Conversation/ModUtilityVoice/Line00072,Wygrana=909
Conversation/ModUtilityVoice/Line00073,Porażka=910
Conversation/ModUtilityVoice/Line00074,Oczyszczono=911
Conversation/ModUtilityVoice/Line00075,Ukończono=912
Conversation/ModUtilityVoice/Line00076,Reset=913
Conversation/ModUtilityVoice/Line00077,You=914
Conversation/ModUtilityVoice/Line00078,Wygrana=915
Conversation/ModUtilityVoice/Line00079,Przegrywasz=916
Conversation/ModUtilityVoice/Line00080,Giniesz=917
Conversation/ModUtilityVoice/Line00081,Zwycięstwo!=918
Conversation/ModUtilityVoice/Line00082,Przegrana!=919
Conversation/ModUtilityVoice/Line00083,Podanie!=920
Conversation/ModUtilityVoice/Line00084,Porażka!=921
Conversation/ModUtilityVoice/Line00085,Boss=922
Conversation/ModUtilityVoice/Line00086,Gol!=923
Conversation/ModUtilityVoice/Line00087,Poza granicami=924
Conversation/ModUtilityVoice/Line00088,Dyskwalifikacja=925
Conversation/ModUtilityVoice/Line00089,Nowy rekord=926
Conversation/ModUtilityVoice/Line00090,Bohater=927
Conversation/ModUtilityVoice/Line00091,Przedmiot=928
Conversation/ModUtilityVoice/Line00092,Doładowanie=929
Conversation/ModUtilityVoice/Line00093,Sekret=930
Conversation/ModUtilityVoice/Line00094,Nagroda=931
Conversation/ModUtilityVoice/Line00095,Gracz=932
Conversation/ModUtilityVoice/Line00096,Zadanie=933
Conversation/ModUtilityVoice/Line00097,Nowy=934
Conversation/ModUtilityVoice/Line00098,Otrzymano=935
Conversation/ModUtilityVoice/Line00099,Odkryto=936
Conversation/ModUtilityVoice/Line00100,Znalezione=937
Conversation/ModUtilityVoice/Line00101,Ożywiono=938
Conversation/ModUtilityVoice/Line00102,Północ=939
Conversation/ModUtilityVoice/Line00103,Południe=940
Conversation/ModUtilityVoice/Line00104,Wschód=941
Conversation/ModUtilityVoice/Line00105,Zachód=942
Conversation/ModUtilityVoice/Line00106,Wybierz=943
Conversation/ModUtilityVoice/Line00107,Wybrano=944
Conversation/ModUtilityVoice/Line00108,Pierwsze miejsce=945
