Character/Name/ArtanisUI,亞坦尼斯=0
Conversation/Tutorial/Line00095,指派三輛太空工程車前往每個瓦斯精煉廠採集瓦斯，使採集達到最佳化。 /// Assign 3 SCVs to gather gas from each Refinery constructed to optimize your harvesting.=746
Conversation/Tutorial/Line00096,高能瓦斯對每位戰場指揮官而言是很重要的。它讓你可以訓練進階單位和建造特殊建築。 /// Vespene gas is important for every field commander. It allows you to train advanced units and construct special buildings.=747
Conversation/Tutorial/Line00097,恭喜你指揮官，你已經完成了資源採集教學。 /// Congratulations commander, this concludes the Resource Collection Tutorial.=748
Conversation/Tutorial/Line00098,許多像兵營這樣的單位生產類建築，可以建造一個像科技實驗室這種附屬建築。 /// Many of the unit-producing structures such as a Barracks can construct an add-on such as a Tech Lab.=749
Conversation/Tutorial/Line00099,要建造科技實驗室，選取兵營再按左鍵點選「建造科技實驗室」的按鈕。 /// To construct a Tech Lab select the barracks and left-click on the "Build Tech Lab" button.=750
Conversation/Tutorial/Line00100,附屬科技實驗室可讓你訓練更進階的單位。將游標移到任何呈現灰色的按鈕來查看訓練該單位所需的要件。 /// An attached Tech Lab allows you to train the more advanced units. Mouse over any grayed out buttons to see what is required to train that unit.=751
Conversation/Tutorial/Line00101,做得很好，指揮官。 /// Well done commander.=752
Conversation/Tutorial/Line00102,現在你已擁有了一個科技實驗室，選取兵營來訓練一名掠奪者。 /// Now that you have a Tech Lab, select the Barracks and train a Marauder.=753
Conversation/Tutorial/Line00103,有些單位需要的不只附屬科技實驗室。將游標移動到任何灰色的單位上，以了解訓練該單位需要哪些建築。 /// Some units require more than an attached Tech-lab. Mouse over any grayed out unit to learn what buildings are required to train that unit.=754
Conversation/Tutorial/Line00104,恭喜你指揮官，你已經完成了單位生產教學。 /// Congratulations commander, that concludes our Unit Production Tutorial.=755
Conversation/Tutorial/Line00105,做得很好，指揮官，你已經完成了補給教學。 /// Well done commander, this concludes the Supply Tutorial.=756
Conversation/Tutorial/Line00106,大多數的蟲族建築需要被放在蟲苔上，但是孵化所不用。孵化所可以生產用來變形為工蟲或其他單位的幼蟲。 /// Most Zerg structures need to be placed on creep, but Hatcheries do not. The Hatchery produces Larva, which you use to mutate into more Drones or other Zerg mutations.=757
Conversation/Tutorial/Line00107,要全熟。 /// Well done.=758
Conversation/Tutorial/Line00108,想讓蟲族建築產生突變，請先點選一隻工蟲。左鍵點擊選擇指令欄中的「基礎突變」，再次點擊左鍵選擇孵化所。接著按左鍵放置該孵化所。 /// To mutate a Zerg structure, first select a Drone. On the command card left-click the Basic Mutation button and left-click again to choose a Hatchery. Then left-click to place the Hatchery.=759
Conversation/Tutorial/Line00109,孵化所不可以被放在太接近晶礦的地方。放置孵化所時，尋找建築圖標為完全綠色的地方來放置。 /// The Hatchery cannot be placed too close to minerals. When trying to place the Hatchery look for the structure overlay to be completely green before placing.=760
Conversation/Tutorial/Line00110,建造建築時會消耗工蟲，所以你將需要用另一隻工蟲來建造另一個建築。 /// The Drone is consumed when the structure is created, so you will need another Drone to build another structure.=761
Conversation/Tutorial/Line00111,大多數的蟲族建築需要被放在蟲苔上，但是孵化所不用。孵化所可以生產用來變形為工蟲或其他單位的幼蟲。 /// Most Zerg structures need to be placed on creep, but Hatcheries do not. The Hatchery produces Larva, which you use to mutate into more Drones or other Zerg mutations.=762
Conversation/Tutorial/Line00112,要全熟。 /// Well done.=763
Conversation/Tutorial/Line00113,蟲族是由許多不同的物種所組成的外星種族，這些物種是由一種名為幼蟲的生物變形而產生的。 /// The Zerg are an alien race made up of a host of different species that all mutate from a single creature type called a Larva.=764
Conversation/Tutorial/Line00114,蟲族會在自身每座基地下方製造一層厚厚的生化物質，叫做蟲苔，再由一種名為王蟲的生物來為軍隊提供補給。 /// The Zerg create a thick layer of bio-matter called creep under all of their bases and use creatures called Overlords to provide supply for their armies.=765
Conversation/Tutorial/Line00115,許多蟲族生物可以在戰場上變形為另一種型態。蟲族建築也能突變為另一種型態，變得更加強大並且生產新的單位類型。 /// Many Zerg creatures can morph from one form into another on the battlefield. Zerg structures can also mutate from one form into another, growing more powerful and unlocking new unit types as they do so.=766
Conversation/Tutorial/Line00116,蟲族單位是由幼蟲產生的。若要生產蟲族工蟲，先用左鍵點選孵化所，然後用左鍵點選指令欄中的「選取幼蟲」。 /// Zerg units are created from Larva. To create a Zerg Drone, left-click on a Hatchery and then left-click on the select larva button on the command card.=767
Conversation/Tutorial/Line00117,選取一隻幼蟲後，即可按左鍵點選指令欄中「變形為工蟲」來命令那隻幼蟲變形為工蟲。 /// With a larva selected you can left-click on the Morph to Drone button in the command card to order the larva to morph into a Drone.=768
Conversation/Tutorial/Line00118,每個孵化所會隨時間產生更多的幼蟲。 /// Each Hatchery generates additional larva over time.=769
Conversation/Tutorial/Line00119,蟲族建築不是透過建造所形成的，而是由工蟲突變所形成的。 /// Zerg structures are not built. Instead, Drones mutate into the structure.=770
Conversation/Tutorial/Line00120,蟲族建築只能在蟲苔上突變而成。選取一隻工蟲，然後按左鍵點選「基礎突變」。 /// Zerg structures can only be mutated on creep. Select a Drone and left-click on the Basic Mutation button.=771
Conversation/Tutorial/Line00121,接下來按左鍵點選「突變為孵化池」，然後按左鍵點選蟲苔以將工蟲突變為孵化池。 /// Next left-click on Mutate a Spawning Pool, then left-click on the creep to mutate the Drone into a Spawning Pool.=772
Conversation/Tutorial/Line00122,蟲苔是由孵化所、后蟲和王蟲所製造的，因此可使用這些單位和建築來擴展蟲苔。 /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.=773
Conversation/Tutorial/Line00123,要全熟。 /// Well done.=774
Conversation/Tutorial/Line00124,在你可以變形一個單位之前，你必須擁有可以支援該單位的補給。如果沒有足夠的可用補給，你將無法變形那個單位。 /// Before you can morph a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to morph that unit.=775
Conversation/Tutorial/Line00125,蟲族可以利用王蟲來生產更多補給。 /// The Zerg use Overlords to generate more supply.=776
Conversation/Tutorial/Line00126,若要變形一隻王蟲，按左鍵點選孵化所，然後按左鍵點選指令欄中「選取幼蟲」。 /// To morph an Overlord left-click on a Hatchery and then left-click on the select larva button on the command card.=777
Conversation/Tutorial/Line00127,選取一隻幼蟲後，即可按左鍵點選指令欄中「變形為王蟲」的按鈕來命令幼蟲變形為王蟲。 /// With a larva selected you can left-click on the Morph to Overlord button on the command card to order the larva to morph into an Overlord.=778
Conversation/Tutorial/Line00128,做得很好，你已經完成了蟲族教學。 /// Well done, this concludes the zerg tutorial.=779
Conversation/Tutorial/Line00129,蟲族建築不是透過建造所形成的，而是由工蟲突變所形成的。 /// Zerg structures are not built. Instead, Drones mutate into the structure.=780
Conversation/Tutorial/Line00130,蟲族建築只能在蟲苔上突變而成。選取一隻工蟲，然後按左鍵點選「基礎突變」。 /// Zerg structures can only be mutated on creep. Select a Drone and left-click on the Basic Mutation button.=781
Conversation/Tutorial/Line00131,接下來按左鍵點選「突變為孵化池」，然後按左鍵點選蟲苔以將工蟲突變為孵化池。 /// Next left-click on Mutate a Spawning Pool, then left-click on the creep to mutate the Drone into a Spawning Pool.=782
Conversation/Tutorial/Line00132,蟲苔是由孵化所、后蟲和王蟲所製造的，因此可使用這些單位和建築來擴展蟲苔。 /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.=783
Conversation/Tutorial/Line00133,要全熟。 /// Well done.=784
Conversation/Tutorial/Line00134,在你可以變形一個單位之前，你必須擁有可以支援該單位的補給。如果沒有足夠的可用補給，你將無法變形那個單位。 /// Before you can morph a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to morph that unit.=785
Conversation/Tutorial/Line00135,蟲族可以利用王蟲來生產更多補給。 /// The Zerg use Overlords to generate more supply.=786
Conversation/Tutorial/Line00136,若要變形一隻王蟲，按左鍵點選孵化所，然後按左鍵點選指令欄中「選取幼蟲」。 /// To morph an Overlord left-click on a Hatchery and then left-click on the select larva button on the command card.=787
Conversation/Tutorial/Line00137,選取一隻幼蟲後，即可按左鍵點選指令欄中「變形為王蟲」來命令幼蟲變形為王蟲。 /// With a larva selected you can left-click on the Morph to Overlord button in the command card to order the larva to morph into an Overlord.=788
Conversation/Tutorial/Line00138,做得很好，你已經完成了蟲族教學。 /// Well done, this concludes the zerg tutorial.=789
Conversation/Tutorial/Line00139,神族能使用水晶塔來為他們的軍隊提供補給，而且神族的建築必須建造在水晶塔的附近才能持續獲得能源。 /// Protoss use Pylons to provide supply for their armies, and Protoss structures must be built close to Pylons to keep those structures powered.=790
Conversation/Tutorial/Line00140,神族是一個古老的外星種族，使用先進科技和強力幽能來擊敗他們的敵人。 /// The Protoss are an ancient alien race that employ advanced technologies and powerful psionics to defeat their enemies.=791
Conversation/Tutorial/Line00141,神族的單位和建築皆具有護盾，能在敵人攻擊中保護他們。護盾的強度顯示在生命條上方的藍條。 /// Protoss have shields on their units and structures to protect them from enemy attacks. Shield strength is represented by a blue bar above the hit-point bar.=792
Conversation/Tutorial/Line00142,被敵人攻擊時，護盾與生命值會以同樣的方式減少，但是護盾值會在戰鬥結束後迅速恢復。 /// Shields are reduced by enemy attacks in the same manner as hit-points, however shields regenerate quickly after combat has finished. =793
Conversation/Tutorial/Line00143,神族能使用水晶塔來為他們的軍隊提供補給，神族的建築必須建造在水晶塔的附近才能持續獲得能源。 /// Protoss use Pylons to provide supply for their armies, and Protoss structures must be built close to Pylons to keep them powered.=794
Conversation/Tutorial/Line00144,做得很好，執行官。 /// Well done, Executor.=795
Conversation/Tutorial/Line00145,神族可以使用水晶塔來提高可用單位的最大數量。水晶塔還可為附近的其他神族建築提供能源。 /// The Protoss use Pylons to increase the maximum number of units available. Pylons also provide power to other nearby Protoss structures.=796
Conversation/Tutorial/Line00146,若要躍傳一個水晶塔，先選取一台探測機，按左鍵點選指令欄中的「建造建築」。然後按左鍵點選「躍傳水晶塔」，再按左鍵放置。 /// To warp in a Pylon select a probe and left-click Build Structure on the command card. Then left-click on Warp in Pylon, and then left-click to place the Pylon.=797
Conversation/Tutorial/Line00147,做得好，執行官。 /// Good work, Executor.=798
Conversation/Tutorial/Line00148,除了水晶塔和星核以外，所有的神族建築都必須建造在一個現有的水晶塔附近。不在水晶塔附近的神族建築將失去能源並停止運作。 /// All Protoss structures except Pylons and the Nexus must be built near an existing Pylon. Protoss structures that are no longer near a Pylon will lose power and cease to function.=799
Conversation/Tutorial/Line00149,躍傳一個傳送門，先選取一台探測機，按左鍵點選「建造建築」，接著按左鍵點選「躍傳傳送門」。將傳送門放置在水晶塔的能源半徑內。 /// To warp in a Gateway, select a Probe, left-click Build Structure, and then left-click Warp in Gatway. Place the Gateway within the Pylon power radius.=800
Conversation/Tutorial/Line00150,恭喜你，執行官。你完成了有關神族的教學。 /// Congratulations, Executor. This concludes the protoss tutorial.=801
Conversation/Tutorial/Line00151,建造一個神族建築，請選取一個探測機，按左鍵選取指令欄中的「建造建築」。再按左鍵點選「躍傳星核」，然後再按左鍵點選地面以建造該建築。 /// To create a Protoss structure, select a probe and left-click on the Build Structures button on the command card. Then left-click Warp in Nexus and left-click the ground to create that structure.=802
Conversation/Tutorial/Line00152,星核不可被放置在過於接近晶礦的地方。放置星核時，尋找覆蓋圖為完全綠色的地方來放置。在躍傳開始後，探測機可離開並執行其他命令。 /// The Nexus cannot be placed too close to minerals. When trying to place the Nexus look for the structure overlay to be completely green before placing. The probe can move away and perform another command after the warp process begins.=803
Conversation/Tutorial/Line00153,做得很好，執行官。 /// Well done, Executor.=804
Conversation/Tutorial/Line00154,在單位躍傳之前，必須先有可援助該單位的補給。如果可用的補給值不夠，該單位將無法躍傳。 /// Before you can warp in a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to warp in that unit.=805
Conversation/Tutorial/Line00155,神族可以使用水晶塔來提高可用單位的最大數量。水晶塔還可為附近的其他神族建築提供能源。 /// The Protoss use Pylons to increase the maximum number of units available. Pylons also provide power to other nearby Protoss structures.=806
Conversation/Tutorial/Line00156,若要躍傳一個水晶塔，先選取一台探測機，按左鍵點選指令欄中的「建造建築」。然後按左鍵點選「躍傳水晶塔」，再按左鍵放置水晶塔。 /// To warp in a Pylon select a probe and left-click Build Structure in the command card. Then left-click on Warp in Pylon, and then left-click to place the Pylon.=807
Conversation/Tutorial/Line00157,做得好，執行官。 /// Good work, Executor.=808
Conversation/Tutorial/Line00158,除了水晶塔和星核以外，所有的神族建築都必須建造在一個現有的水晶塔附近。不在水晶塔附近的神族建築將失去能源並停止運作。 /// All Protoss structures except Pylons and the Nexus must be built near an existing Pylon. Protoss structures that are no longer near a Pylon will lose power and cease to function.=809
Conversation/Tutorial/Line00159,若要躍傳一個傳送門，先選取一台探測機，按左鍵點選「建造建築」，接著按左鍵點選「躍傳傳送門」。然後將傳送門放置在水晶塔的能源半徑內。 /// To warp in a Gateway, select a Probe, left-click Build Structure, and then left-click Warp in Gateway. Place the Gateway within the Pylon power radius.=810
Conversation/Tutorial/Line00160,恭喜你，執行官。你完成了有關神族的教學。 /// Congratulations, Executor. This concludes the protoss tutorial.=811
Conversation/Tutorial/Line00161,這些單位現在被編入這個編號的小隊了。當你在鍵盤上按下這個數字編號時，將會自動選取該小隊。連續按下兩次該號碼，可以立刻移至該小隊的所在地點。 /// Those units are now assigned to a group number. When you hit that number on your keyboard, you will select that group automatically. If you double-tap that number you will also jump to that group's location.=812
Conversation/Tutorial/Line00162,一個單位目前擁有的能量值是以生命條下方的紫色條來表示。能量值會隨著時間慢慢地恢復。 /// The amount of energy a unit currently possesses is represented by a purple bar below its hit-point bar. Energy slowly regenerates over time.=813
Conversation/Tutorial/Line00163,蟲苔是會在蟲族基地附近蔓延的有機生化物質。多數蟲族單位在蟲苔上移動會較快。孵化所之外的其他蟲族建築都必須建築在蟲苔上，否則該建築將會逐漸死亡。 /// Creep is an organic growth that spreads around any Zerg base. Most Zerg units will move more quickly when they're on creep, and all Zerg structures except Hatcheries must be built on it. Structures that are no longer on creep will slowly die.=814
Conversation/Tutorial/Line00164,蟲苔是由孵化所、后蟲和王蟲所製造的，因此可使用這些單位和建築來擴展蟲苔。 /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.   =815
Conversation/Tutorial/Line00165,以左鍵點選你想要更加了解的主題。 /// Left-click on the topic you wish to learn more about.=816
Conversation/Tutorial/Line00166,我想成為一名指揮官，並保有健全的四肢。 /// I want to be the commander. I also want legs.=817
Conversation/Tutorial/Line00167,恭喜你指揮官，你現在具備了《星海爭霸II》使用者介面的基礎知識。 /// Congratulations commander, you now have basic knowledge of the StarCraft II User Interface.=818
Conversation/Tutorial/Line00168,你已選取了一個單位，用右鍵點選信標，將該單位移動至該處。 /// Now that you have a unit selected, right-click on the Beacon to move your unit there.=819
Conversation/Tutorial/Line00169,最初，大部分的戰場是被黑色迷霧所遮蓋。這些即是你尚未探索過的地區。 /// Initially, most of the battlefield is covered by a black fog. These are areas you have not yet explored.=820
Conversation/Tutorial/Line00170,你已選取了多個陸戰隊，用右鍵點選信標來將該些單位移動至該處。 /// Now that you have multiple marines selected, right-click on the Beacon to move your selected units there.=821
Conversation/Tutorial/Line00171,右鍵點擊黑色區塊中的信標以將你的單位移至該處。 /// Right-click on the Beacon in the darkened area to move your unit there.=822
Conversation/Tutorial/Line00172,當你選定單位之後，用右鍵點選敵人來下達攻擊命令。 /// While your units are selected, right-click on an enemy unit to issue an attack order.=823
Conversation/Tutorial/Line00173,你可以將滑鼠游標移過去看看該單位有多少生命值，生命值是以綠色條來顯示。 /// You can mouse over a unit to see how much life it has. The unit's life is represented as a green bar.=824
Conversation/Tutorial/Line00174,當綠色條降至零，代表該單位已被摧毀。 /// When the green bar reaches zero, the unit is destroyed.=825
Conversation/Tutorial/Line00176,左鍵點選「建造指揮中心」，再按左鍵點選地面任一處來命令太空工程車前往放置這個新建築。 /// Left-click on the "Build Command Center" button and then left-click on the ground to order the SCV to place the new structure.=826
Conversation/Tutorial/Line00177,先在高能瓦斯湧源上建造一個瓦斯精煉廠來採集瓦斯。按左鍵點選「建造建築」，接著按左鍵點選「瓦斯精煉廠」。 /// Gas is collected by first constructing a Refinery on a Vespene Geyser. Left-click on the "Build Structure" button, and then left-click on the "Build Refinery" button.=827
Conversation/Tutorial/Line00178,若要訓練新的單位，你必須先選取訓練該單位的建築，選取兵營來查看你能訓練哪些單位。 /// To create new units, you must first select a structure that trains units. Select a Barracks to see what units you can train. =828
Conversation/Tutorial/Line00179,若要提高可用單位的最大值，你必須建造補給站。 /// To increase the maximum number of units available, you must build Supply Depots.=829
Conversation/Tutorial/Line00180,按左鍵點選「建造建築」，接著按左鍵點選「建造補給站」。 /// Left-click on the "Build Structure" button and left-click on "Build Supply Depot".=830
Conversation/Tutorial/Line00181,若要建造一個神族建築，先按左鍵點選一個探測機。 /// To create a Protoss structure, first select a Probe by left-clicking. =831
Conversation/Tutorial/Line00182,現在按左鍵點選指令欄中的「躍傳建築」。 /// Now left-click on the "Warp in Structure" button, located on the command card.=832
Conversation/Tutorial/Line00183,按左鍵點選指令欄中的「躍傳星核」，然後按左鍵點選地面以躍傳該建築。 /// Left-click on the "Warp in Nexus" button and left-click the ground to warp in that structure.=833
Conversation/Tutorial/Line00184,若要建造一個神族建築，先按左鍵點選一個探測機。 /// To create a Protoss structure, first select a Probe by left-clicking. =834
Conversation/Tutorial/Line00185,現在按左鍵點選指令欄中的「建造建築」。 /// Now left-click on the "Build Structure" button, located on the command card.=835
Conversation/Tutorial/Line00186,按左鍵點選指令欄中的「躍傳星核」，然後按左鍵點選地面以躍傳該建築。 /// Left-click on the "Warp in Nexus" button and left-click the ground to warp in that structure.=836
Conversation/Tutorial/Line00187,若要躍傳一個水晶塔，按左鍵點選指令欄中的「建造建築」。 /// To warp in a Pylon left-click on the "Build Structure" button, located on the command card.=837
Conversation/Tutorial/Line00188,若要躍傳一個水晶塔，按左鍵點選指令欄中的「建造建築」。然後按左鍵點選「躍傳水晶塔」，再按左鍵放置水晶塔。 /// To warp in a Pylon left-click on the "Build Structure" button, located in the command card. Then left-click on the "Warp in Pylon" button, and then left-click to place the Pylon.=838
Conversation/Tutorial/Line00189,要躍傳一個傳送門，按左鍵點選指令欄中的「建造建築」。 /// To warp in a Gateway, left-click on the "Build Structure" button, located in the command card. =839
Conversation/Tutorial/Line00190,接著按左鍵點選「躍傳傳送門」。然後再按左鍵將傳送門放置在水晶塔的能源半徑內。 /// Then left-click on the "Warp in Gateway" button, and then left-click to place the Gateway within the Pylon power radius.=840
Conversation/Tutorial/Line00191,接著按左鍵點選「躍傳傳送門」。然後再按左鍵將傳送門放置在水晶塔的能源半徑內。 /// Then left-click on the "Warp in Gateway" button, and then left-click to place the Gateway within the Pylon power radius.=841
Conversation/Tutorial/Line00192,要躍傳一個傳送門，按左鍵點選指令欄中的「建造建築」。 /// To warp in a Gateway, left-click on the "Build Structure" button, located in the command card. =842
Conversation/Tutorial/Line00193,若要突變為蟲族建築，請先左鍵點選一隻工蟲。 /// To mutate a Zerg structure, first select a Drone by left-clicking.=843
Conversation/Tutorial/Line00194,現在按左鍵點選指令欄中的「基礎突變」。 /// Now left-click the "Basic Mutation" button on the command card.=844
Conversation/Tutorial/Line00195,現在按左鍵點選指令欄中的「基礎突變」。再次以左鍵點選「突變為孵化所」，接著再按左鍵點選要放置的地點。 /// Now left-click the "Basic Mutation" button on the command card. Left-click again on the "Mutate into Hatchery" button, and then left-click to place the Hatchery.=845
Conversation/Tutorial/Line00196,若要突變為蟲族建築，請先左鍵點選一隻工蟲。 /// To mutate a Zerg structure, first select a Drone by left-clicking.=846
Conversation/Tutorial/Line00197,蟲族單位是由幼蟲產生的。若要生產蟲族工蟲，請先選擇孵化所。 /// Zerg units are created from Larva. To create a Zerg Drone, you must first select a Hatchery.=847
Conversation/Tutorial/Line00198,蟲族單位是由幼蟲產生的。若要生產蟲族工蟲，請先選擇孵化所。 /// Zerg units are created from Larva. To create a Zerg Drone, you must first select a Hatchery.=848
Conversation/Tutorial/Line00199,按左鍵點選指令欄中的「選取幼蟲」，再按左鍵點選「變形為工蟲」。 /// Left-click on the "Select Larva" button on the command card, and then left-click on the "Morph to Drone" button.=849
Conversation/Tutorial/Line00200,按左鍵點選指令欄中的「選取幼蟲」，再按左鍵點選「變形為工蟲」。 /// Left-click on the "Select Larva" button on the command card, and then left-click on the "Morph to Drone" button.=850
Conversation/Tutorial/Line00201,按左鍵點選指令欄中的「基礎突變」，然後按左鍵點選「突變為孵化池」，再按左鍵點選要放置的地點。 /// Left-click on "Basic Mutation" on the command card. Then left-click on the "Mutate into Spawning Pool" button, and then left-click on the ground to place.=851
Conversation/Tutorial/Line00202,蟲族建築只能在蟲苔上突變而成。孵化池必須放置在覆蓋圖全為綠色的地方。 /// Zerg structures can only be mutated on creep. You will not be able to place the Spawning Pool until the overlay is completely green.=852
Conversation/Tutorial/Line00203,按左鍵點選指令欄中的「基礎突變」，然後按左鍵點選「突變為孵化池」，再按左鍵點選要放置的地點。 /// Left-click on "Basic Mutation" on the command card. Then left-click on the "Mutate into Spawning Pool" button, and then left-click on the ground to place.=853
Conversation/Tutorial/Line00204,蟲族建築只能在蟲苔上突變而成。孵化池必須放置在覆蓋圖全為綠色的地方。 /// Zerg structures can only be mutated on creep. You will not be able to place the Spawning Pool until the overlay is completely green.=854
Conversation/Tutorial/Line00205,若要變形一隻王蟲，按左鍵點選指令欄中的「選取幼蟲」，然後按左鍵點選指令「變形為王蟲」。 /// To morph an Overlord left-click on the "Select Larva" button on the command card, then left-click on the "Morph to Overlord" button. =855
Conversation/Tutorial/Line00206,若要變形一隻王蟲，按左鍵點選指令欄中的「選取幼蟲」，然後按左鍵點選指令「變形為王蟲」。 /// To morph an Overlord left-click on the "Select Larva" button on the command card, then left-click on the "Morph to Overlord" button. =856
Conversation/Tutorial/Line00207,再按左鍵點選任一處來放置該補給站。 /// And then left-click anywhere to place the Supply Depot.=857
Conversation/Tutorial/Line00208,探測機可在躍傳開始後離開並進行另一個指令。 /// The probe can move away and perform another command after the warp process begins.=858
Conversation/Tutorial/Line00209,再按左鍵點選「躍傳水晶塔」，接著按左鍵放置該水晶塔。 /// Then left-click on the "Warp in Pylon" button, and then left-click to place the Pylon.=859
Conversation/Tutorial/Line00210,再按左鍵點選「突變為孵化所」，接著按左鍵放置該孵化所。 /// Left-click again on the "Mutate into Hatchery" button, and then left-click to place the Hatchery.=860
Conversation/UI_VO/Comment00001,就緒=861
Conversation/UI_VO/Comment00002,閒置=862
Conversation/UI_VO/Comment00003,就緒=863
Conversation/UI_VO/Comment00004,閒置=864
Conversation/UI_VO/Comment00005,就緒=865
Conversation/UI_VO/Comment00006,閒置=866
Conversation/UI_VO/Comment00007,就緒=867
Conversation/UI_VO/Comment00008,閒置=868
Conversation/UI_VO/Comment00009,Comment=869
Conversation/UI_VO/Group00002,「自由之翼」=870
Conversation/UI_VO/Group00003,蟲群=871
Conversation/UI_VO/Group00004,序章=872
Conversation/UI_VO/Group00005,Void=873
Conversation/UI_VO/Group00006,Easter Egg=874
Conversation/UI_VO/Line00001,突擊隊出動！ /// Raiders roll.=875
Conversation/UI_VO/Line00002,夥伴，咱們也該活動活動筋骨了，對嗎？ /// What do ya say we get this show on the road, partner?=876
Conversation/UI_VO/Line00003,我就是蟲群。=877
Conversation/UI_VO/Line00004,我勸你不要考驗我的耐心。 /// You're trying my patience. Not recommended.=878
Conversation/UI_VO/Line00005,我的追尋尚未結束。 /// My search continues.=879
Conversation/UI_VO/Line00006,銀河的命運掌握在我們的手裡，必須立刻行動。 /// The fate of the galaxy is in our hands. We must not delay any further.=880
Conversation/UI_VO/Line00007,為了艾爾！=881
Conversation/UI_VO/Line00008,新的紀元即將到來。讓我們一起開創光明璀璨的未來。 /// A new dawn comes. Join me, and we shall meet it together.=882
Conversation/UI_VO/Line00009,全身放鬆，盤腿坐好。吸氣，數到十。呼氣，數到十二。想像白雲、天使、太陽和兔子環繞著你。在心中偷笑兩聲，然後讓你的靈魂綻放光芒。你很美。你是世界的一分子。你不是廢物。要愛自己，擁抱自己，但是不要被人看見。 /// Sit comfortably in a lotus position. When you breathe in, count to 10. Breathing out, count to 12. Imagine clouds, angels, the sun, and bunnies on your feet. Giggle internally and let your soul light shine. You are beautiful. You are meant to be in this world. You are not trash. Love yourself. Hug yourself. But don't let anyone see.=883
Conversation/UnknownConversation/Group00001,A.I.溝通=884
Conversation/UnknownConversation/Group00002,神族=885
Conversation/UnknownConversation/Group00003,Terran=886
Conversation/UnknownConversation/Group00004,蟲族=887
Conversation/acLobby/Comment00001,Greeting=888
Conversation/acLobby/Comment00002,Selection=889
Conversation/acLobby/Comment00003,Difficulty=890
Conversation/acLobby/Comment00004,Comment=891
Conversation/acLobby/Comment00005,Upgraded=892
Conversation/acLobby/Comment00006,Learn More=893
Conversation/acLobby/Comment00007,New Commander=894
Conversation/acLobby/Comment00008,New Maps=895
Conversation/acLobby/Comment00009,First Time Selection=896
Conversation/acLobby/Line00001,副官報告：你好，歡迎來到盟軍指揮官模組。 /// Adjutant Online: Greetings and welcome to the Allied Commander module.=897
Conversation/acLobby/Line00002,你將在這裡和另一名指揮官聯手對付敵人。 /// Here you and another Commander will join forces and engage enemy combatants together.=898
Conversation/acLobby/Line00005,當你準備好時，選擇一個指揮官。 /// You may select a commander when you are ready.=899
Conversation/acLobby/Line00006,選擇一個指揮官。 /// Select a commander.=900
Conversation/acLobby/Line00007,在此調整任務難度。 /// Mission difficulty can be altered here.=901
Conversation/acLobby/Line00008,指揮官，恭喜你晉升了。繼續升級，就能解鎖更多新的單位和技能。 /// Congratulations on your promotion, Commander. As you continue to gain levels, you will unlock new units and abilities.=902
Conversation/acLobby/Line00009,在此進一步瞭解你的指揮官目前可使用的單位和技能。 /// You can learn more about your commander's currently available units and abilities here.=903
Conversation/acLobby/Line00010,有新的指揮官可供選取。你可隨時前往檢視。 /// New commanders are now available. You may review them at your leisure.=904
Conversation/acLobby/Line00011,指揮官，有新任務可以執行。 /// New missions have come online, Commander.=905
Conversation/pCinematic_Protoss00/Comment00001,END=906
Conversation/pCinematic_Protoss00/Group00001,Protoss00 - As One (Pre-Render)=907
Conversation/pCinematic_Protoss00/Group00002,Exertions=908
Conversation/pCinematic_Protoss00/Line00001,蟲群毀滅了我們的世界。=909
Conversation/pCinematic_Protoss00/Line00002,我們的族人，顛沛流離。=910
Conversation/pCinematic_Protoss00/Line00003,然而… /// And yet...=911
Conversation/pCinematic_Protoss00/Line00004,我們依然團結不屈。=912
Conversation/pCinematic_Protoss00/Line00006,因為卡拉與我們同在...=913
Conversation/pCinematic_Protoss00/Line00007,讓我們的精神與情感合而為一。=914
Conversation/pCinematic_Protoss00/Line00011,今天，我們要收復失落的家園...=915
Conversation/pCinematic_Protoss00/Line00012,...繼承神族的榮耀。=916
Conversation/pCinematic_Protoss00/Line00013,無與倫比的力量。=917
Conversation/pCinematic_Protoss00/Line00014,(death exertion)=918
Conversation/pCinematic_Protoss00/Line00015,(painful exertion)=919
Conversation/pCinematic_Protoss00/Line00016,（執政官對蟲族發出雷射）=920
Conversation/pCinematic_Protoss00/Line00017,(Archon gets pressed against a carrier by an ultralisk)=921
Conversation/pCinematic_Protoss00/Line00018,(Archon gets pressed against a carrier by an ultralisk)=922
Conversation/pCinematic_Protoss00/Line00019,(Chops the ultralisk's arm off)=923
Conversation/pCinematic_Protoss00/Line00020,（再次被雷獸刺穿）=924
Conversation/zPrerender_ZI/Group00001,ZI=925
Conversation/zPrerender_ZI/Group00002,Exertions=926
Conversation/zPrerender_ZI/Group00003,OBSOLETE=927
Conversation/zPrerender_ZI/Line00001,我就是蟲群。=928
Conversation/zPrerender_ZI/Line00002,敵軍必將敗亡。星球必成火海。=929
