Conversation/DEBUG_FaceAnimTest/Group00001=凱莉根 /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=伊茲夏 /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=札迦拉 /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=斯杜科夫 /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=維勒安 /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=德哈卡 /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=菈莎拉 /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zDebrief_Arc5DoW/Line00017=妳打動了她，因此她希望能夠帶著自己的群落重回蟲群。 /// She is impressed with you and wishes to bring her brood back into the Swarm.
Conversation/zDebrief_Arc5DoW/Line00018=蟲后瑞蘿絲，聽我說。率領妳的群落前往喬圖爾2號星，自治聯盟在那裡製造最新式的船艦。 /// Broodmother Ryloth, hear me. Take your brood to Jontur II. This is where the Dominion manufactures their newest ships.
Conversation/zDebrief_Arc5DoW/Line00019=為了蟲群消滅那顆星球吧。 /// Destroy that world for the Swarm.
Conversation/zDebrief_Arc5DoW/Line00020=女皇，遵照妳的命令。 /// It shall be done, my queen.
Conversation/zDebrief_Arc5DoW/Line00021=遵命，女皇。蟲群絕對會拿下這顆星球的。 /// Yes, my queen. This world belongs to the Swarm.
Conversation/zDebrief_Arc6DoW/Comment00001=Kerrigan walks up and Izsha unfolds to greet her /// Kerrigan walks up and Izsha unfolds to greet her
Conversation/zDebrief_Arc6DoW/Comment00002=Braxis /// Braxis
Conversation/zDebrief_Arc6DoW/Comment00003=Dylar IV /// Dylar IV
Conversation/zDebrief_Arc6DoW/Group00001=Destroyer of Worlds - Arc 3 /// Destroyer of Worlds - Arc 3
Conversation/zDebrief_Arc6DoW/Group00002=Scripted Scene /// Scripted Scene
Conversation/zDebrief_Arc6DoW/Group00003=Choose A Planet /// Choose A Planet
Conversation/zDebrief_Arc6DoW/Group00004=廢棄 /// OBSOLETE
Conversation/zDebrief_Arc6DoW/Group00005=行星 /// Planets
Conversation/zDebrief_Arc6DoW/Line00001=女皇，妳戰勝的消息傳遍四方，又有一名蟲后與我們取得聯繫。 /// Word of your victories has spread far. Another broodmother has contacted us, my queen.
Conversation/zDebrief_Arc6DoW/Line00002=在很久以前，布萊西斯星上有許多神族聖物。從那時開始，在那顆星球戰火四起、紛爭不斷。 /// Long ago Braxis housed many protoss relics. Ever since it has been in constant turmoil.
Conversation/zDebrief_Arc6DoW/Line00003=請選擇要摧毀的星球。 /// Choose the world for her to destroy.
Conversation/zDebrief_Arc6DoW/Line00004=有一名能力高超的戰術家瑞蘿絲想為蟲群效命，為此她會去襲擊自治聯盟的星球當作見面禮。 /// Ryloth, a master tactician seeks to serve the Swarm by assaulting another Dominion world.
Conversation/zDebrief_Arc6DoW/Line00005=瑞蘿絲指揮部隊時毫不寬容，她能有效地對抗蒙斯克的軍用設施。 /// Ryloth commands with a brutal efficiency and would be effective against one of Mengsk's military facilities.
Conversation/zDebrief_Arc6DoW/Line00007=歷經聯邦政府、地球聯合理事會以及自治聯盟三個政體，戴樂4號星的船塢一直具有舉足輕重的地位。 /// The shipyards at Dylar IV have been pivotal for the Confederacy, the UED invasion force and the Dominion.
Conversation/zDebrief_Arc6DoW/Line00008=一旦化為灰燼，對蒙斯克的戰巡艦隊來說無疑是沈重的打擊。 /// Eliminating them once and for all would severely hamper Mengsk's battlefleets.
Conversation/zDebrief_Arc6DoW/Line00010=很好，那我們就從蒙斯克的重要設施中挑一處讓她襲擊。 /// Good we'll have her attack one of Mengsk's vital facilities.
Conversation/zDebrief_Arc6DoW/Line00012=神族消滅了布萊西斯星上所有生物，多年以後，自治聯盟重回到該星球，他們的部隊現在是在那裡接受訓練。 /// Years after the protoss eradicated all life on the planet, the Dominion has returned. Braxis now trains the Dominion's army.
Conversation/zDebrief_Arc6DoW/Line00013=女皇，有幾個巢群希望能重回蟲群懷抱，即使遠在克普魯星區，她們仍能感受到妳超絕的能力。 /// My queen, several brood wish to rejoin the Swarm. Even in the koprulu sector, they sensed your transcendence.
Conversation/zDebrief_Arc6DoW/Line00014=她們之中最強的，就是瑞蘿絲，而她希望能為妳摧毀一顆自治聯盟的星球。 /// The strongest of them, Ryloth, has offered to destroy a Dominion world in service to you.
Conversation/zDebrief_Arc6DoW/Line00015=蟲后娜克圖主動跟我們聯絡。她代表目前所有尚未加入我們的蟲后。 /// Broodmother Naktul has contacted us. She speaks for the remaining broodmothers not under your control.
Conversation/zDebrief_Arc6DoW/Line00017=她們感受到妳的力量，所以希望能回歸蟲群的行列。 /// They feel your power, and they wish to return to the Swarm.
Conversation/zDebrief_Arc6DoW/Line00018=各位蟲后，聽我說，我正在傳送星系各地敵人的所在位置給妳們。 /// Broodmothers, hear me. I am sending you the location of our enemies across the sector.
Conversation/zDebrief_Arc6DoW/Line00019=消滅他們。以我的名號將他們燒成灰燼。之後，妳們就是蟲群的一份子。 /// Destroy them. Burn their strongholds in my name. Then, you shall be one with the Swarm.
Conversation/zDebrief_Arc6DoW/Line00020=女皇，我們會完成使命。 /// We shall do this, my queen.
Conversation/zDebrief_Arc6DoW/Line00021=等到她們回歸之後，蟲群就完整了。妳的勝利即將到來。 /// With their return, the Swarm will be whole. You are very near to your victory.
Conversation/zDebrief_Char01/Comment00006=Kerrigan looks over -- her POV: Zagara stands to one side. /// Kerrigan looks over -- her POV: Zagara stands to one side.
Conversation/zDebrief_Char01/Comment00007=Kerrigan moves toward Zagara. /// Kerrigan moves toward Zagara.
Conversation/zDebrief_Char01/Group00002=Debrief Char01 /// Debrief Char01
Conversation/zDebrief_Char01/Line00002=札迦拉，如果是妳，妳會怎麼把人類趕出這裡？ /// Tell me Zagara, how would you drive the terrans from this world?
Conversation/zDebrief_Char01/Line00007=那無所謂。[Angry 65]沃菲爾根本不知道自己在跟誰作對。[/Angry] /// That doesn't concern me. [Angry 65]Warfield has no idea what he's up against.[/Angry]
Conversation/zDebrief_Char01/Line00008=那薩爾納加神器怎麼辦？會不會還在人類手中？ /// But what of the xel'naga artifact? Could the terrans still possess it?
Conversation/zDebrief_Char01/Line00009=有可能，但是我知道神器不在查爾星上，所以威脅不了我們。 /// They might, but I know it's not here on Char. It's no threat to us.
Conversation/zDebrief_Char01/Line00010=小心，自從人類摧毀了我們的感染平台，他們就掌握了制空權。我們陷入劣勢。 /// Be warned, ever since the terrans destroyed our infested platform, they control the skies. We will be vulnerable.
Conversation/zDebrief_Char01/Line00011=小心，人類用岩漿淹沒了我們的地道，抵達高地之前，我們在地表毫無掩護。 /// Be warned, the terrans flooded our tunnels with lava. We will be exposed on the surface until we reach the plateau.
Conversation/zDebrief_Char01/Line00014=札迦拉在這裡為妳效命。 /// Zagara is here to serve your will.
Conversation/zDebrief_Char01/Line00016=札迦拉，如果是妳，妳會怎麼把人類趕出這裡？ /// Tell me Zagara, how would you drive the terrans from this world?
Conversation/zDebrief_Char01/Line00020=有可能，但是我知道神器不在查爾星上，所以威脅不了我們。 /// They might, but I know it's not here on Char. It's no threat to us.
Conversation/zDebrief_Char01/Line00021=我會把無畏高地的人類要塞夷為平地，不過想前往那邊，就得穿越骸骨壕溝。 /// I would obliterate their fortress on the Dauntless Plateau. But the only way to reach it is through the Bone Trench.
Conversation/zDebrief_Char01/Line00022=那無所謂。[Angry 65]沃菲爾根本不知道自己在跟誰作對。[/Angry] /// That doesn't concern me. [Angry 65]Warfield has no idea what he's up against.[/Angry]
Conversation/zDebrief_Expedition01/Comment00002=凱莉根回到利維坦，發現有名神族囚犯。 /// Kerrigan returns to the Leviathan and discovers a protoss prisoner.
Conversation/zDebrief_Expedition01/Comment00009=凱莉根思考了好一會兒。 /// Kerrigan considers for a moment.
Conversation/zDebrief_Expedition01/Group00001=Exepdition01 Debrief /// Exepdition01 Debrief
Conversation/zDebrief_Expedition01/Line00001=是阿巴瑟要求的。[Serious]他想解剖囚犯。[/Serious] /// Abathur requested it. [Serious]He wants to dissect her.[/Serious]
Conversation/zDebrief_Expedition01/Line00002=解剖她幹嘛？他又不能利用神族的基因物質。 /// What's the point? He won't be able to use protoss genetic material.
Conversation/zDebrief_Expedition01/Line00003=他喜歡嘗試。 /// He likes to try.
Conversation/zDebrief_Expedition01/Line00005=女皇，我們從荒地[Serious]抓回了一名神族俘虜[/Serious]，她自稱是一名研究員。 /// We captured a prisoner in the wastes [Serious]and subdued her[/Serious], my queen. She says she is a researcher.
Conversation/zDebrief_Expedition01/Line00006=我沒有要妳抓俘虜回來。 /// I didn't order you to take prisoners.
Conversation/zDebrief_Expedition01/Line00007=[Surprise 60]等等[/Surprise]，先讓她活著吧。以後[Serious]也許能派上用場。[/Serious] /// [Surprise 60]Actually,[/Surprise] keep her alive for now. [Serious]I might find a use for her.[/Serious]
Conversation/zDebrief_Expedition01/Line00012=我沒有要妳抓俘虜回來。 /// I didn't order you to take prisoners.
Conversation/zDebrief_Expedition01/Line00013=解剖她幹嘛？他又不能利用神族的基因物質。 /// What's the point? He won't be able to use protoss genetic material.
Conversation/zDebrief_Expedition01/Line00014=[Surprise 60]等等[/Surprise]，先讓她活著吧。以後[Serious]也許能派上用場。[/Serious] /// [Surprise 60]Actually,[/Surprise] keep her alive for now. [Serious]I might find a use for her.[/Serious]
Conversation/zDebrief_Hybrid02/Group00001=Debrief for Hybrid02 /// Debrief for Hybrid02
Conversation/zDebrief_Hybrid02/Group00002=廢棄 /// OBSOLETE
Conversation/zDebrief_Hybrid02/Line00003=數千年來，那魯一直想讓他的主人復活。 /// Narud's been trying to resurrect his master for millennia.
Conversation/zDebrief_Hybrid02/Line00004=這就說得通了。神族與蟲族之間永無休止的衝突，還有混源體...全都是讓亞蒙復活的一環。 /// It makes sense. The endless conflict between protoss and zerg, the hybrid... all part of a plan to bring Amon back.
Conversation/zDebrief_Hybrid02/Line00005=不過我察覺到一件事，那就是那魯的忠誠。數千年來，他一直想要復活亞蒙。 /// I sensed one thing. His devotion to Amon. Narud has been trying to resurrect that creature for millennia.
Conversation/zDebrief_Hybrid02/Line00008=除非我們阻止他。 /// Unless we stop him.
Conversation/zDebrief_Hybrid02/Line00011=我接觸到那魯的內心。[Serious]我感應到他對這個亞蒙...的忠誠。[/Serious] /// I touched Narud's mind in there. [Serious]I sensed his devotion to this... Amon.[/Serious]
Conversation/zDebrief_Hybrid03/Comment00004=Fade in on Kerrigan, in close -- we can't see her surroundings, but she is surrounded by green, with perhaps a few bubbles floating past -- like she's in some kind of healing pool. /// Fade in on Kerrigan, in close -- we can't see her surroundings, but she is surrounded by green, with perhaps a few bubbles floating past -- like she's in some kind of healing pool.
Conversation/zDebrief_Hybrid03/Comment00014=We hear Izsha and Zagara's voices from far away. /// We hear Izsha and Zagara's voices from far away.
Conversation/zDebrief_Hybrid03/Comment00015=Fade out /// Fade out
Conversation/zDebrief_Hybrid03/Group00007=Hybrid03 Debrief A /// Hybrid03 Debrief A
Conversation/zDebrief_Hybrid03/Line00027=我...還活著。 /// I am... alive.
Conversation/zDebrief_Hybrid03/Line00028=女皇，妳聽得見嗎？ /// My queen, can you hear me?
Conversation/zDebrief_Hybrid03/Line00029=妳差點就沒命了，我們把妳帶回了利維坦。好好休息吧，在妳康復前，我會代管蟲群。 /// Barely. We dragged you back to the leviathan. Rest now, I will control the Swarm until you are healed.
Conversation/zDebrief_Hybrid03/Line00030=為什麼...妳不是...一直想... /// Why... aren't you... trying to...
Conversation/zDebrief_Hybrid03/Line00031=把蟲群據為己有？女皇，我還有很多地方要向妳學習。 /// Take the Swarm for my own? Because I still have much to learn from you, my queen.
Conversation/zDebrief_Hybrid03/Line00032=夠了，她還在復原，現在需要休息。 /// Enough. She is healing, but she must rest now.
Conversation/zDebrief_Korhal01/Group00001=zDebrief_Korhal01 /// zDebrief_Korhal01
Conversation/zDebrief_Korhal01/Line00001=別低估了蒙斯克。[Angry 80]他是我們所見過的敵人中最刁鑽的一個。[/Angry] /// Don't underestimate Mengsk. [Angry 80]He is by far the most cunning enemy we've ever faced.[/Angry]
Conversation/zDebrief_Korhal01/Line00002=妳復仇的時刻到了，[Happy 70]誰也擋不了。[/Happy] /// Your revenge is close, now. [Happy 70]Nothing can stop it.[/Happy]
Conversation/zDebrief_Korhal01/Line00013=找出亞蒙並且消滅他，不能讓他再次奴役蟲群。 /// Find Amon, destroy him before he can enslave the Swarm again.
Conversation/zDebrief_Korhal01/Line00014=如妳所願。 /// As you command.
Conversation/zDebrief_Korhal01/Line00016=如果我死了...妳一定要率領蟲群離開克哈星。 /// If I should fall, you must take the Swarm from Korhal.
Conversation/zDebrief_Korhal01/Line00017=逃走？這可不是蟲族的作風。 /// Flee? This is not the way of the zerg.
Conversation/zDebrief_Korhal01/Line00018=這是我的決定。[Serious]妳要聽從我的命令，率領蟲群找出真正的敵人。[/Serious] /// Yet it is my will. [Serious]You will obey my command, and take the Swarm to seek our true enemy.[/Serious]
Conversation/zDebrief_Lab01/Comment00003=She watches him go, shakes her head and looks down -- she doesn't believe it. /// She watches him go, shakes her head and looks down -- she doesn't believe it.
Conversation/zDebrief_Lab01/Comment00004=Raynor smiles at her, walks away. /// Raynor smiles at her, walks away.
Conversation/zDebrief_Lab01/Group00001=廢棄 /// OBSOLETE
Conversation/zDebrief_Lab01/Group00002=ALTS /// ALTS
Conversation/zDebrief_Lab01/Group00003=Lab01 Debrief /// Lab01 Debrief
Conversation/zDebrief_Lab01/Line00009=我很抱歉，吉姆。對發生的一切。 /// I'm so sorry Jim. For all of it.
Conversation/zDebrief_Lab01/Line00032=妳把下面搞得一團糟，莎拉。而且我對妳又控制蟲族感到不太舒服。 /// You sure made a mess down there, Sarah. And I ain't real comfortable with you controlling them zerg.
Conversation/zDebrief_Lab01/Line00042=我知道，她不會再出現了，永遠不會。也許等一切都過去，我們就能真正重新開始。(她已經永遠離開了。我知道。也許等一切都過去，我們就能真正重新開始。) /// She's gone forever. I know it. Maybe when it's all said and done, we'll get that new start.
Conversation/zDebrief_Lab01/Line00045=要是那麼簡單就好。聽著，雖然我不記得做過什麼事，但是我知道沒有辦法就這樣拋開過去。 /// I wish it was that simple. Look, I don't remember everything I've done, but I do know I can't outrun my past.
Conversation/zDebrief_Lab01/Line00046=妳想說什麼，親愛的？ /// What are you getting at, darlin'?
Conversation/zDebrief_Lab01/Line00047=你的朋友泰科斯。他們說，你不得不對他開槍。 /// Your friend, Tychus. They told me you had to shoot him.
Conversation/zDebrief_Lab01/Line00048=我做了選擇。 /// I made my choice.
Conversation/zDebrief_Lab01/Line00050=我也不喜歡這樣，但是維勒安得受點教訓。 /// I don't like it either, but Valerian needed to be taught a lesson.
Conversation/zDebrief_Lab01/Line00051=別管他了。我們在這裡待太久了，自治聯盟還在追殺我們。我們得離開這裡、重新開始。 /// Forget him. We've been here too long with the Dominion looking for us. We got to get out and start over.
Conversation/zDebrief_Lab01/Line00052=不需要解釋...我們就要離開這裡了。我去著裝，一小時後在這裡碰面。(sound:擇日不如撞日。等我著裝完畢，一小時後在這裡碰面。) /// You don't have to -- we're leaving now. I'll suit up and meet you back here in an hour.
Conversation/zDebrief_Lab01/Line00053=那不是妳的錯，莎拉。我發誓會殺死刀鋒女皇，而嚴格說來，我的確消滅了她。 /// Wasn't you, Sarah. I swore I'd kill the Queen of Blades, and maybe in a way, I did.
Conversation/zDebrief_Lab01/Line00054=事情沒那麼簡單。我...曾是刀鋒女皇，就算當時不是也一樣。我不知道該如何解釋。 /// It's not that simple. The Queen of Blades... was me, even when she wasn't. I can't explain.
Conversation/zDebrief_Lab01/Line00055=嗯，也許我們真的能從頭來過。 /// Yeah. Maybe we can really get that new start.
Conversation/zDebrief_Lab01/Line00056= 我的台詞是什麼？ /// What's my line again?
Conversation/zDebrief_Lab01/Line00057=I have a history with the zerg, Jim.  /// I have a history with the zerg, Jim. 
Conversation/zDebrief_Lab01/Line00058=莎拉，這裡都快被妳拆了。 /// You made a mess down there, Sarah.
Conversation/zDebrief_Lab01/Line00059=開始後悔把我帶回來了嗎？ /// Starting to regret bringing me back?
Conversation/zDebrief_Lab01/Line00060=他有他的選擇。我有我的。 /// He made his choice. I made mine.
Conversation/zDebrief_Lab01/Line00065=莎拉，那不是妳。放下過去吧，我們好好想辦法離開這裡。一個小時後，我會著裝完畢在這裡等妳。 /// That wasn't you, Sarah. Leave the past behind, and let's focus on gettin' out of here. I'll suit up and meet you here in an hour.
Conversation/zDebrief_Lab01/Line00066=好，這聽起來不錯。 /// Okay. That sounds... good.
Conversation/zDebrief_Lab01/Line00067=從來沒有。 /// Never.
Conversation/zDebrief_Lab01/Line00068=我聽說你朋友泰科斯的事了。我很遺憾。 /// I heard about what happened with your friend, Tychus. I'm sorry.
Conversation/zDebrief_Lab01/Line00069=也許你應該讓他殺了我的。刀鋒女皇的我殺了成千上萬的人... /// Maybe you should have let him kill me. I slaughtered millions as the Queen of Blades...
Conversation/zDebrief_Mission5/Group00001=Debrief that Plays after Misison 5 /// Debrief that Plays after Misison 5
Conversation/zDebrief_Mission5/Line00001=我感應到女皇的[Surprise 60]恨意，像恆星般燃燒著[/Surprise]。可是在恨意底下[Serious]還有種[/Serious]...[Surprise 60]我不明白的東西。[/Surprise] /// I feel my queen's [Surprise 60]hatred, burning like a star.[/Surprise] But there is [Serious]something[/Serious] underneath it... [Surprise 60]I do not understand.[/Surprise]
Conversation/zDebrief_Mission5/Line00002=[Sad 60]伊茲夏，那是痛苦。[/Sad]有時候，就連[Serious]恨意[/Serious]都無法阻擋我的...[Sad 80]回憶。[/Sad] /// [Sad 60]It's pain, Izsha.[/Sad] Sometimes even [Serious]my hatred[/Serious] can't shield me from... [Sad 80]memories.[/Sad]
Conversation/zDebrief_Mission5/Line00003=是關於傷害妳的人嗎？ /// Of an enemy who damaged you?
Conversation/zDebrief_Mission5/Line00004=[Sad 60]不，是跟一位朋友的美好回憶，一位...失去了的朋友。[/Sad] /// [Sad 60]No. Memories of better times. Of a friend... now lost.[/Sad]
Conversation/zDebrief_Zerus02/Comment00001=Kerrigan walks up to her spot on the leviathan, past Zagara, who bows, past Izsha, who bows. She stops in front of Dehaka. /// Kerrigan walks up to her spot on the leviathan, past Zagara, who bows, past Izsha, who bows. She stops in front of Dehaka.
Conversation/zDebrief_Zerus02/Comment00005=Kerrigan walks off. /// Kerrigan walks off.
Conversation/zDebrief_Zerus02/Group00001=Zerus02 Debrief /// Zerus02 Debrief
Conversation/zDebrief_Zerus02/Line00007=伊茲夏，這個原生蟲族在我的利維坦上面做什麼？ /// Izsha, what is a primal zerg doing on my leviathan?
Conversation/zDebrief_Zerus02/Line00028=我是「原質掠奪者」德哈卡。我殺戮，我奪取原質。我來這裡是因為感受到妳的轉變。全澤瑞斯都感受到了。 /// I am Dehaka. One-who-collects. I kill, I take essence. Now I come to you because I feel your change. All Zerus feels it.
Conversation/zDebrief_Zerus02/Line00029=妳散發光芒。跟著妳就有更多原質，所以我跟隨妳。等妳不再發光，我就離開。 /// You shine. You will bring more essence, and I will follow. When you do not, I will not.
Conversation/zDebrief_Zerus02/Line00030=不過你不怕我，對吧，德哈卡？ /// But you don't fear me, do you, Dehaka?
Conversation/zDebrief_Zerus02/Line00031=好。 /// Yes.
Conversation/zDebrief_Zerus02/Line00032=無所謂，我曾經結成比這個還要脆弱的同盟關係。很好，你可以留下來。不過你要是背叛，我就奪走你的原質。 /// Well, I've forged alliances on shakier ground than that. Very well, you can stay. Betray me and I'll collect your essence.
Conversation/zDebrief_Zerus02/Line00033=全澤瑞斯都畏懼這股力量，畏懼妳。 /// All Zerus fears it, and you.
Conversation/zDoW_Arc4/Comment00001=Kerrigan walks up and Izsha unfolds to greet her /// Kerrigan walks up and Izsha unfolds to greet her
Conversation/zDoW_Arc4/Comment00002=泰拉朵9號星球 /// Tyrador IX
Conversation/zDoW_Arc4/Comment00003=Nephor II /// Nephor II
Conversation/zDoW_Arc4/Group00001=Destroyer of Worlds - Arc 4 /// Destroyer of Worlds - Arc 4
Conversation/zDoW_Arc4/Group00002=Scripted Scene /// Scripted Scene
Conversation/zDoW_Arc4/Group00003=Choose A Planet /// Choose A Planet
Conversation/zDoW_Arc4/Group00005=行星 /// Planets
Conversation/zDoW_Arc4/Line00003=這次我們要打擊蒙斯克的痛處，也就是他的主要行星。 /// This time we strike Mengsk where it hurts. A core world.
Conversation/zDoW_Arc4/Line00004=妳手下最強大的蟲后蘿卡兒，指揮著一大批巢群。 /// Rokarr, the strongest of your broodmothers, commands a large brood.
Conversation/zDoW_Arc4/Line00005=蘿卡兒的群落有能力在我方對克哈星發動攻擊之前，先為蟲群拿下一顆主要行星。 /// Rokar's brood is capable of claiming a core world for the Swarm, before the assault on Korhal begins.
Conversation/zDoW_Arc4/Line00006=泰拉朵9號星球和克哈星接連陷落的話，歸自治聯盟統治的領土裡就沒幾顆星球有能力威脅蟲群、與之對抗了。 /// The destruction of Tyrador IX alongside Korhal would leave few Dominion-controlled worlds left to challenge the Swarm.
Conversation/zDoW_Arc4/Line00007=女皇，最後一名蟲后剛和我取得聯繫。 /// My queen, I have been contacted by the last of our broodmothers.
Conversation/zDoW_Arc4/Line00008=消滅那顆星球，也就等於是摧毀掉對自治聯盟來說極為重要的補給命脈，以及為數眾多的後援。 /// It's destruction will cause the loss of vital supplies, and a large amount of Dominion supporters.
Conversation/zDoW_Arc4/Line00009=請選擇要摧毀的星球。 /// Choose the world for her to destroy.
Conversation/zDoW_Arc4/Line00010=在自治聯盟目前尚存的主要星球中，為自治聯盟提供大量兵力的核心正是泰拉朵9號。 /// One of the few remaining core worlds of the Dominion, Tyrador IX produces much of the Dominion army.
Conversation/zDoW_Arc4/Line00011=奈弗爾2號星球則是許許多多自治聯盟工廠聚集的重鎮，同時也提供了自治聯盟軍隊大量的後備補給。 /// Nephor II is home to many of the Dominion's factories and provides a wealth of support to Dominion forces.
Conversation/zDoW_Confirmation/Group00001=Destroyer of Worlds Confirmation Lines /// Destroyer of Worlds Confirmation Lines
Conversation/zDoW_Confirmation/Line00001=我會以蟲群之名消滅那顆星球。 /// I will destroy this world in the name of the Swarm.
Conversation/zDoW_Confirmation/Line00003=該讓人類感受一下蟲群的怒火了。 /// The terrans shall know the wrath of the Swarm.
Conversation/zDoW_Confirmation/Line00004=我是女皇意志的執行者。 /// I am the instrument of your will.
Conversation/zDoW_Confirmation/Line00005=全部殺光，不留活口。 /// There will be no survivors.
Conversation/zDoW_Confirmation/Line00006=遵命，女皇。 /// Without question, my queen.
Conversation/zDoW_Confirmation/Line00007=蟲群再臨！ /// The Swarm returns!
Conversation/zDoW_Confirmation/Line00008=這個星球會臣服於我們的力量之下。 /// This world too shall fall before our might.
Conversation/zDoW_Confirmation/Line00009=永恆進化會一直持續下去。 /// The eternal evolution continues.
Conversation/zDoW_Confirmation/Line00010=如你所願。 /// As you command.
Conversation/zEvoBriefing_Baneling/Comment00001=Fade in on a group of eggs. They twitch. /// Fade in on a group of eggs. They twitch.
Conversation/zEvoBriefing_Baneling/Comment00002=Open on ruin. Our queen arrives. /// Open on ruin. Our queen arrives.
Conversation/zEvoBriefing_Baneling/Comment00003=End on Queen /// End on Queen
Conversation/zEvoBriefing_Baneling/Comment00004=The queen enters. /// The queen enters.
Conversation/zEvoBriefing_Baneling/Comment00005=Begin on Dominion base. A small force moves out. /// Begin on Dominion base. A small force moves out.
Conversation/zEvoBriefing_Baneling/Comment00006=Show nearby burrowed burrowed siegelings. /// Show nearby burrowed burrowed siegelings.
Conversation/zEvoBriefing_Baneling/Comment00007=Planet description. /// Planet description.
Conversation/zEvoBriefing_Baneling/Comment00008=Planet description. /// Planet description.
Conversation/zEvoBriefing_Baneling/Comment00009=註解 /// Mission description
Conversation/zEvoBriefing_Baneling/Comment00010=Mission description /// Mission description
Conversation/zEvoBriefing_Baneling/Group00001=zEvoBriefing_Baneling /// zEvoBriefing_Baneling
Conversation/zEvoBriefing_Baneling/Group00002=Hunter /// Hunter
Conversation/zEvoBriefing_Baneling/Group00003=Splitter /// Splitter
Conversation/zEvoBriefing_Baneling/Group00004=廢棄 /// OBSOLETE
Conversation/zEvoBriefing_Baneling/Line00001=很好，蟲卵還完整。可以進行採集。 /// Good. Eggs intact. Ready for collection.
Conversation/zEvoBriefing_Baneling/Line00003=帶著女皇往蟲卵移動。聚集分裂蟲，摧毀自治聯盟。 /// Bring queen to eggs. Gather splitterlings. Destroy Dominion.
Conversation/zEvoBriefing_Baneling/Line00005=自治聯盟的探險隊，正在調查隧道。 /// Dominion expedition. Investigating tunnels.
Conversation/zEvoBriefing_Baneling/Line00006=攻城蟲：抵達現場。這裡地形惡劣，理想的示範地點。 /// Siegeling arrival: complete. Ruinous terrain ideal for demonstration.
Conversation/zEvoBriefing_Baneling/Line00007=那攻城蟲在哪？ /// Then where are they?
Conversation/zEvoBriefing_Baneling/Line00008=隱藏在附近，鑽地。女皇可以控制牠們。 /// Hiding. Burrowed nearby. Queen can extend control over them.
Conversation/zEvoBriefing_Baneling/Line00009=找回攻城蟲。殲滅神族部隊。 /// Recover siegelings. Eliminate protoss.
Conversation/zEvoBriefing_Baneling/Line00010=目前的所在位置？ /// Then where are they?
Conversation/zEvoBriefing_Baneling/Line00011=斯寇里亞，火山資源星球，地形險惡。 /// Scoria. Volcanic resource world. Hostile terrain.
Conversation/zEvoBriefing_Baneling/Line00012=奈利斯星。地表具有獨特的生命型態。 /// Planet Nelyth. Unique lifeform present on surface.
Conversation/zEvoBriefing_Baneling/Line00016=分散式的神經系統。死亡時，屍體分化成兩隻小型生物。 /// Decentralized nervous system. Upon death, remains become two lesser creatures.
Conversation/zEvoBriefing_Baneling/Line00018=利用極端環境引導進化方向。 /// Extreme conditions used to guide evolution.
Conversation/zEvoBriefing_Baneling/Line00019=數千隻毒爆蟲，被岩漿困住。 /// Thousands of banelings, subjected to lava.
Conversation/zEvoBriefing_Baneling/Line00020=新品系誕生。可跳上懸崖，避開岩漿。 /// New strain emerges. Can leap up cliffs to avoid lava.
Conversation/zEvoBriefing_Baneling/Line00021=聽起來很有用。 /// That's useful.
Conversation/zEvoBriefing_Baneling/Line00022=成功進化的樣本散落在地表，必須取回。 /// Successful specimens scattered on surface. Must gather.
Conversation/zEvoBriefing_Baneling/Line00023=神族在附近。 /// There are protoss nearby. 
Conversation/zEvoBriefing_Baneling/Line00024=分裂獸，進化出優秀生存機制的有機體。 /// Mitoscarab. Organism has evolved elegant survival mechanism.
Conversation/zEvoBriefing_Baneling/Line00025=[Surprise 60]在神族[/Surprise][Serious]發現我們之前[/Serious]，給我取得分裂獸的原質。 /// I want the mitoscarab essence assimilated [Surprise 60]before [/Surprise]the protoss [Serious]know we're here.[/Serious]
Conversation/zEvoBriefing_Baneling/Line00026=神族在附近。 /// There are protoss nearby. 
Conversation/zEvoBriefing_Baneling/Line00027=[Surprise 60]在神族[/Surprise][Serious]發現我們之前[/Serious]，給我取得分裂獸的原質。 /// I want the mitoscarab essence assimilated [Surprise 60]before [/Surprise]the protoss [Serious]know we're here.[/Serious]
Conversation/zEvoBriefing_Baneling/Line00028=聽起來很有用。 /// That's useful.
Conversation/zEvoBriefing_Baneling/Line00029=歷經許多週期後，產生了適應性。 /// Over many cycles, adaptation occurs.
Conversation/zEvoBriefing_Baneling/Line00030=岩漿湧現時，少數得以逃離。 /// Few able to escape when lava surges.
Conversation/zEvoBriefing_EggMonster/Comment00002=Show nuclear silo. Fade out. /// Show nuclear silo. Fade out.
Conversation/zEvoBriefing_EggMonster/Group00001=zEvoBriefing_SwarmHost /// zEvoBriefing_SwarmHost
Conversation/zEvoBriefing_EggMonster/Group00002=Creeper /// Creeper
Conversation/zEvoBriefing_EggMonster/Group00003=腐屍獸 /// Carrion
