Character/Name/ArtanisUI,Artanis /// Artanis=0
Conversation/Tutorial/Line00088,Parabéns, comandante. Você concluiu o tutorial de Construção de Base. /// Congratulations commander, this concludes the Base Construction Tutorial.=998
Conversation/Tutorial/Line00089,O gás é extraído após a construção de uma Refinaria em uma fonte de gás vespeno. Selecione seu VCE e clique no botão Construir estrutura, depois clique na estrutura da Refinaria. /// Gas is collected by first constructing a Refinery on a Vespene Geyser. Select your SCV and left-click on the Build Structure button, and then left-click on the Refinery structure.=999
Conversation/Tutorial/Line00090,Muito bem, comandante. /// Well done commander.=1000
Conversation/Tutorial/Line00091,Agora coloque a Refinaria sobre uma fonte de gás vespeno. Observe como a sobreposição só fica verde quando a Refinaria está totalmente sobre a fonte de vespeno. /// Now place the Refinery over a Vespene Geyser. Note how the overlay only turns green when the Refinery is completely over the Vespene Geyser.=1001
Conversation/Tutorial/Line00092,Muito bem, comandante. /// Nicely done commander.=1002
Conversation/Tutorial/Line00093,Agora que construiu uma Refinaria, coloque o VCE para extrair gás vespeno: selecione o VCE e clique com o botão direito na Refinaria. /// Now that you have constructed a Refinery, assign an SCV to gather vespene gas by selecting an SCV, then right-clicking on the Refinery.=1003
Conversation/Tutorial/Line00094,Quando um VCE constrói uma Refinaria, ele começa a extrair gás vespeno automaticamente ao concluir a construção. /// When an SCV builds a Refinery, it will automatically begin gathering vespene gas once construction is complete.=1004
Conversation/Tutorial/Line00095,Coloque 3 VCEs para extrair gás em cada Refinaria para otimizar a extração. /// Assign 3 SCVs to gather gas from each Refinery constructed to optimize your harvesting.=1005
Conversation/Tutorial/Line00096,O gás vespeno é importante para todos os comandantes de campo. Ele possibilita treinar unidades avançadas e construir estruturas especiais. /// Vespene gas is important for every field commander. It allows you to train advanced units and construct special buildings.=1006
Conversation/Tutorial/Line00097,Parabéns, comandante. Você concluiu o tutorial de Extração de Recursos. /// Congratulations commander, this concludes the Resource Collection Tutorial.=1007
Conversation/Tutorial/Line00098,Várias estruturas que produzem unidades, como o Quartel, podem construir adicionais, como o Laboratório técnico. /// Many of the unit-producing structures such as a Barracks can construct an add-on such as a Tech Lab.=1008
Conversation/Tutorial/Line00099,Para construir um Laboratório técnico, selecione o Quartel e clique no botão "Construir Laboratório técnico". /// To construct a Tech Lab select the barracks and left-click on the "Build Tech Lab" button.=1009
Conversation/Tutorial/Line00100,Um Laboratório técnico acoplado permite o treinamento de unidades mais avançadas. Passe o mouse sobre um dos botões acinzentados para ver os requisitos para treinar a unidade. /// An attached Tech Lab allows you to train the more advanced units. Mouse over any grayed out buttons to see what is required to train that unit.=1010
Conversation/Tutorial/Line00101,Muito bem, comandante. /// Well done commander.=1011
Conversation/Tutorial/Line00102,Agora que você tem um Laboratório técnico, selecione o Quartel e treine um Demolidor. /// Now that you have a Tech Lab, select the Barracks and train a Marauder.=1012
Conversation/Tutorial/Line00103,Algumas unidades requerem mais do que um Laboratório técnico acoplado. Passe o mouse sobre uma unidade acinzentada para saber quais são as estruturas necessárias para treinar essa unidade. /// Some units require more than an attached Tech-lab. Mouse over any grayed out unit to learn what buildings are required to train that unit.=1013
Conversation/Tutorial/Line00104,Parabéns, comandante. Você concluiu o tutorial de Produção de Unidades. /// Congratulations commander, that concludes our Unit Production Tutorial.=1014
Conversation/Tutorial/Line00105,Muito bem, comandante. Você concluiu o tutorial de Suprimentos. /// Well done commander, this concludes the Supply Tutorial.=1015
Conversation/Tutorial/Line00106,A maioria das estruturas zergs precisa ser colocada sobre gosma, mas as Incubadoras não. A Incubadora produz Larvas, que você transforma em mais Zangões ou em outras mutações zergs. /// Most Zerg structures need to be placed on creep, but Hatcheries do not. The Hatchery produces Larva, which you use to mutate into more Drones or other Zerg mutations.=1016
Conversation/Tutorial/Line00107,Muito bem. /// Well done.=1017
Conversation/Tutorial/Line00108,Para fazer a mutação de uma estrutura zerg, primeiro selecione um Zangão. No cartão de comando, clique no botão Mutação básica e clique novamente para selecionar uma Incubadora. Depois, clique para posicionar a Incubadora. /// To mutate a Zerg structure, first select a Drone. On the command card left-click the Basic Mutation button and left-click again to choose a Hatchery. Then left-click to place the Hatchery.=1018
Conversation/Tutorial/Line00109,A Incubadora não pode ser colocada muito próxima dos minérios. Ao tentar posicionar a Incubadora, observe a sobreposição da estrutura para que ela esteja totalmente verde antes de posicioná-la. /// The Hatchery cannot be placed too close to minerals. When trying to place the Hatchery look for the structure overlay to be completely green before placing.=1019
Conversation/Tutorial/Line00110,O Zangão é consumido quando a estrutura é criada, portanto será preciso outro Zangão para construir outra estrutura. /// The Drone is consumed when the structure is created, so you will need another Drone to build another structure.=1020
Conversation/Tutorial/Line00111,A maioria das estruturas zergs precisa ser colocada sobre gosma, mas as Incubadoras não. A Incubadora produz Larvas, que você transforma em mais Zangões ou em outras mutações zergs. /// Most Zerg structures need to be placed on creep, but Hatcheries do not. The Hatchery produces Larva, which you use to mutate into more Drones or other Zerg mutations.=1021
Conversation/Tutorial/Line00112,Muito bem. /// Well done.=1022
Conversation/Tutorial/Line00113,Os zergs são uma raça alienígena criada a partir de diversas espécies mutantes originadas de uma única criatura, chamada de Larva. /// The Zerg are an alien race made up of a host of different species that all mutate from a single creature type called a Larva.=1023
Conversation/Tutorial/Line00114,Os zergs criam uma grossa camada de matéria biológica chamada de gosma sob todas as suas bases e usam criaturas chamadas de Suseranos para oferecer suprimentos para seus exércitos. /// The Zerg create a thick layer of bio-matter called creep under all of their bases and use creatures called Overlords to provide supply for their armies.=1024
Conversation/Tutorial/Line00115,Várias criaturas zergs podem se transmutar de uma forma para outra no campo de batalha. Estruturas zergs também se transmutam de uma forma para outra, fortalecendo-se e desbloqueando novos tipos de unidades. /// Many Zerg creatures can morph from one form into another on the battlefield. Zerg structures can also mutate from one form into another, growing more powerful and unlocking new unit types as they do so.=1025
Conversation/Tutorial/Line00116,Unidades zergs são criadas a partir de Larvas. Para criar um Zangão zerg, clique em uma Incubadora e depois no botão selecionar Larva no cartão de comando. /// Zerg units are created from Larva. To create a Zerg Drone, left-click on a Hatchery and then left-click on the select larva button on the command card.=1026
Conversation/Tutorial/Line00117,Com uma Larva selecionada, clique no botão Transmutar em Zangão no cartão de comando para ordenar que a Larva se transmute em um Zangão. /// With a larva selected you can left-click on the Morph to Drone button in the command card to order the larva to morph into a Drone.=1027
Conversation/Tutorial/Line00118,Cada Incubadora passa a gerar mais Larvas com o tempo. /// Each Hatchery generates additional larva over time.=1028
Conversation/Tutorial/Line00119,Estruturas zergs não são construídas. Em vez disso, os Zangões se transmutam na estrutura. /// Zerg structures are not built. Instead, Drones mutate into the structure.=1029
Conversation/Tutorial/Line00120,Estruturas zergs só podem ser transmutadas sobre gosma. Selecione um Zangão e clique no botão de Mutação básica. /// Zerg structures can only be mutated on creep. Select a Drone and left-click on the Basic Mutation button.=1030
Conversation/Tutorial/Line00121,Depois, clique em Mutação em Fosso de desova e clique na gosma para transmutar o Zangão em um Fosso de desova. /// Next left-click on Mutate a Spawning Pool, then left-click on the creep to mutate the Drone into a Spawning Pool.=1031
Conversation/Tutorial/Line00122,A gosma é gerada por Incubadoras, Rainhas e Suseranos, portanto você pode usar essas unidades e estruturas para expandir sua gosma. /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.=1032
Conversation/Tutorial/Line00123,Muito bem. /// Well done.=1033
Conversation/Tutorial/Line00124,Para poder transmutar uma unidade você precisa ter suprimentos para manter essa unidade. Se não tiver suprimentos suficientes, não poderá transmutar essa unidade. /// Before you can morph a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to morph that unit.=1034
Conversation/Tutorial/Line00125,Os zergs usam Suseranos para gerar mais suprimentos. /// The Zerg use Overlords to generate more supply.=1035
Conversation/Tutorial/Line00126,Para transmutar um Suserano, clique em uma Incubadora e depois clique no botão selecionar Larva no cartão de comando. /// To morph an Overlord left-click on a Hatchery and then left-click on the select larva button on the command card.=1036
Conversation/Tutorial/Line00127,Com uma Larva selecionada, clique no botão Transmutar em Suserano no cartão de comando para ordenar que a Larva se transmute em um Suserano. /// With a larva selected you can left-click on the Morph to Overlord button on the command card to order the larva to morph into an Overlord.=1037
Conversation/Tutorial/Line00128,Beleza, isto conclui o tutorial de zergs. /// Well done, this concludes the zerg tutorial.=1038
Conversation/Tutorial/Line00129,Estruturas zergs não são construídas. Em vez disso, os Zangões se transmutam na estrutura. /// Zerg structures are not built. Instead, Drones mutate into the structure.=1039
Conversation/Tutorial/Line00130,Estruturas zergs só podem ser transmutadas sobre gosma. Selecione um Zangão e clique no botão de Mutação básica. /// Zerg structures can only be mutated on creep. Select a Drone and left-click on the Basic Mutation button.=1040
Conversation/Tutorial/Line00131,Depois, clique em Mutação em Fosso de desova e clique na gosma para transmutar o Zangão em um Fosso de desova. /// Next left-click on Mutate a Spawning Pool, then left-click on the creep to mutate the Drone into a Spawning Pool.=1041
Conversation/Tutorial/Line00132,A gosma é gerada por Incubadoras, Rainhas e Suseranos, portanto você pode usar essas unidades e estruturas para expandir sua gosma. /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.=1042
Conversation/Tutorial/Line00133,Muito bem. /// Well done.=1043
Conversation/Tutorial/Line00134,Para poder transmutar uma unidade você precisa ter suprimentos para manter essa unidade. Se não tiver suprimentos suficientes, não poderá transmutar essa unidade. /// Before you can morph a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to morph that unit.=1044
Conversation/Tutorial/Line00135,Os zergs usam Suseranos para gerar mais suprimentos. /// The Zerg use Overlords to generate more supply.=1045
Conversation/Tutorial/Line00136,Para transmutar um Suserano, clique em uma Incubadora e depois clique no botão selecionar Larva no cartão de comando. /// To morph an Overlord left-click on a Hatchery and then left-click on the select larva button on the command card.=1046
Conversation/Tutorial/Line00137,Com uma Larva selecionada, clique no botão Transmutar em Suserano no cartão de comando para ordenar que a Larva se transmute em um Suserano. /// With a larva selected you can left-click on the Morph to Overlord button in the command card to order the larva to morph into an Overlord.=1047
Conversation/Tutorial/Line00138,Beleza, isto conclui o tutorial de zergs. /// Well done, this concludes the zerg tutorial.=1048
Conversation/Tutorial/Line00139,Protoss usam Pilares energéticos para fornecer suprimentos aos seus exércitos. As estruturas protoss devem ser construídas próximas dos Pilares energéticos para que se mantenham energizadas. /// Protoss use Pylons to provide supply for their armies, and Protoss structures must be built close to Pylons to keep those structures powered.=1049
Conversation/Tutorial/Line00140,Os protoss são uma raça alienígena milenar e utilizam tecnologias avançadas e poderosa força psiônica para derrotar os inimigos. /// The Protoss are an ancient alien race that employ advanced technologies and powerful psionics to defeat their enemies.=1050
Conversation/Tutorial/Line00141,Os protoss têm escudos em suas unidades e estruturas para protegê-los de ataques inimigos. A força do escudo é representada por uma barra azul sobre a barra de vitalidade. /// Protoss have shields on their units and structures to protect them from enemy attacks. Shield strength is represented by a blue bar above the hit-point bar.=1051
Conversation/Tutorial/Line00142,Os escudos são reduzidos por ataques inimigos da mesma maneira que a vitalidade. Porém, os escudos se regeneram rapidamente após o término do combate.  /// Shields are reduced by enemy attacks in the same manner as hit-points, however shields regenerate quickly after combat has finished. =1052
Conversation/Tutorial/Line00143,Protoss usam Pilares energéticos para fornecer suprimentos aos seus exércitos. As estruturas protoss devem ser construídas próximas dos Pilares energéticos para que se mantenham energizadas. /// Protoss use Pylons to provide supply for their armies, and Protoss structures must be built close to Pylons to keep them powered.=1053
Conversation/Tutorial/Line00144,Muito bem, Executor. /// Well done, Executor.=1054
Conversation/Tutorial/Line00145,Os protoss usam Pilares Energéticos para aumentar o número máximo de unidades disponíveis. Os Pilares também fornecem energia para outras estruturas protoss próximas. /// The Protoss use Pylons to increase the maximum number of units available. Pylons also provide power to other nearby Protoss structures.=1055
Conversation/Tutorial/Line00146,Para transdobrar um Pilar energético, selecione uma Sonda e clique em Construir estrutura no cartão de comando. Depois, clique em Transdobrar Pilar energético e clique para posicionar o Pilar energético. /// To warp in a Pylon select a probe and left-click Build Structure on the command card. Then left-click on Warp in Pylon, and then left-click to place the Pylon.=1056
Conversation/Tutorial/Line00147,Bom trabalho, Executor. /// Good work, Executor.=1057
Conversation/Tutorial/Line00148,Todas as estruturas protoss, exceto Pilares Energéticos e o Nexus, devem ser construídas próximas de um Pilar Energético já existente. As estruturas protoss que não estiverem mais próximas de um Pilar ficarão sem energia e não funcionarão. /// All Protoss structures except Pylons and the Nexus must be built near an existing Pylon. Protoss structures that are no longer near a Pylon will lose power and cease to function.=1058
Conversation/Tutorial/Line00149,Para transdobrar um Portal, selecione uma Sonda, clique em Construir estrutura e depois clique com o botão esquerdo em Transdobrar Portal. Coloque o Portal no raio de alcance de energia do Pilar energético. /// To warp in a Gateway, select a Probe, left-click Build Structure, and then left-click Warp in Gatway. Place the Gateway within the Pylon power radius.=1059
Conversation/Tutorial/Line00150,Parabéns, Executor. Isso conclui o tutorial dos protoss. /// Congratulations, Executor. This concludes the protoss tutorial.=1060
Conversation/Tutorial/Line00151,Para criar uma estrutura protoss, selecione uma Sonda e clique no botão construir estruturas no cartão de comando. Depois, clique em Transdobrar Nexus e clique no solo para criar essa estrutura. /// To create a Protoss structure, select a probe and left-click on the Build Structures button on the command card. Then left-click Warp in Nexus and left-click the ground to create that structure.=1061
Conversation/Tutorial/Line00152,O Nexus não pode ser colocado muito próximo de minérios. Ao posicioná-lo, observe se a sobreposição da estrutura está totalmente verde antes de clicar. A sonda pode se distanciar e executar outro comando após o início do processo de transdobra. /// The Nexus cannot be placed too close to minerals. When trying to place the Nexus look for the structure overlay to be completely green before placing. The probe can move away and perform another command after the warp process begins.=1062
Conversation/Tutorial/Line00153,Muito bem, Executor. /// Well done, Executor.=1063
Conversation/Tutorial/Line00154,Para poder transdobrar uma unidade, você precisa ter suprimentos para mantê-la. Se não tiver suprimentos suficientes, não poderá transdobrar essa unidade. /// Before you can warp in a unit, you must have the supplies to support that unit. If you do not have enough available supply, you will not be able to warp in that unit.=1064
Conversation/Tutorial/Line00155,Os protoss usam Pilares Energéticos para aumentar o número máximo de unidades disponíveis. Os Pilares também fornecem energia para outras estruturas protoss próximas. /// The Protoss use Pylons to increase the maximum number of units available. Pylons also provide power to other nearby Protoss structures.=1065
Conversation/Tutorial/Line00156,Para transdobrar um Pilar energético, selecione uma Sonda e clique em Transdobrar Estrutura no cartão de comando. Depois, clique em Transdobrar Pilar energético e clique para posicionar o Pilar. /// To warp in a Pylon select a probe and left-click Build Structure in the command card. Then left-click on Warp in Pylon, and then left-click to place the Pylon.=1066
Conversation/Tutorial/Line00157,Bom trabalho, Executor. /// Good work, Executor.=1067
Conversation/Tutorial/Line00158,Todas as estruturas protoss, exceto Pilares Energéticos e o Nexus, devem ser construídas próximas de um Pilar Energético já existente. As estruturas protoss que não estiverem mais próximas de um Pilar ficarão sem energia e não funcionarão. /// All Protoss structures except Pylons and the Nexus must be built near an existing Pylon. Protoss structures that are no longer near a Pylon will lose power and cease to function.=1068
Conversation/Tutorial/Line00159,Para transdobrar um Portal, selecione uma Sonda, clique em Transdobrar Estrutura e depois clique em Transdobrar Portal. Coloque o Portal no raio de alcance de energia do Pilar energético. /// To warp in a Gateway, select a Probe, left-click Build Structure, and then left-click Warp in Gateway. Place the Gateway within the Pylon power radius.=1069
Conversation/Tutorial/Line00160,Parabéns, Executor. Isso conclui o tutorial dos protoss. /// Congratulations, Executor. This concludes the protoss tutorial.=1070
Conversation/Tutorial/Line00161,Essas unidades estão atribuídas a um número de grupo. Quando pressionar o número no teclado, o grupo será selecionado automaticamente. Se pressionar duas vezes o número, você irá saltar para o local do grupo. /// Those units are now assigned to a group number. When you hit that number on your keyboard, you will select that group automatically. If you double-tap that number you will also jump to that group's location.=1071
Conversation/Tutorial/Line00162,A quantidade de energia que uma unidade possui em determinado momento é representada por uma barra roxa sob a barra de vitalidade dela. A energia se regenera devagar ao longo do tempo. /// The amount of energy a unit currently possesses is represented by a purple bar below its hit-point bar. Energy slowly regenerates over time.=1072
Conversation/Tutorial/Line00163,Gosma é um composto orgânico que se espalha ao redor de qualquer base zerg. A maioria das unidades zergs se move mais rápido quando está sobre a gosma, e todas as estruturas zergs, exceto Incubadoras, devem ser construídas sobre ela. Estruturas que não estão sobre a gosma morrem lentamente. /// Creep is an organic growth that spreads around any Zerg base. Most Zerg units will move more quickly when they're on creep, and all Zerg structures except Hatcheries must be built on it. Structures that are no longer on creep will slowly die.=1073
Conversation/Tutorial/Line00164,A gosma é gerada por Incubadoras, Rainhas e Suseranos, portanto você pode usar essas unidades e estruturas para expandir sua gosma.    /// Creep is generated by Hatcheries, Queens, and Overlords, so you can use these units and structures to expand your creep.   =1074
Conversation/Tutorial/Line00165,Clique com o botão esquerdo no tópico sobre o qual deseja saber mais. /// Left-click on the topic you wish to learn more about.=1075
Conversation/Tutorial/Line00166,Eu quero ser o comandante. Também quero pernas. /// I want to be the commander. I also want legs.=1076
Conversation/Tutorial/Line00167,Parabéns, comandante, você agora tem conhecimento básico da interface de usuário do StarCraft II. /// Congratulations commander, you now have basic knowledge of the StarCraft II User Interface.=1077
Conversation/Tutorial/Line00168,Agora que você selecionou a unidade, clique com o botão direito sobre o sinal para movê-la até lá. /// Now that you have a unit selected, right-click on the Beacon to move your unit there.=1078
Conversation/Tutorial/Line00169,Inicialmente, a maior parte do campo de batalha fica coberta por uma neblina negra. Essas são as áreas que você ainda não explorou. /// Initially, most of the battlefield is covered by a black fog. These are areas you have not yet explored.=1079
Conversation/Tutorial/Line00170,Agora que você selecionou diversos Soldados, clique com o botão direito sobre o sinal para mover as unidades para lá. /// Now that you have multiple marines selected, right-click on the Beacon to move your selected units there.=1080
Conversation/Tutorial/Line00171,Clique com o botão direito no sinal da área escurecida para mover sua unidade para lá. /// Right-click on the Beacon in the darkened area to move your unit there.=1081
Conversation/Tutorial/Line00172,Quando as unidades estiverem selecionadas, clique com o botão direito em um inimigo para emitir uma ordem de ataque. /// While your units are selected, right-click on an enemy unit to issue an attack order.=1082
Conversation/Tutorial/Line00173,Passe o mouse sobre uma unidade para ver a sua vitalidade. A vitalidade de uma unidade é representada por uma barra verde. /// You can mouse over a unit to see how much life it has. The unit's life is represented as a green bar.=1083
Conversation/Tutorial/Line00174,Quando a barra verde chegar a zero, a unidade será destruída. /// When the green bar reaches zero, the unit is destroyed.=1084
Conversation/Tutorial/Line00175,Para emitir um comando de movimento com ataque, clique no botão "Ataque" no cartão de comando e depois clique no local para onde as unidades devem se deslocar. /// To issue an attack move command, left-click on the "Attack" button from the command card, and then left-click again on the ground where you want your units to go.=1085
Conversation/Tutorial/Line00176,Clique no botão "Construir Central de Comando" e depois clique com o botão esquerdo em um local para ordenar que o VCE posicione a nova estrutura. /// Left-click on the "Build Command Center" button and then left-click on the ground to order the SCV to place the new structure.=1086
Conversation/Tutorial/Line00177,O gás é coletado com a construção de uma Refinaria sobre uma Fonte de Gás Vespeno. Clique no botão "Construir Estrutura" e depois clique no botão "Construir Refinaria". /// Gas is collected by first constructing a Refinery on a Vespene Geyser. Left-click on the "Build Structure" button, and then left-click on the "Build Refinery" button.=1087
Conversation/Tutorial/Line00178,Para criar novas unidades, primeiro é necessário selecionar uma estrutura que treine unidades. Selecione um Quartel para ver quais unidades você pode treinar.  /// To create new units, you must first select a structure that trains units. Select a Barracks to see what units you can train. =1088
Conversation/Tutorial/Line00179,Para aumentar o número máximo de unidades disponíveis, construa Depósitos de suprimentos. /// To increase the maximum number of units available, you must build Supply Depots.=1089
Conversation/Tutorial/Line00180,Clique no botão "Construir Estrutura" e "Construir Depósito de suprimentos"... /// Left-click on the "Build Structure" button and left-click on "Build Supply Depot".=1090
Conversation/Tutorial/Line00181,Para criar uma estrutura protoss, primeiro selecione uma Sonda clicando com o botão esquerdo.  /// To create a Protoss structure, first select a Probe by left-clicking. =1091
Conversation/Tutorial/Line00182,Agora clique com o botão esquerdo no botão "Transdobrar estrutura" no cartão de comando. /// Now left-click on the "Warp in Structure" button, located on the command card.=1092
Conversation/Tutorial/Line00183,Clique com o botão esquerdo no botão "Transdobrar Nexus" e clique com o botão esquerdo no solo para transdobrar a estrutura. /// Left-click on the "Warp in Nexus" button and left-click the ground to warp in that structure.=1093
Conversation/Tutorial/Line00184,Para criar uma estrutura protoss, primeiro selecione uma Sonda clicando com o botão esquerdo.  /// To create a Protoss structure, first select a Probe by left-clicking. =1094
Conversation/Tutorial/Line00185,Agora clique no botão "Construir Estrutura" no cartão de comando. /// Now left-click on the "Build Structure" button, located on the command card.=1095
Conversation/Tutorial/Line00186,Clique com o botão esquerdo no botão "Transdobrar Nexus" e clique com o botão esquerdo no solo para transdobrar a estrutura. /// Left-click on the "Warp in Nexus" button and left-click the ground to warp in that structure.=1096
Conversation/Tutorial/Line00187,Para transdobrar um Pilar Energético, clique com o botão esquerdo no botão "Construir Estrutura" no cartão de comando. /// To warp in a Pylon left-click on the "Build Structure" button, located on the command card.=1097
Conversation/Tutorial/Line00188,Para transdobrar um Pilar Energético, clique no botão "Construir Estrutura" no cartão de comando. Depois clique no botão "Transdobrar Pilar Energético" e clique para posicionar o pilar. /// To warp in a Pylon left-click on the "Build Structure" button, located in the command card. Then left-click on the "Warp in Pylon" button, and then left-click to place the Pylon.=1098
Conversation/Tutorial/Line00189,Para transdobrar um Portal, clique em "Construir Estrutura" no cartão de comando.  /// To warp in a Gateway, left-click on the "Build Structure" button, located in the command card. =1099
Conversation/Tutorial/Line00190,Depois clique no botão "Transdobrar Portal" e posicione o Portal dentro do raio de ação dos Pilares Energéticos, clicando com o botão esquerdo. /// Then left-click on the "Warp in Gateway" button, and then left-click to place the Gateway within the Pylon power radius.=1100
Conversation/Tutorial/Line00191,Depois clique no botão "Transdobrar Portal" e posicione o Portal dentro do raio de ação dos Pilares Energéticos, clicando com o botão esquerdo. /// Then left-click on the "Warp in Gateway" button, and then left-click to place the Gateway within the Pylon power radius.=1101
Conversation/Tutorial/Line00192,Para transdobrar um Portal, clique em "Construir Estrutura" no cartão de comando.  /// To warp in a Gateway, left-click on the "Build Structure" button, located in the command card. =1102
Conversation/Tutorial/Line00193,Para transmutar uma estrutura zerg, primeiro selecione um Zangão clicando com o botão esquerdo. /// To mutate a Zerg structure, first select a Drone by left-clicking.=1103
Conversation/Tutorial/Line00194,Agora clique com o botão esquerdo no botão "Mutação Básica" no cartão de comando. /// Now left-click the "Basic Mutation" button on the command card.=1104
Conversation/Tutorial/Line00195,Agora clique no botão "Mutação Básica" no cartão de comando. Clique novamente no botão "Mutação em Incubadora" e depois clique para posicionar a Incubadora. /// Now left-click the "Basic Mutation" button on the command card. Left-click again on the "Mutate into Hatchery" button, and then left-click to place the Hatchery.=1105
Conversation/Tutorial/Line00196,Para transmutar uma estrutura zerg, primeiro selecione um Zangão clicando com o botão esquerdo. /// To mutate a Zerg structure, first select a Drone by left-clicking.=1106
Conversation/Tutorial/Line00197,Unidades zergs são criadas de Larvas. Para criar um Zangão zerg, primeiro é necessário selecionar uma Incubadora. /// Zerg units are created from Larva. To create a Zerg Drone, you must first select a Hatchery.=1107
Conversation/Tutorial/Line00198,Unidades zergs são criadas de Larvas. Para criar um Zangão zerg, primeiro é necessário selecionar uma Incubadora. /// Zerg units are created from Larva. To create a Zerg Drone, you must first select a Hatchery.=1108
Conversation/Tutorial/Line00199,Clique no botão "Selecionar Larva" no cartão de comando e depois no botão "Transmutar em Zangão". /// Left-click on the "Select Larva" button on the command card, and then left-click on the "Morph to Drone" button.=1109
Conversation/Tutorial/Line00200,Clique no botão "Selecionar Larva" no cartão de comando e depois no botão "Transmutar em Zangão". /// Left-click on the "Select Larva" button on the command card, and then left-click on the "Morph to Drone" button.=1110
Conversation/Tutorial/Line00201,Clique em "Mutação Básica" no cartão de comando. Depois clique no botão "Mutação em Fosso de desova" e clique no solo para posicionar. /// Left-click on "Basic Mutation" on the command card. Then left-click on the "Mutate into Spawning Pool" button, and then left-click on the ground to place.=1111
Conversation/Tutorial/Line00202,Estruturas zergs só podem ser transmutadas sobre a gosma. Não será possível posicionar o Fosso de Desova até que a sobreposição fique completamente verde. /// Zerg structures can only be mutated on creep. You will not be able to place the Spawning Pool until the overlay is completely green.=1112
Conversation/Tutorial/Line00203,Clique em "Mutação Básica" no cartão de comando. Depois clique no botão "Mutação em Fosso de desova" e clique no solo para posicionar. /// Left-click on "Basic Mutation" on the command card. Then left-click on the "Mutate into Spawning Pool" button, and then left-click on the ground to place.=1113
Conversation/Tutorial/Line00204,Estruturas zergs só podem ser transmutadas sobre a gosma. Não será possível posicionar o Fosso de Desova até que a sobreposição fique completamente verde. /// Zerg structures can only be mutated on creep. You will not be able to place the Spawning Pool until the overlay is completely green.=1114
Conversation/Tutorial/Line00205,Para transmutar um Suserano, clique com o botão esquerdo em "Selecionar Larva" no cartão de comando e depois clique com o botão esquerdo em "Transmutar em Suserano".  /// To morph an Overlord left-click on the "Select Larva" button on the command card, then left-click on the "Morph to Overlord" button. =1115
Conversation/Tutorial/Line00206,Para transmutar um Suserano, clique com o botão esquerdo em "Selecionar Larva" no cartão de comando e depois clique com o botão esquerdo em "Transmutar em Suserano".  /// To morph an Overlord left-click on the "Select Larva" button on the command card, then left-click on the "Morph to Overlord" button. =1116
Conversation/Tutorial/Line00207,...e depois em qualquer lugar para posicionar o Depósito de suprimentos. /// And then left-click anywhere to place the Supply Depot.=1117
Conversation/Tutorial/Line00208,A Sonda pode sair de perto e realizar outro comando depois que o processo de transdobra for iniciado. /// The probe can move away and perform another command after the warp process begins.=1118
Conversation/Tutorial/Line00209,Depois clique com o botão esquerdo no botão "Transdobrar Pilar energético" e clique com o botão esquerdo para posicionar o Pilar energético. /// Then left-click on the "Warp in Pylon" button, and then left-click to place the Pylon.=1119
Conversation/Tutorial/Line00210,Clique novamente com o botão esquerdo no botão "Mutação em Incubadora" e depois clique com o botão esquerdo para posicionar a Incubadora. /// Left-click again on the "Mutate into Hatchery" button, and then left-click to place the Hatchery.=1120
Conversation/Tutorial/Line00211,Acima do cartão de comando fica o botão "Dica". Esse botão aparece quando há novas informações disponíveis. Clique no botão "Dica" para ler a dica. /// Above the command card is the "Tip" button. The "Tip" button appears when there is new information for your perusal. Simply click the "Tip" button to read the tip.=1121
Conversation/UI_VO/Comment00001,Pronto=1122
Conversation/UI_VO/Comment00002,Ocioso=1123
Conversation/UI_VO/Comment00003,Pronto=1124
Conversation/UI_VO/Comment00004,Ocioso=1125
Conversation/UI_VO/Comment00005,Pronto=1126
Conversation/UI_VO/Comment00006,Ocioso=1127
Conversation/UI_VO/Comment00007,Pronto=1128
Conversation/UI_VO/Comment00008,Ocioso=1129
Conversation/UI_VO/Comment00009,Comentário=1130
Conversation/UI_VO/Group00002,Liberty=1131
Conversation/UI_VO/Group00003,Enxame=1132
Conversation/UI_VO/Group00004,Prólogo=1133
Conversation/UI_VO/Group00005,Void=1134
Conversation/UI_VO/Group00006,Ovo de páscoa=1135
Conversation/UI_VO/Line00001,Saqueadores, vamos lá! /// Raiders roll.=1136
Conversation/UI_VO/Line00002,Que tal colocarmos o pé na estrada agora? /// What do ya say we get this show on the road, partner?=1137
Conversation/UI_VO/Line00003,Eu sou o Enxame. /// I am the Swarm.=1138
Conversation/UI_VO/Line00004,Você está testando minha paciência. Isso não é recomendável. /// You're trying my patience. Not recommended.=1139
Conversation/UI_VO/Line00005,Minha busca continua. /// My search continues.=1140
Conversation/UI_VO/Line00006,O destino da galáxia está em nossas mãos. Não devemos esperar mais. /// The fate of the galaxy is in our hands. We must not delay any further.=1141
Conversation/UI_VO/Line00007,Por Aiur! /// For Aiur!=1142
Conversation/UI_VO/Line00008,Um novo alvorecer se aproxima. Junte-se a mim e esperaremos por ele juntos. /// A new dawn comes. Join me, and we shall meet it together.=1143
