Conversation/DEBUG_FaceAnimTest/Group00001=Kerrigan /// Kerrigan
Conversation/DEBUG_FaceAnimTest/Group00002=Izsha /// Izsha
Conversation/DEBUG_FaceAnimTest/Group00003=Zagara /// Zagara
Conversation/DEBUG_FaceAnimTest/Group00004=Stukov /// Stukov
Conversation/DEBUG_FaceAnimTest/Group00005=Valerian /// Valerian
Conversation/DEBUG_FaceAnimTest/Group00006=Dehaka /// Dehaka
Conversation/DEBUG_FaceAnimTest/Group00007=Lasarra /// Lasarra
Conversation/DEBUG_FaceAnimTest/Group00008=Kerrigan Infested /// Kerrigan Infested
Conversation/zEvoMission_Baneling/Line00045=Fin de marea de lava. Terreno inferior: seguro. /// Lava surge, ending. Low ground traversal, safe.
Conversation/zEvoMission_Baneling/Line00046=Lava retrocede a niveles seguros. Mover pesteling, rápido. /// Lava returning to safe levels. Move banelings quickly.
Conversation/zEvoMission_Baneling/Line00047=Marea remite. Terreno inferior despejado. /// Surge has ended. Low ground clear.
Conversation/zEvoMission_Baneling/Line00048=Base minera del Dominio. Extracción de minerales. /// Dominion mining camp. Extracting minerals.
Conversation/zEvoMission_Baneling/Line00049=[Serious]Ahí están. [/Serious][Happy 70]Probemos a los nuevos pesteling.[/Happy] /// [Serious]I see them. [/Serious][Happy 70]Let's test out these new banelings.[/Happy]
Conversation/zEvoMission_Baneling/Line00050=Entrada principal fortificada. Avance de pesteling imposible. /// Front entrance heavily fortified. Banelings unable to pass.
Conversation/zEvoMission_Baneling/Line00051=[Serious]La base[/Serious] está arriba. [Surprise 70]Los pesteling pueden[/Surprise] avanzar por las alturas y [Serious]atacar por detrás.[/Serious] /// [Serious]The base[/Serious] is built into the cliffs. [Surprise 70]Our banelings can[/Surprise] travel overland and [Serious]drop in from the back.[/Serious]
Conversation/zEvoMission_Baneling/Line00053=[Serious]Ahí están. [/Serious][Happy 70]Probemos a los nuevos pesteling.[/Happy] /// [Serious]I see them. [/Serious][Happy 70]Let's test out these new banelings.[/Happy]
Conversation/zEvoMission_Baneling/Line00054=[Serious]La base[/Serious] está arriba. [Surprise 70]Los pesteling pueden[/Surprise] avanzar por las alturas y [Serious]atacar por detrás.[/Serious] /// [Serious]The base[/Serious] is built into the cliffs. [Surprise 70]Our banelings can[/Surprise] travel overland and [Serious]drop in from the back.[/Serious]
Conversation/zEvoMission_Baneling/Line00055=Se requiere más esencia. Mitoescarabajo primigenio cerca. /// Require additional essence. Prime mitoscarab, near.
Conversation/zEvoMission_Baneling/Line00056=Excelente. Presentemos a los protoss a nuestros nuevos amigos... /// Excellent. Let's introduce the protoss to our new friends...
Conversation/zEvoMission_Baneling/Line00057=Excelente. Presentemos a los protoss a nuestros nuevos amigos... /// Excellent. Let's introduce the protoss to our new friends...
Conversation/zEvoMission_Baneling/Line00058=¡Defended los santuarios! /// Defend the shrines!
Conversation/zEvoMission_Baneling/Line00059=Terreno inferior inundado. Peligro. Permanecer en elevación hasta descenso de lava.  /// Low ground flooded. Dangerous. Remain on high ground until lava recedes.
Conversation/zEvoMission_Baneling/Line00060=Marea de lava. Mover a terreno elevado. /// Lava rising! Move to high ground.
Conversation/zEvoMission_Baneling/Line00061=Alerta. Marea de lava. Subir a terreno elevado. /// Warning! Lava surging! Climb to high ground.
Conversation/zEvoMission_Baneling/Line00062=Necesario terreno elevado. Marea de lava. /// Must get to high ground. Lava rising!
Conversation/zEvoMission_Baneling/Line00063=¡Traed al Hércules a la base ya! ¡Se acercan tropas zerg! /// Get that Hercules back to base, now! Zerg forces inbound!
Conversation/zEvoMission_Baneling/Line00064=Enviando más pesteling. /// Delivering additional banelings.
Conversation/zEvoMission_Baneling/Line00065=Ataque frontal: inviable. Recomendado flanquear. Superar elevaciones. Atacar desde altura.  /// Frontal attack, inadvisable. Recommend flanking. Traverse cliffs, attack from above.
Conversation/zEvoMission_Baneling/Line00066=¿De dónde coño salen? /// Where are they coming from?
Conversation/zEvoMission_EggMonster/Comment00001=Ash Worm moves to second location /// Ash Worm moves to second location
Conversation/zEvoMission_EggMonster/Comment00002=Ash Worm moves to third location /// Ash Worm moves to third location
Conversation/zEvoMission_EggMonster/Comment00003=Ash Worm slain /// Ash Worm slain
Conversation/zEvoMission_EggMonster/Comment00004=Tunneller mechanic /// Tunneller mechanic
Conversation/zEvoMission_EggMonster/Comment00005=Deep burrow to defend hatchery /// Deep burrow to defend hatchery
Conversation/zEvoMission_EggMonster/Comment00006=Blockade 1 destroyed. /// Blockade 1 destroyed.
Conversation/zEvoMission_EggMonster/Comment00007=Blockade 2 destroyed. /// Blockade 2 destroyed.
Conversation/zEvoMission_EggMonster/Comment00008=Blockade 3 destroyed /// Blockade 3 destroyed
Conversation/zEvoMission_EggMonster/Comment00009=Mission Start /// Mission Start
Conversation/zEvoMission_EggMonster/Comment00010=Ending /// Ending
Conversation/zEvoMission_EggMonster/Comment00011=Second hatchery under attack. /// Second hatchery under attack.
Conversation/zEvoMission_EggMonster/Comment00012=Ending /// Ending
Conversation/zEvoMission_EggMonster/Comment00013=Path is blocked. /// Path is blocked.
Conversation/zEvoMission_EggMonster/Comment00014=Essence acquired /// Essence acquired
Conversation/zEvoMission_EggMonster/Comment00015=Reminder /// Reminder
Conversation/zEvoMission_EggMonster/Comment00016=Silo 1 destroyed /// Silo 1 destroyed
Conversation/zEvoMission_EggMonster/Comment00017=Path Blocked /// Path Blocked
Conversation/zEvoMission_EggMonster/Comment00018=Swarm host  /// Swarm host 
Conversation/zEvoMission_EggMonster/Group00001=EvoMission_EggMonster /// EvoMission_EggMonster
Conversation/zEvoMission_EggMonster/Group00002=Creeper /// Creeper
Conversation/zEvoMission_EggMonster/Group00003=Carrion /// Carrion
Conversation/zEvoMission_EggMonster/Group00004=OBSOLETE /// OBSOLETE
Conversation/zEvoMission_EggMonster/Line00001=Esencia recogida. Incorporando a hebra de gestador. /// Essence collected. Spinning trait into swarm host strand.
Conversation/zEvoMission_EggMonster/Line00002=[Surprise 60]¡El gusano de ceniza! [/Surprise][Serious]¡Atacad![/Serious] /// [Surprise 60]The ash worm! [/Surprise][Serious]Begin the attack![/Serious]
Conversation/zEvoMission_EggMonster/Line00003=Espécimen gusano: perfora suelo. Huido a otro punto. Demos caza. /// Worm organism, tunneled into crust. Escaped to new location. Hunt down.
Conversation/zEvoMission_EggMonster/Line00005=Cepa de propagador: excava la corteza del planeta. Aparece en ubicación elegida. /// Creeper strain: tunnels through planet's crust. Appears at location of choice.
Conversation/zEvoMission_EggMonster/Line00006=Gusano de ceniza: nueva ubicación. /// Ash worm escaping, new location.
Conversation/zEvoMission_EggMonster/Line00009=Atacan criadero. Gestadores deben utilizar túnel profundo; defender colmena. /// Hatchery under attack. Swarm hosts must deep tunnel, defend hive cluster.
Conversation/zEvoMission_EggMonster/Line00010=Nueva cepa: portador. Produce langostas voladoras. /// New strain: carrion. Produces locust capable of flight.
Conversation/zEvoMission_EggMonster/Line00011=Barricada destruida. Pesteling avanzan. /// Blockade destroyed. Banelings moving forward.
Conversation/zEvoMission_EggMonster/Line00012=Segunda barricada destruida. Pesteling pueden continuar. /// Secondary blockade destroyed. Banelings can proceed.
Conversation/zEvoMission_EggMonster/Line00013=Barricadas terran destruidas. Utilizar portadores. Ayudan a eliminar silo nuclear. /// Terran blockades eliminated. Use carrion, assist with destruction of nuclear silo.
Conversation/zEvoMission_EggMonster/Line00014=Silos nucleares destruidos. Invasión del Enjambre continúa. /// Nuclear silos destroyed. Swarm invasion will continue unhindered.
Conversation/zEvoMission_EggMonster/Line00015=Debo preparar secuencias de gestador para integración. Regreso a fosa de evolución. /// Must prepare swarm host sequences for integration. Returning to evolution pit.
Conversation/zEvoMission_EggMonster/Line00016=Atacan colmena secundaria. Defender. /// Secondary hive cluster under attack. Defend.
Conversation/zEvoMission_EggMonster/Line00017=Colmenas defendidas con éxito. Dominio muerto. /// Hive clusters defended successfully. Dominion dead.
Conversation/zEvoMission_EggMonster/Line00018=Preparando siguiente ensayo. /// Preparing for next test.
Conversation/zEvoMission_EggMonster/Line00028=Escuadrón terran obstruye ruta. Eliminar para avanzar. /// Terran forces obstructing route. Eliminate to proceed.
Conversation/zEvoMission_EggMonster/Line00029=Desarrollando secuencias de gestador. /// Augmenting swarm host sequences.
Conversation/zEvoMission_EggMonster/Line00030=[Serious]Que comience el asalto. [/Serious]Arraigaos aquí y [Serious]destruid el silo.[/Serious] /// [Serious]Begin the assault. [/Serious]Root here, and [Serious]lay waste to the nuclear silo.[/Serious]
Conversation/zEvoMission_EggMonster/Line00031=Un silo menos. Avanzad, vamos a por el segundo. /// One silo down. Move forward, we're going after the second.
Conversation/zEvoMission_EggMonster/Line00032=Unidades terrestres terran interfieren. Usar cepa de portador. Superioridad aérea. /// Terran ground forces, interfering. Utilize carrion strain, aerial superiority.
Conversation/zEvoMission_EggMonster/Line00033=Entendido. /// Got it.
Conversation/zEvoMission_EggMonster/Line00034=El Dominio. ¿Qué están haciendo aquí? /// The Dominion. What are they doing here?
Conversation/zEvoMission_EggMonster/Line00035=Gestadores adicionales: llegada inminente. /// Additional swarm hosts arriving now.
Conversation/zEvoMission_EggMonster/Line00036=Más gestadores. /// More swarm hosts.
Conversation/zEvoMission_Hydralisk/Comment00001=Mission Start /// Mission Start
Conversation/zEvoMission_Hydralisk/Comment00002=Slow down moment /// Slow down moment
Conversation/zEvoMission_Hydralisk/Comment00003=Ending /// Ending
Conversation/zEvoMission_Hydralisk/Comment00004=Reinforcement lines. /// Reinforcement lines.
Conversation/zEvoMission_Hydralisk/Comment00005=Possible banter somewhere: /// Possible banter somewhere:
Conversation/zEvoMission_Hydralisk/Comment00006=Lurker reinforcement /// Lurker reinforcement
Conversation/zEvoMission_Hydralisk/Comment00007=Detector /// Detector
Conversation/zEvoMission_Hydralisk/Comment00008=Mission Start /// Mission Start
Conversation/zEvoMission_Hydralisk/Comment00009=Kill Sunken 1 /// Kill Sunken 1
Conversation/zEvoMission_Hydralisk/Comment00010=Kill Sunkens 2 and 3 /// Kill Sunkens 2 and 3
Conversation/zEvoMission_Hydralisk/Comment00014=Burrow instruction: /// Burrow instruction:
Conversation/zEvoMission_Hydralisk/Comment00015=Objective 2 /// Objective 2
Conversation/zEvoMission_Hydralisk/Comment00016=Final area /// Final area
Conversation/zEvoMission_Hydralisk/Comment00018=Hydralisk Reinforcement /// Hydralisk Reinforcement
Conversation/zEvoMission_Hydralisk/Comment00019=Morph /// Morph
Conversation/zEvoMission_Hydralisk/Comment00020=Ending /// Ending
Conversation/zEvoMission_Hydralisk/Comment00022=Under attack /// Under attack
Conversation/zEvoMission_Hydralisk/Comment00024=Additional Impalers /// Additional Impalers
Conversation/zEvoMission_Hydralisk/Comment00025=Barracade killed /// Barracade killed
Conversation/zEvoMission_Hydralisk/Comment00026=Marine Callouts /// Marine Callouts
Conversation/zEvoMission_Hydralisk/Comment00027=Missile Turret Callout /// Missile Turret Callout
Conversation/zEvoMission_Hydralisk/Comment00028=Reminder to kill barracade /// Reminder to kill barracade
Conversation/zEvoMission_Hydralisk/Group00001=EvoMission_Hydralisk /// EvoMission_Hydralisk
Conversation/zEvoMission_Hydralisk/Group00002=Lurker /// Lurker
Conversation/zEvoMission_Hydralisk/Group00003=Impaler /// Impaler
Conversation/zEvoMission_Hydralisk/Line00006=Escolta de hidraliscos en camino. Protegerán merodeadores de amenazas aéreas. /// Hydralisk escort arriving now. Will protect lurkers from aerial threats.
Conversation/zEvoMission_Hydralisk/Line00016=Debo preparar secuencias para mutar hidraliscos. Regreso a fosa de evolución. /// Must prepare sequences for hydralisk morph. Returning to evolution pit.
Conversation/zEvoMission_Hydralisk/Line00021=Merodeador: se entierra para atacar a muchos enemigos. Efectivo contra unidades ligeras. /// Lurker: attacks many foes while burrowed. Effective against light enemies.
Conversation/zEvoMission_Hydralisk/Line00023=Zerg salvajes derrotados. Madre de la prole: extraer esencia. /// Feral zerg defeated. Broodmother ready to extract essence.
Conversation/zEvoMission_Hydralisk/Line00040=[Serious]Más zerg salvajes.[/Serious][Angry 80] ¡Enterraos rápido y atacad![/Angry] /// [Serious]More feral zerg. Burrow quickly,[/Serious][Angry 80] and attack![/Angry]
Conversation/zEvoMission_Hydralisk/Line00048=La guarida del merodeador está cerca. [Serious]Avanzad.[/Serious] /// The lurker den isn't far. [Serious]Move out.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00051=Destino alcanzado. Madre de la prole Kilysa, en ruta para extraer esencia. Superamos en ruta. /// Destination reached. Broodmother Kilysa inbound to extract essence. Overlords en route.
Conversation/zEvoMission_Hydralisk/Line00058=[Serious]Los zerg salvajes se desplazan... [/Serious][Surprise 80]¡Atacan desde el sur![/Surprise][Serious] ¡Defended la guarida del merodeador![/Serious] /// [Serious]I sense the feral zerg moving... [/Serious][Surprise 80]They're attacking from the south![/Surprise][Serious] Defend the lurker den![/Serious]
Conversation/zEvoMission_Hydralisk/Line00060=Examinando. Secuencia incompleta. Debemos matar colonias de empaladores restantes. /// Examining. Sequence incomplete. Must kill remaining impaler colonies.
Conversation/zEvoMission_Hydralisk/Line00061=Secuencia adquirida. Incorporando esencia de empalador a mutación de hidralisco. /// Sequence acquired. Spinning impaler essence into hydralisk morph.
Conversation/zEvoMission_Hydralisk/Line00062=Ahora hidraliscos pueden mutar en empaladores. /// Hydralisks now able to morph into impalers.
Conversation/zEvoMission_Hydralisk/Line00065=Empalador: ataca enterrado. Daña a un objetivo. Perfora blindaje. /// Impaler attacks while burrowed. Damages single target. Tears through armor.
Conversation/zEvoMission_Hydralisk/Line00067=Enviando más empaladores. /// Delivering additional impalers now.
Conversation/zEvoMission_Hydralisk/Line00068=[Serious]Colocaos en[/Serious] terreno elevado y [Serious]asaltad la barricada desde arriba.[/Serious] /// [Serious]Move[/Serious] to the high ground, and [Serious]assault their barricade from above.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00069=[Serious]Colocaos en[/Serious] terreno elevado y [Serious]asaltad la barricada desde arriba.[/Serious] /// [Serious]Move[/Serious] to the high ground, and [Serious]assault their barricade from above.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00070=Barricada del Dominio destruida. /// Dominion barricade destroyed.
Conversation/zEvoMission_Hydralisk/Line00071=Barricadas destruidas. Solo queda base de compañía Prometeo. /// Barricades destroyed. Only Prometheus Company base remains.
Conversation/zEvoMission_Hydralisk/Line00082=¡Ha salido algo del suelo! /// Something just busted outta the ground!
Conversation/zEvoMission_Hydralisk/Line00083=¡No os acojonéis, joder! /// Keep it together!
Conversation/zEvoMission_Hydralisk/Line00084=Esa [Serious]torreta de misiles[/Serious] puede detectar empaladores enterrados. [Serious]Eliminadla primero.[/Serious] /// That [Serious]missile turret[/Serious] can detect our impalers while burrowed. [Serious]Take it out first.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00088=¡No moriré por una mierda de paga! /// They don't pay me enough for this!
Conversation/zEvoMission_Hydralisk/Line00089=Destacamento terran aniquilado. /// Terran forces eliminated.
Conversation/zEvoMission_Hydralisk/Line00090=Mutación de hidralisco alternativa posible. Guaridas de merodeadores descubiertas. /// Alternative hydralisk morph possible. Surviving lurker dens discovered.
Conversation/zEvoMission_Hydralisk/Line00091=[Surprise 60]¡Los zerg salvajes nos han percibido![/Surprise] [Serious]¡Enterraos, rápido![/Serious] /// [Surprise 60]The feral zerg have sensed us![/Surprise] [Serious]Burrow, quickly![/Serious]
Conversation/zEvoMission_Hydralisk/Line00092=[Surprise 70]¡Viene otra oleada![/Surprise][Angry 80] ¡Alejadlos de la guarida del merodeador![/Angry] /// [Surprise 70]Another wave incoming![/Surprise][Angry 80] Keep them off the lurker den![/Angry]
Conversation/zEvoMission_Hydralisk/Line00093=Esa [Serious]torreta de misiles[/Serious] puede detectar empaladores enterrados. [Serious]Eliminadla primero.[/Serious] /// That [Serious]missile turret[/Serious] can detect our impalers while burrowed. [Serious]Take it out first.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00094=La guarida del merodeador está cerca. [Serious]Avanzad.[/Serious] /// The lurker den isn't far. [Serious]Move out.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00095=[Surprise 60]¡Los zerg salvajes nos han percibido![/Surprise] [Serious]¡Enterraos, rápido![/Serious] /// [Surprise 60]The feral zerg have sensed us![/Surprise] [Serious]Burrow, quickly![/Serious]
Conversation/zEvoMission_Hydralisk/Line00096=[Serious]Más zerg salvajes.[/Serious][Angry 80] ¡Enterraos rápido y atacad![/Angry] /// [Serious]More feral zerg. Burrow quickly,[/Serious][Angry 80] and attack![/Angry]
Conversation/zEvoMission_Hydralisk/Line00097=[Serious]Los zerg salvajes se desplazan... [/Serious][Surprise 80]¡Atacan desde el sur![/Surprise][Serious] ¡Defended la guarida del merodeador![/Serious] /// [Serious]I sense the feral zerg moving... [/Serious][Surprise 80]They're attacking from the south![/Surprise][Serious] Defend the lurker den![/Serious]
Conversation/zEvoMission_Hydralisk/Line00098=[Surprise 70]¡Viene otra oleada![/Surprise][Angry 80] ¡Alejadlos de la guarida del merodeador![/Angry] /// [Surprise 70]Another wave incoming![/Surprise][Angry 80] Keep them off the lurker den![/Angry]
Conversation/zEvoMission_Hydralisk/Line00099=[Serious]Recuerdo[/Serious] a Daggoth. [Serious]Un oponente digno.[/Serious] /// [Serious]I remember[/Serious] Daggoth. [Serious]A worthy opponent.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00100=[Serious]Recuerdo[/Serious] a Daggoth. [Serious]Un oponente digno.[/Serious] /// [Serious]I remember[/Serious] Daggoth. [Serious]A worthy opponent.[/Serious]
Conversation/zEvoMission_Hydralisk/Line00101=¡Oh, mierda! ¡Retirada! /// Aw, hell no! Retreat!
Conversation/zEvoMission_Hydralisk/Line00102=Origen de daño no identificado. ¡Retirada! /// Taking fire from unidentifiable source. Fall back!
Conversation/zEvoMission_Hydralisk/Line00103=Más hidraliscos. /// More hydralisks.
Conversation/zEvoMission_Hydralisk/Line00104=Hidraliscos adicionales. Llegada inminente. /// Additional hydralisks, inbound now.
Conversation/zEvoMission_Hydralisk/Line00105=Descubiertos merodeadores salvajes. Dominando. /// Discovered feral lurkers. Dominating now.
Conversation/zEvoMission_Hydralisk/Line00106=Más merodeadores. /// More lurkers.
Conversation/zEvoMission_Mutalisk/Comment00001=Additional waves /// Additional waves
Conversation/zEvoMission_Mutalisk/Comment00002=Science Facillity defeated /// Science Facillity defeated
Conversation/zEvoMission_Mutalisk/Comment00003=Ending /// Ending
Conversation/zEvoMission_Mutalisk/Comment00004=Wraiths defeated. /// Wraiths defeated.
Conversation/zEvoMission_Mutalisk/Comment00005=Mission Start /// Mission Start
Conversation/zEvoMission_Mutalisk/Comment00006=Aberrations pulled across river. /// Aberrations pulled across river.
Conversation/zEvoMission_Mutalisk/Comment00007=Broodlord morphed. /// Broodlord morphed.
Conversation/zEvoMission_Mutalisk/Comment00008=Wraiths spawn /// Wraiths spawn
Conversation/zEvoMission_Mutalisk/Comment00009=Second Siege tank pulled. /// Second Siege tank pulled.
Conversation/zEvoMission_Mutalisk/Comment00010=Disabling cloud. /// Disabling cloud.
Conversation/zEvoMission_Mutalisk/Comment00011=Mission start /// Mission start
Conversation/zEvoMission_Mutalisk/Comment00012=Final group remains. /// Final group remains.
Conversation/zEvoMission_Mutalisk/Comment00013=Reminder to use abduct. /// Reminder to use abduct.
Conversation/zEvoMission_Mutalisk/Comment00014=Player got all his/her Mutalisks killed. /// Player got all his/her Mutalisks killed.
Conversation/zEvoMission_Mutalisk/Comment00015=Player loses a Brood Lord to a flying unit. Abathur reminds him/her to protect the broodlords. /// Player loses a Brood Lord to a flying unit. Abathur reminds him/her to protect the broodlords.
Conversation/zEvoMission_Mutalisk/Comment00016=Commence attack on Dominion Base: /// Commence attack on Dominion Base:
Conversation/zEvoMission_Mutalisk/Comment00017=Viper reinforcement /// Viper reinforcement
Conversation/zEvoMission_Mutalisk/Comment00018=Additional resources /// Additional resources
Conversation/zEvoMission_Mutalisk/Group00001=EvoMission_Mutalisk /// EvoMission_Mutalisk
Conversation/zEvoMission_Mutalisk/Group00002=Viper /// Viper
Conversation/zEvoMission_Mutalisk/Group00003=Broodlord /// Broodlord
Conversation/zEvoMission_Mutalisk/Group00004=OBSOLETE BUT RECORDED /// OBSOLETE BUT RECORDED
Conversation/zEvoMission_Mutalisk/Group00005=Waves protecting facility. /// Waves protecting facility.
Conversation/zEvoMission_Mutalisk/Group00006=Mid cinematic /// Mid cinematic
Conversation/zEvoMission_Mutalisk/Line00001=Señor de la prole: lanza crías. Asalta unidades terrestres a distancia. /// Brood lord: launches broodling, assault ground targets from distance.
Conversation/zEvoMission_Mutalisk/Line00006=Acabemos con esto de una vez. /// Now let's end this stalemate.
Conversation/zEvoMission_Mutalisk/Line00007=[Surprise 70]¡Espectros! [/Surprise]¡Hay que defender a los señores de la prole! [Serious]¡Necesito mutaliscos ya![/Serious] /// [Surprise 70]Wraiths! [/Surprise]We have to defend our brood lords! [Serious]I need mutalisks, now! [/Serious]
Conversation/zEvoMission_Mutalisk/Line00008=Amenaza eliminada. Mutaliscos restantes pueden mutar en señores de la prole para asalto final. /// Threat eliminated. Can morph remaining mutalisks into brood lords for final assault.
Conversation/zEvoMission_Mutalisk/Line00009=Detecto refuerzos del Dominio. En ruta para proteger base. /// Detecting Dominion reinforcements. En route to protect facility.
Conversation/zEvoMission_Mutalisk/Line00010=Mutaliscos pueden interceptar. /// Mutalisks able to intercept.
Conversation/zEvoMission_Mutalisk/Line00011=Espectros en ruta. Proteger señores de la prole. /// Wraiths incoming. Protect brood lords.
Conversation/zEvoMission_Mutalisk/Line00012=Refuerzos en ruta. /// Reinforcements arriving.
Conversation/zEvoMission_Mutalisk/Line00013=Detecto más espectros. /// Detecting more Wraiths.
Conversation/zEvoMission_Mutalisk/Line00014=Equipo de asalto del Dominio en ruta. /// Dominion strike team inbound.
Conversation/zEvoMission_Mutalisk/Line00015=Escuadrón de espectros acercándose para interceptar señores de la prole. /// Wraith squadron incoming. Attempting to intercept brood lords.
Conversation/zEvoMission_Mutalisk/Line00016=Tropas del Dominio. Van a proteger base. /// Dominion troops heading to protect facility.
Conversation/zEvoMission_Mutalisk/Line00017=Fortaleza planetaria destruida. Plataforma asegurada. /// Planetary fortress destroyed. Platform secured.
Conversation/zEvoMission_Mutalisk/Line00018=Cargamento de jorium, adquirido. /// Jorium cargo secured.
Conversation/zEvoMission_Mutalisk/Line00019=Debo preparar mutación de mutalisco. Regreso a fosa de evolución. /// Must prepare mutalisk morph. Returning to evolution pit.
Conversation/zEvoMission_Mutalisk/Line00020=Víbora: unidad estratégica. Abduce objetivo, atrae a su ubicación. Útil para amigo o enemigo. /// Viper: strategic asset. Abducts targets, pulls to its location. Usable on ally or foe.
Conversation/zEvoMission_Mutalisk/Line00025=[Serious]Cruzad[/Serious] el río y llevad a las aberraciones al otro lado. /// [Serious]Move across[/Serious] the river and pull our aberrations to the other side.
Conversation/zEvoMission_Mutalisk/Line00029=Tanques de asedio detectados. Usar víboras. Poner al alcance de aberraciones. /// Siege tanks detected. Use vipers. Pull into range of aberrations.
Conversation/zEvoMission_Mutalisk/Line00030=Víbora: emite nube anuladora. Inutiliza ataques de enemigos dentro. /// Viper: emits disabling cloud. Foes within, cannot attack.
Conversation/zEvoMission_Mutalisk/Line00031=¡Destrozad ese búnker! /// Rip that bunker apart!
Conversation/zEvoMission_Mutalisk/Line00033=Mutaliscos mutan en señor de la prole. Esperan órdenes. /// Mutalisks can morph into brood lord. Await your command.
Conversation/zEvoMission_Mutalisk/Line00035=Enviando mutaliscos. Matan a señores de la prole. Recuperan esencia. /// Delivering mutalisks. Kill brood lords. Recover essence.
Conversation/zEvoMission_Mutalisk/Line00036=Asimila su esencia. /// Assimilate their essence.
Conversation/zEvoMission_Mutalisk/Line00037=Contacto visual confirmado, base. Sierra 1 interceptando. /// Visual confirmed, TacCom. Sierra one, intercepting.
Conversation/zEvoMission_Mutalisk/Line00040=Solo les quedan las últimas defensas. [Angry 70]Dadles el golpe de gracia.[/Angry] /// Only their final defenses remain. [Angry 70]Move in for the kill.[/Angry]
Conversation/zEvoMission_Mutalisk/Line00050=¡Quitádmelo! /// Get it off me!
Conversation/zEvoMission_Mutalisk/Line00051=Aberraciones incapaces de subir superficies verticales. Víboras deben abducir para elevar.  /// Aberrations unable to scale vertical surface. Vipers must abduct, pull upwards.
Conversation/zEvoMission_Mutalisk/Line00052=Mutaliscos adicionales creados en base. Recurso limitado. No desperdiciar. /// Additional mutalisks spawned at base. Limited resource. Should not waste.
Conversation/zEvoMission_Mutalisk/Line00053=Enviando mutaliscos, protegerán señores de la prole. Habilidades complementarias. /// Supplying mutalisks, will protect brood lords. Complementary skills.
Conversation/zEvoMission_Mutalisk/Line00054=¡Nos están machacando! ¡Necesitamos refuerzos! /// We're being overrun! Drop in reinforcements!
Conversation/zEvoMission_Mutalisk/Line00055=Matar señores de la prole. Recuperar esencia. /// Kill brood lords. Recover essence.
Conversation/zEvoMission_Mutalisk/Line00056=Acabemos con esto de una vez. /// Now let's end this stalemate.
Conversation/zEvoMission_Mutalisk/Line00057=Asimila su esencia. /// Assimilate their essence.
Conversation/zEvoMission_Mutalisk/Line00058=[Surprise 70]¡Espectros! [/Surprise]¡Hay que defender a los señores de la prole! [Serious]¡Necesito mutaliscos ya![/Serious] /// [Surprise 70]Wraiths! [/Surprise]We have to defend our brood lords! [Serious]I need mutalisks, now! [/Serious]
Conversation/zEvoMission_Mutalisk/Line00059=[Serious]Cruzad[/Serious] el río y llevad a las aberraciones al otro lado. /// [Serious]Move across[/Serious] the river and pull our aberrations to the other side.
Conversation/zEvoMission_Mutalisk/Line00060=¡Destrozad ese búnker! /// Rip that bunker apart!
Conversation/zEvoMission_Mutalisk/Line00061=Solo les quedan las últimas defensas. [Angry 70]Dadles el golpe de gracia.[/Angry] /// Only their final defenses remain. [Angry 70]Move in for the kill.[/Angry]
Conversation/zEvoMission_Mutalisk/Line00062=Llegan refuerzos de Enjambre. /// Swarm reinforcements arriving.
Conversation/zEvoMission_Mutalisk/Line00063=Enviando refuerzos ahora. /// Delivering reinforcements now.
Conversation/zEvoMission_Mutalisk/Line00064=Fuerzas de Enjambre engendradas en base. /// Swarm forces spawned at base.
Conversation/zEvoMission_Mutalisk/Line00065=Fuerzas adicionales engendradas en base. /// Additional forces spawned at base.
Conversation/zEvoMission_Roach/Comment00001=Mission Start /// Mission Start
Conversation/zEvoMission_Roach/Comment00002=Roaches gathered. /// Roaches gathered.
Conversation/zEvoMission_Roach/Comment00003=Enough DNA gathered. /// Enough DNA gathered.
Conversation/zEvoMission_Roach/Comment00004=Sentrys lay down shields. /// Sentrys lay down shields.
Conversation/zEvoMission_Roach/Comment00005=Last protoss destroyed. /// Last protoss destroyed.
Conversation/zEvoMission_Roach/Comment00006=Prowler explaination /// Prowler explaination
Conversation/zEvoMission_Roach/Comment00007=First Scantipede encountered. /// First Scantipede encountered.
Conversation/zEvoMission_Roach/Comment00008=Colossus destroyed. /// Colossus destroyed.
Conversation/zEvoMission_Roach/Comment00009=Mission Start /// Mission Start
Conversation/zEvoMission_Roach/Comment00010=Scantipedes appear on minimap. /// Scantipedes appear on minimap.
Conversation/zEvoMission_Roach/Comment00011=Upon contact with protoss. /// Upon contact with protoss.
Conversation/zEvoMission_Roach/Comment00012=Scantipede dead. /// Scantipede dead.
Conversation/zEvoMission_Roach/Comment00013=Burrow reminder. /// Burrow reminder.
Conversation/zEvoMission_Roach/Comment00014=Unit explaination /// Unit explaination
Conversation/zEvoMission_Roach/Comment00015=Roachling tank reminder /// Roachling tank reminder
Conversation/zEvoMission_Roach/Comment00016=Ending /// Ending
Conversation/zEvoMission_Roach/Comment00017=Protoss barks /// Protoss barks
